precmz_massql	delta_mass_r2_massql	mass_defect_massql
439.32138	277.21	0.000478009970741646
439.31	277.2	0.0004552593840340275
439.35239	277.24	0.0005462585511370704
439.36401	277.25	0.0005690042750656796
440.23151	278.12	0.00027258385025643564
440.24628	278.13	0.0002952892640001307
440.263	278.15	0.00034070544197440457
440.27618	278.16	0.00036340825887974453
440.27936	278.17	0.0003861184862265992
440.31406	278.2	0.00045422124380944967
440.33899	278.23	0.0005223248570380247
440.33609	278.22	0.0004996183710493211
440.36032	278.25	0.0005677169096434484
440.37369	278.26	0.0005904076603667919
440.40829	278.3	0.0006811860875734454
441.19092	279.08	0.00018132739449847263
441.20255	279.09	0.00020398794159275598
441.20789	279.1	0.00022665052522071336
441.24493	279.13	0.0002946209489591086
441.26114	279.15	0.0003399347606271816
441.29556	279.18	0.00040788989583309383
441.28589	279.17	0.00038523778768456864
441.29999	279.19	0.0004305461235111239
441.32599	279.21	0.00047583873317766655
441.33408	279.22	0.0004984885826175656
441.34	279.23	0.0005211401640459016
441.38	279.27	0.0006117177941909053
441.37231	279.26	0.0005890718427714482
442.20944	280.1	0.0002261371896538951
442.25571	280.14	0.00031655894278897237
442.26199	280.15	0.0003391654797193339
442.28088	280.17	0.0003843711263304349
442.29431	280.18	0.0004069688348466586
442.31152	280.2	0.0004521700000035917
442.35202	280.24	0.0005425543213298971
442.34647	280.23	0.0005199544149182839
442.36655	280.25	0.0005651421880790941
442.37054	280.26	0.0005877425743585703
442.38992	280.28	0.0006329258134994864
442.40366	280.29	0.0006555099476347471
443.26349	281.15	0.00033839917652585656
443.27911	281.17	0.0003835055525175006
443.28851	281.18	0.0004060560920020391
443.30933	281.2	0.00045115224622046336
443.32001	281.21	0.0004736984464111591
443.3465	281.23	0.0005187815850582291
443.35864	281.25	0.0005638775867771518
443.35574	281.24	0.000541326024108787
444.26981	282.16	0.00036014150950303153
444.29376	282.18	0.0004051373577697936
444.29822	282.19	0.00042764069592715837
444.30786	282.2	0.0004501383342621682
444.33292	282.22	0.0004951242415259875
444.32407	282.21	0.00047262800775114326
444.35999	282.25	0.0005626069079711699
444.37158	282.26	0.0005850959235511661
445.14868	283.04	8.98576179087411e-05
445.19989	283.09	0.0002021563841805419
445.29303	283.18	0.0004042282000237166
445.33136	283.22	0.0004940141650927689
446.22903	284.12	0.00026892020001478736
446.25772	284.15	0.00033612863885016325
446.29001	284.18	0.0004033251831023662
446.31116	284.2	0.00044811785571301563
446.32639	284.21	0.0004705076928119342
446.32758	284.22	0.0004929115068354667
446.34747	284.24	0.0005376976820323618
447.1976	285.09	0.00020125331620736555
447.21429	285.1	0.00022360645050054805
447.21884	285.11	0.00024596459308381024
447.25082	285.14	0.0003130234618686364
447.31024	285.2	0.00044711697188060936
447.34698	285.23	0.0005141422883865634
447.34982	285.24	0.0005364928949787196
448.12646	286.01	2.2315129528372202e-05
448.24921	286.14	0.0003123262615454166
448.26456	286.15	0.0003346238212540765
448.28979	286.18	0.0004015259861260878
448.30487	286.19	0.0004238187285362252
448.34186	286.23	0.0005130013958545343
448.35001	286.24	0.0005352960737081484
448.36508	286.25	0.0005575813352815077
449.17853	287.07	0.0001558400398166697
449.2009	287.09	0.0002003557873547782
449.20999	287.1	0.00022261303672258654
449.23157	287.12	0.00026712281151568344
449.26001	287.15	0.00033388237693352066
449.26999	287.16	0.0003561332908081063
449.28973	287.18	0.00040063234919704665
449.3252	287.21	0.0004673675102130473
449.32825	287.22	0.000489619782419706
449.34479	287.23	0.0005118563853828553
450.23318	288.12	0.00026652855749104175
450.26859	288.16	0.0003553434628873957
450.28564	288.17	0.000377538133350235
450.31918	288.21	0.000466335899794407
450.35278	288.24	0.0005329155512263277
450.35803	288.25	0.0005551138946051434
450.38049	288.27	0.0005994931085935401
451.09869	288.99	-2.2168098071823054e-05
451.21561	289.1	0.00022162353824599004
451.25024	289.14	0.00031024914247134
451.24661	289.13	0.00028809080693148134
451.35019	289.24	0.0005317378951363886
451.36096	289.25	0.0005538804242174601
452.19516	290.08	0.00017691476397045932
452.2027	290.09	0.00019902579086762416
452.27936	290.17	0.0003758738846716682
452.30099	290.19	0.0004200742518825743
452.31	290.2	0.0004421746147553418
452.31955	290.21	0.0004642735428967851
452.33603	290.22	0.00048636408645145356
452.33755	290.23	0.0005084698362981764
452.38	290.27	0.0005968433617754582
452.37286	290.26	0.0005747471234237856
452.39001	290.28	0.000618934976039751
452.39999	290.29	0.0006410256551951305
453.22571	291.11	0.00024270467798486904
453.23062	291.12	0.00026476587129087737
453.33209	291.22	0.0004852954486412539
453.44147	291.33	0.0007277675771472426
454.26474	292.15	0.00033020392469813365
454.29172	292.18	0.00039622117700055553
454.30988	292.2	0.0004402281544041891
454.31793	292.21	0.00046223137176201593
454.32892	292.22	0.0004842306758725095
454.35089	292.24	0.0005282261029575822
454.36206	292.25	0.000550221996968673
454.37411	292.26	0.0005722157012863056
454.39005	292.28	0.0006162106762680493
455.31473	293.2	0.0004392565994954493
455.32001	293.21	0.00046121408105912045
455.33447	293.22	0.0004831613121669161
455.34647	293.23	0.000505109878198942
455.35229	293.24	0.0005270644405895249
455.35999	293.25	0.00054901617509259
455.39209	293.28	0.0006148547727299627
456.22375	294.11	0.00024110976247951503
456.2403	294.13	0.0002849375646999957
456.25864	294.15	0.0003287608975470081
456.31549	294.2	0.00043829325189024073
456.33139	294.22	0.0004821057784344559
456.36838	294.26	0.0005697151936775088
456.40668	294.29	0.000635398237379042
456.76865	294.66	-0.0007443593162533703
457.228	295.12	0.00026245111847919317
457.23773	295.13	0.00028431599465773627
457.29279	295.18	0.0003936209009549589
457.33142	295.22	0.00048105157524498817
457.32001	295.21	0.0004591970510977194
457.35333	295.24	0.0005247583963147466
457.36255	295.25	0.0005466123100809194
457.37552	295.26	0.0005684606819359088
457.40753	295.3	0.0006558702695603008
458.20215	296.09	0.00019641985529743802
458.23807	296.13	0.0002836953289367587
458.25897	296.15	0.00032732583499669906
458.34695	296.23	0.0005018032736991447
458.34845	296.24	0.0005236190937266377
458.38437	296.27	0.0005890253195151087
459.21207	297.1	0.0002177643109424862
459.25067	297.14	0.00030484441100540226
459.27969	297.17	0.0003701448239525155
459.34854	297.24	0.0005224790743865412
459.34735	297.23	0.000500710410106901
460.26923	298.16	0.00034762262947715406
460.34225	298.23	0.0004996282657088681
460.36215	298.25	0.0005430507264769704
461.26822	299.16	0.00034686976700893247
461.28568	299.17	0.00036853517759323446
461.30124	299.19	0.0004118783639081432
462.17999	300.07	0.00015145614590539322
462.19659	300.08	0.0001730865214734364
462.23544	300.12	0.000259607960826207
462.25952	300.15	0.00032449304667641515
462.298	300.19	0.0004109903136072354
462.30765	300.2	0.00043261235240210416
462.31979	300.21	0.00045423104211043947
462.34192	300.23	0.0004974673289413562
463.15582	301.04	8.636402323524827e-05
463.23206	301.12	0.00025904942762382325
463.28	301.17	0.0003669487135210152
463.30035	301.19	0.0004101011363362832
464.24802	302.14	0.00030156294473800095
464.28409	302.17	0.00036615512713350984
464.31653	302.2	0.0004307406415188118
464.32214	302.21	0.00045227220911753105
464.33759	302.23	0.0004953292711021268
464.33713	302.22	0.0004737936852045997
464.37421	302.26	0.0005598932808951447
465.22607	303.11	0.00023644418723141127
465.24805	303.14	0.00030091474859483315
465.26358	303.15	0.00032239789755298976
465.32504	303.21	0.0004512974414615202
465.33286	303.22	0.0004727798505354367
466.20251	304.09	0.00019304915368210907
466.22836	304.12	0.00025738460011313886
466.26166	304.15	0.0003217077724125489
466.31772	304.21	0.00045033673607766726
466.31	304.2	0.00042889923012585755
466.35339	304.24	0.0005146311898794369
466.38937	304.28	0.0006003567362608902
467.26111	305.15	0.00032101965429987803
467.31522	305.2	0.00042797664497207824
468.26184	306.15	0.00032033359797154783
468.27774	306.17	0.0003630324174709136
468.29562	306.18	0.0003843725892631813
468.30777	306.2	0.00042706957435275657
468.3306	306.22	0.0004697536313023904
468.34338	306.23	0.000491092667948073
468.37021	306.26	0.0005551164323623207
468.39072	306.28	0.0005977915190121032
468.40146	306.29	0.0006191270198005371
468.43967	306.33	0.0007044663830456206
469.27933	307.17	0.00036225759186967794
469.29333	307.18	0.00038355541937919044
469.32922	307.22	0.0004687541082569444
470.2897	308.18	0.0003827428072526505
470.31085	308.2	0.0004252506613444887
470.32211	308.21	0.00044650250442187275
470.3287	308.22	0.0004677579743698976
470.34732	308.23	0.0004890003412797551
470.34842	308.24	0.0005102600323394498
470.35944	308.25	0.0005315084140758396
470.36884	308.26	0.0005527577039329197
470.38599	308.27	0.0005739966872737468
470.39496	308.28	0.0005952444728573893
470.42105	308.31	0.0006589841164633307
471.24188	309.13	0.0002758668223630622
471.25	309.14	0.0002970822281166819
471.27228	309.16	0.00033950649505637165
471.29999	309.19	0.0004031402589251015
471.31006	309.2	0.00042434910046263097
471.3407	309.23	0.0004879697424814326
472.18124	310.07	0.00014824815996500237
472.29425	310.18	0.00038111833883221495
472.31149	310.2	0.00042344936389328286
472.32541	310.21	0.0004446087285458124
472.32858	310.22	0.0004657774467088722
472.34225	310.23	0.00048693505609548625
472.36371	310.25	0.0005292531892426706
472.39941	310.29	0.0006138873035426112
473.21237	311.1	0.00021132161021070252
473.21799	311.11	0.00023245101057974072
473.23315	311.12	0.00025357479711639926
473.30896	311.2	0.000422556969975782
473.32663	311.21	0.00044366825504827296
473.32999	311.22	0.0004647920153971805
473.36877	311.26	0.000549254654040635
473.35889	311.25	0.0005281404982169026
474.08963	311.98	-4.218611573508117e-05
474.25571	312.14	0.0002951993978100682
474.27103	312.16	0.0003373598425356594
474.26242	312.15	0.00031628059419082214
474.33984	312.23	0.00048488442379206057
474.35764	312.25	0.0005270285095439804
474.35666	312.24	0.0005059484144272563
475.2384	313.13	0.0002735469187674974
475.2475	313.14	0.0002945833486761874
475.33945	313.23	0.00048386474129176146
476.18893	314.08	0.0001680005454977378
476.25061	314.14	0.0002939628780737653
476.26462	314.15	0.00031495096150534397
476.27457	314.16	0.0003359406738848665
476.29672	314.18	0.0003779156824762657
476.3002	314.19	0.0003989080835993722
476.35922	314.25	0.000524814025852171
476.37372	314.26	0.0005457899734687105
476.52704	314.41	0.0008603918887793335
477.17111	315.06	0.00012574105754223526
477.21387	315.1	0.00020954965118684152
477.24268	315.13	0.000272398101527708
477.26001	315.15	0.0003142940888761605
478.16867	316.06	0.00012547873535922433
478.23999	316.13	0.0002718300491767647
478.26443	316.15	0.0003136340287735328
478.29962	316.19	0.00039724054139954725
478.31653	316.2	0.0004181331554650403
478.33011	316.22	0.0004599334129311393
478.38895	316.28	0.0005852978000431923
479.24423	317.13	0.0002712604385450722
479.27774	317.17	0.0003547003872952996
480.30823	318.2	0.0004163992776055256
480.32999	318.22	0.0004580184551874999
480.40454	318.29	0.0006036579088116455
481.24295	319.13	0.0002701338274150207
481.25757	319.15	0.00031168340894872004
481.3013	319.19	0.0003947631140825876
482.32452	320.21	0.0004353915077756767
482.34818	320.24	0.0004975658869491518
482.39432	320.28	0.0005804380117907954
482.42056	320.31	0.0006425928447162415
482.40485	320.29	0.0006011548184062007
482.41333	320.3	0.0006218733632422873
483.30859	321.2	0.0004138142878859005
483.38049	321.27	0.0005585661928556153
483.40433	321.29	0.0005999118791509799
484.27246	322.16	0.0003303925232502897
484.32507	322.21	0.0004335930824311439
484.36304	322.25	0.0005161417766310162
484.43707	322.32	0.0006605605140828574
484.43762	322.33	0.0006812022567528593
485.26788	323.16	0.0003297147958773307
485.28714	323.17	0.00035030806709614415
485.30396	323.19	0.000391507211274348
485.30832	323.2	0.00041210915155954597
485.32471	323.21	0.0004326999958439774
485.32852	323.22	0.00045330119894876006
486.19711	324.08	0.00016454231906064617
486.23001	324.12	0.0002467967783395446
486.31747	324.2	0.0004112539901147056
486.32001	324.21	0.00043181443428572786
486.37747	324.26	0.0005345642346467876
486.37851	324.27	0.0005551232105217433
487.28204	325.17	0.00034887392935724847
487.34125	325.23	0.00047194855760725814
488.33728	326.22	0.0004505083044244078
488.39389	326.28	0.0005733077455165803
489.2272	327.11	0.00022484440766992034
489.24893	327.14	0.00028615289971096385
489.27066	327.16	0.00032701736090209253
489.29813	327.19	0.00038831131441274407
489.29645	327.18	0.0003678751399075281
489.30746	327.2	0.000408740958087965
489.31775	327.21	0.00042916898068786496
489.35489	327.24	0.0004904416097691577
489.36386	327.25	0.0005108673125146594
490.20618	328.09	0.00018359621659599432
490.21109	328.1	0.0002039937529769527
490.25	328.14	0.0002855685874553521
490.26578	328.15	0.00030595649567868524
490.31	328.2	0.0004079052028308389
490.33044	328.22	0.00044867701870605317
490.33755	328.23	0.0004690646270105526
490.35867	328.25	0.0005098308958216238
490.35287	328.24	0.0004894434491634751
490.37	328.26	0.0005302118808246649
490.38861	328.28	0.0005709757410555941
491.24115	329.13	0.00026463581074182295
491.25974	329.15	0.0003053374575331112
491.31491	329.2	0.0004070708947139191
491.33295	329.22	0.0004477615433689666
491.34021	329.23	0.00046810742397822107
491.37274	329.26	0.0005291298821338581
492.33276	330.22	0.0004468522468422115
492.34106	330.23	0.00046715583705331866
492.36719	330.25	0.0005077511358951436
492.36914	330.26	0.0005280590899746294
492.40442	330.29	0.0005889467848400314
493.25522	331.14	0.0002838287246103272
494.2869	332.17	0.0003439298108042433
494.34482	332.23	0.00046526228392565776
494.34833	332.24	0.00048548763176768314
494.383	332.27	0.0005461352837779249
495.2944	333.18	0.0003634202203780354
495.30304	333.19	0.0003836035409756373
495.30795	333.2	0.00040378919821494613
496.29379	334.18	0.0003626883987406065
496.39914	334.29	0.000584207297377712
496.42813	334.32	0.0006446048897349818
497.19794	335.09	0.00018101442656816917
497.194	335.08	0.00016090298756618962
497.31058	335.2	0.00040216317135257534
498.28879	336.18	0.00036123630234588826
498.41336	336.3	0.0006019100290570288
498.45142	336.34	0.000682112611897013
499.23001	337.12	0.0002403701652470863
499.32587	337.21	0.00042056703370882734
499.37469	337.26	0.0005206511367245924
500.35501	338.24	0.0004796594322099605
500.35837	338.25	0.0004996418866741452
500.37134	338.26	0.0005196140930053886
500.43112	338.32	0.0006394486418030781
500.85135	338.74	-0.0005191161010147839
501.34259	339.23	0.0004587681250061324
501.39023	339.28	0.0005584472597321506
502.22806	340.12	0.00023893527573908265
502.37427	340.26	0.0005175424290738275
502.38785	340.28	0.0005573383193880439
503.27737	341.16	0.0003179161423451744
503.27859	341.17	0.0003377850824133328
504.20825	342.1	0.00019833074924899133
504.28082	342.17	0.0003371137534043351
504.35294	342.24	0.0004758572439371705
504.40359	342.29	0.0005749364313604914
505.28897	343.18	0.00035623180137893536
506.20328	344.09	0.00017779418576658568
506.26013	344.15	0.00029629036756257553
506.29593	344.18	0.0003555233003749543
506.29852	344.19	0.00037527267510084313
506.34784	344.24	0.00047398247023233887
507.22183	345.11	0.0002168676375778496
507.25854	345.15	0.000295707194993656
507.27109	345.16	0.00031541320440718395
507.27975	345.17	0.0003351208085874035
507.3107	345.2	0.00039423572181700216
507.33188	345.22	0.00043364118966863916
508.19876	346.09	0.00017709606375264472
508.36435	346.25	0.0004917732724570477
508.4321	346.32	0.0006293859101342995
508.43765	346.33	0.0006490471348846493
509.29001	347.18	0.0003534332040010108
509.28687	347.17	0.00033380008402733005
510.31689	348.2	0.0003919133462347065
510.32236	348.21	0.0004115046026985365
510.32877	348.22	0.0004310946451246072
510.45163	348.34	0.0006660768229890361
511.2507	349.14	0.000273838255869354
511.26001	349.15	0.00029339278853430617
511.2735	349.16	0.00031294405049357146
511.28366	349.17	0.0003324964462975717
511.28925	349.18	0.0003520512117162777
511.37521	349.26	0.000508432937138253
511.47394	349.36	0.0007038481765073185
512.27002	350.16	0.00031233527974177565
512.26422	350.15	0.00029281764008420744
512.46027	350.35	0.0006829797751931534
512.46796	350.36	0.0007024829415677297
512.50348	350.39	0.0007609704425811634
513.23059	351.12	0.0002338130312926292
513.29175	351.18	0.00035067775782487607
513.29913	351.19	0.00037015453347835934
514.22791	352.12	0.0002333595622999237
514.28345	352.17	0.0003305570109246485
515.31329	353.2	0.00038811341349257383
515.32001	353.21	0.00040751376993876007
516.21002	354.1	0.00019371960273073107
516.26154	354.15	0.00029055040590468404
516.29895	354.19	0.0003680038473833769
516.28003	354.17	0.0003292786668506545
517.24048	355.13	0.0002513337703189732
517.3183	355.21	0.0004059396313642481
517.32861	355.22	0.0004252616146631196
517.35284	355.24	0.0004639000338724517
518.24194	356.13	0.00025084808844300685
518.2915	356.18	0.0003472949102966319
518.35022	356.24	0.0004630074238224671
519.2193	357.11	0.00021185653152726343
519.34619	357.23	0.00044286451778921917
520.31104	358.2	0.0003843854629722802
520.36481	358.25	0.0004804321798778053
521.28766	359.18	0.0003452987933763996
522.30536	360.19	0.0003637718747515778
522.30981	360.2	0.00038291450049538346
522.31866	360.21	0.00040205341314051375
522.36664	360.25	0.00047859105244546247
522.3786	360.27	0.0005168665025710889
522.37537	360.26	0.0004977263763411948
523.37585	361.26	0.0004967749276165319
525.26251	363.15	0.0002855714945275216
527.27856	365.17	0.00032241022657931686
528.08789	365.98	-3.787248368823949e-05
528.25177	366.14	0.0002650251413260506
529.29486	367.18	0.0003400750953825753
529.31775	367.21	0.0003967371205669553
529.31433	367.2	0.0003778473180576627
530.29401	368.18	0.0003394343451098134
530.31036	368.2	0.00037713764445406774
530.34583	368.23	0.0004336792843266406
530.36908	368.26	0.0004902246563845518
531.27332	369.16	0.00030116325058451084
531.29926	369.19	0.0003576138991799042
531.30908	369.2	0.00037642872581810315
531.33032	369.22	0.0004140550458329336
532.30853	370.2	0.000375721952079161
532.34521	370.23	0.000432050473413705
532.33252	370.22	0.00041327552184868823
532.34961	370.24	0.00045083155034153044
533.23987	371.13	0.00024379272315101918
533.28729	371.17	0.00031877752046184323
533.2887	371.18	0.00033752824689517485
533.30908	371.2	0.00037501705390050483
533.32458	371.21	0.0003937564625279029
533.32751	371.22	0.00041250450403360463
533.34583	371.23	0.00043123989551023247
533.3476	371.24	0.0004499879628220115
534.29132	372.18	0.00033689486102826227
534.32758	372.22	0.0004117324432327212
534.32617	372.21	0.0003930183692855237
535.25116	373.14	0.0002615594518281592
535.30286	373.19	0.0003549392581238922
535.30817	373.2	0.0003736165655756545
536.23389	374.12	0.00022378294665412616
536.31	374.2	0.00037291864779696193
536.3067	374.19	0.0003542748953164257
536.46606	374.35	0.000652417787622991
536.46796	374.36	0.0006710559191643312
537.31995	375.21	0.0003908285929081538
537.35364	375.24	0.00044663324510095265
538.48328	376.37	0.0006871151133977726
538.4881	376.38	0.0007056794755538617
539.31403	377.2	0.0003708414557655558
539.42877	377.32	0.0005932201206101654
540.49847	378.39	0.0007215561590766138
540.53479	378.42	0.0007770082662024694
541.33008	379.22	0.0004064063833290537
541.50153	379.39	0.0007202195716787473
542.23273	380.12	0.00022130718667610596
542.28967	380.18	0.0003319259243865125
543.34656	381.23	0.00042330257874461963
543.34808	381.24	0.00044170580302779224
544.30438	382.19	0.0003490693938564259
544.31256	382.2	0.0003674359452590781
545.28937	383.18	0.0003300999614204965
545.28638	383.17	0.0003117627841722654
545.36237	383.25	0.0004584107994103076
546.27332	384.16	0.0002928936745437705
546.31049	384.2	0.00036609218321981816
546.32172	384.21	0.00038438889085350576
546.32782	384.22	0.0004026886274984629
546.36261	384.25	0.00045757157503878237
547.30603	385.19	0.0003471549546055572
548.30505	386.19	0.0003465224330871979
549.31714	387.2	0.00036408840255737994
549.32037	387.21	0.00038229057480606356
549.40399	387.29	0.0005278447286122194
549.5	387.39	0.0007097361237488378
550.41211	388.3	0.0005450461473313357
550.44104	388.33	0.000599519250962799
551.31653	389.2	0.0003627680091507299
552.3349	390.22	0.0003983090693708243
553.29651	391.18	0.00032532285446732135
553.28735	391.17	0.00030725444924778407
553.29999	391.19	0.0003433941865786004
553.31494	391.2	0.0003614577983381194
554.24615	392.13	0.00023455282458885004
554.25714	392.14	0.0002525903410102869
554.29211	392.18	0.00032473852099393374
555.23431	393.12	0.00021612497253637754
555.25916	393.15	0.00027014412513244677
555.30414	393.19	0.00034215484148920216
555.3092	393.2	0.00036015970922143666
555.35828	393.25	0.0004501598499620821
555.37317	393.26	0.0004681536920481609
556.32916	394.22	0.00039544934153735046
556.40521	394.29	0.0005212028837760532
557.16571	395.05	8.973990879663318e-05
557.21271	395.1	0.00017946467875799661
557.24268	395.13	0.00023329153466851367
557.28784	395.18	0.00032299287204975947
557.30743	395.19	0.0003409249361703248
557.33002	395.22	0.00039473918882034615
557.32593	395.21	0.00037679926358348255
557.34344	395.23	0.00041267194245619575
557.36243	395.25	0.00044854117634014187
558.28967	396.18	0.0003224132733819109
558.31616	396.2	0.0003582199734286549
558.4198	396.31	0.0005551379087919201
559.34558	397.23	0.0004111948109074504
560.30786	398.2	0.00035694662573533884
560.30646	398.19	0.00033910014173314676
561.35669	399.24	0.0004275356547367577
562.32172	400.21	0.000373451695943702
562.35938	400.25	0.0004445555793876862
563.24567	401.13	0.00023080514760103783
563.28406	401.17	0.000301801545742331
563.33002	401.22	0.0003905348413706539
563.34003	401.23	0.00040827917021983725
564.14453	402.03	5.317786206306514e-05
564.33765	402.23	0.00040755742594884137
565.33075	403.22	0.00038915272165900635
565.35016	403.24	0.0004245156665384319
566.29462	404.18	0.0003178557479497277
567.34674	405.23	0.00040539582548763427
569.27783	407.17	0.0002986239601145471
569.2876	407.18	0.0003161846490245121
569.32538	407.21	0.0003688576117930656
570.21631	408.1	0.00017537204433879265
570.21808	408.11	0.0001929086499677696
570.32123	408.21	0.0003682135416911966
571.30493	409.19	0.000332571959426287
571.31079	409.2	0.00035007215599759396
571.39417	409.28	0.0004900295010009863
573.3197	411.21	0.0003662877797500758
573.35547	411.24	0.0004185884892665437
574.3009	412.19	0.00033083702289165445
575.33655	413.22	0.0003823848841170047
577.35156	415.24	0.00041569126443515475
583.34039	421.23	0.00039428094461283267
585.35712	423.24	0.0004100061172912855
586.28534	424.17	0.00028996119875693277
587.28009	425.17	0.0002894700550805595
587.29932	425.19	0.00032351476245536556
587.37201	425.26	0.0004426496250646858
588.33771	426.23	0.00039093193601344743
588.3374	426.22	0.00037393509234671685
589.31519	427.2	0.0003393769639638656
591.17072	429.06	0.00010149352457781109
591.33167	429.22	0.0003720416327439849
591.33899	429.23	0.00038894780132799664
591.35059	429.24	0.0004058506139310846
592.36902	430.26	0.00043891559352646583
593.32513	431.21	0.0003539374777535203
593.362	431.25	0.0004213279583121265
595.28925	433.18	0.00030237401397725024
597.26654	435.15	0.00025114415416604
598.50354	436.39	0.0006516252184573316
602.3833	440.27	0.00044821959705719234
603.36688	441.25	0.00041434160257520266
603.36829	441.26	0.0004309142596804199
606.34857	444.24	0.00039581193371992135
609.35522	447.24	0.0003938589383053272
610.34998	448.24	0.0003932170195205202
610.50293	448.39	0.0006388175729148202
612.51892	450.41	0.0006693670784896327
615.36346	453.25	0.0004062639663395028
616.36859	454.26	0.000421825518396372
618.3847	456.27	0.00043662141058791045
619.38733	457.27	0.0004359146319637856
619.39001	457.28	0.0004520576623442356
620.40009	458.29	0.00046744029324692794
622.50311	460.39	0.000626502894097969
623.28192	461.17	0.000272749769478338
624.51971	462.41	0.000656504500074185
625.35132	463.24	0.00038378427025629225
626.53778	464.43	0.0006863113665707546
626.53546	464.42	0.000670353119358984
627.53693	465.42	0.0006692833201067799
628.51892	466.41	0.0006523272203166533
632.36322	470.25	0.0003953424109643822
633.34998	471.24	0.0003789374083504496
633.35822	471.25	0.00039472133163441064
634.38049	472.27	0.0004256120802201559
635.37146	473.26	0.0004092094410409793
638.3526	476.24	0.0003759677645238839
638.53357	476.42	0.000657757116826318
640.36877	478.26	0.0004060160522818608
640.36658	478.25	0.00039040138540646517
640.51453	478.4	0.0006244979329352252
640.52002	478.41	0.0006401048947697606
640.55005	478.44	0.0006869096333690048
642.34912	480.24	0.0003736285962375244
642.34717	480.23	0.0003580618250408392
647.37323	485.26	0.00040162303282140796
648.35846	486.25	0.0003855891692999579
648.36804	486.26	0.00040100681088474214
649.34998	487.24	0.00036960038098408677
650.37378	488.26	0.0003997701137336608
650.5343	488.42	0.0006456231439295606
652.55377	490.44	0.0006742739376097662
654.56799	492.46	0.000702753582557527
654.56628	492.45	0.0006874781267375836
659.35754	497.24	0.0003639906809892689
660.51831	498.41	0.0006207246548547988
664.35999	502.25	0.0003763020106012103
664.36987	502.26	0.00039134827110686235
667.35901	505.25	0.0003746109608979431
668.58301	506.47	0.000702979275527847
670.37006	508.26	0.0003878454834334202
670.38	508.27	0.00040275664548462337
675.35138	513.24	0.0003553705628024468
676.55103	514.44	0.0006503574460599884
680.58331	518.47	0.0006905840814698017
682.37891	520.27	0.00039567459668409416
698.41101	536.3	0.00042954649297403616
706.60315	544.49	0.0006934585559093659
730.59613	568.48	0.0006569977314279206
730.60016	568.49	0.0006706814846577766
732.57471	570.46	0.0006279223043340336
732.61212	570.5	0.000682489391521396
758.59033	596.48	0.0006327525951985417
758.58704	596.47	0.0006195729365479633
760.6062	598.49	0.0006442229895049621
784.49628	622.38	0.0004843872554755715
786.62207	624.51	-0.0006229166695005253
815.43805	653.33	0.00040469046054453917
943.6731	781.56	-0.0004662631582907837
