precmz_massql	delta_mass_r2_massql	mass_defect_massql
290.11539	128.0	0.0
290.12402	128.01	3.446801819439461e-05
290.13	128.02	6.893461551721722e-05
290.14099	128.03	0.00010339800660362101
290.14999	128.04	0.0001378597324783366
290.16608	128.05	0.00017231511002254766
290.17426	128.06	0.00020677230296030485
290.17786	128.07	0.00024123136065581701
290.19604	128.08	0.0002756757121841239
290.20001	128.09	0.00031013093348964185
290.29001	128.18	0.0006200695642265017
291.04761	128.94	-0.0002061518388692567
291.06998	128.96	-0.00013742399679964263
291.07999	128.97	-0.00010306445317660323
291.09488	128.98	-6.870612083596328e-05
291.10001	128.99	-3.43524550204959e-05
291.10999	129.0	0.0
291.12991	129.02	6.869785382068861e-05
291.14313	129.03	0.00010304210166319617
291.16266	129.05	0.00017172531670101986
291.20001	129.09	0.0003090659234524182
291.20999	129.1	0.0003433948127946926
291.23669	129.12	0.0004120359972502247
292.10001	129.99	-3.4234849906341686e-05
292.12	130.01	3.423250718879538e-05
292.1579	130.05	0.00017114033199174615
292.1571	130.04	0.0001369126404937345
292.17462	130.06	0.00020535664596740906
292.20999	130.1	0.0003422196482741549
292.69913	130.59	-0.001400755786325694
293.05231	130.94	-0.00020474160398190438
293.11588	131.0	0.0
293.13507	131.02	6.82279332868982e-05
293.14807	131.04	0.00013644981527591855
293.15829	131.05	0.00017055632300219572
294.10001	131.99	-3.4002038966237725e-05
294.13284	132.02	6.799648757347269e-05
294.14456	132.03	0.00010199066744596989
294.1691	132.06	0.00020396431848213246
294.66843	132.56	-0.0014932037341088686
295.1279	133.02	6.776722905564072e-05
295.14999	133.04	0.00013552431426473043
295.16409	133.05	0.00016939730032881496
295.16843	133.06	0.00020327377152089835
295.19034	133.08	0.0002710115784954633
295.22675	133.11	0.0003725949630242302
296.09439	133.98	-6.754602814328983e-05
296.11639	134.0	0.0
296.14822	134.04	0.00013506750099660247
296.13	134.02	6.753790564958035e-05
296.13849	134.03	0.00010130395410607091
296.15781	134.05	0.00016882890915492443
296.16968	134.06	0.00020258657131952962
296.17999	134.07	0.0002363427725147576
297.07492	134.96	-0.00013464616939050944
297.08807	134.98	-6.73201047756991e-05
297.12964	135.02	6.731068633883255e-05
297.14133	135.03	0.00010096205734826973
297.15265	135.04	0.00013461094827857682
297.1644	135.05	0.0001682570321344393
297.16815	135.06	0.00020190589065484396
297.18112	135.07	0.0002355465919234478
297.20386	135.09	0.00030282244651870743
297.22015	135.11	0.0003700960382397144
298.12518	136.01	3.354295668682164e-05
298.1282	136.02	6.708523380213691e-05
298.16	136.05	0.00016769519720959003
298.17001	136.06	0.00020122748092607395
298.20001	136.09	0.00030181085507006994
299.09052	136.98	-6.686938790306771e-05
299.13922	137.03	0.00010028775230476678
299.15378	137.04	0.00013371049498352335
299.15933	137.05	0.00016713501798527015
299.17365	137.06	0.00020055242164542992
299.18137	137.07	0.00023397178774865954
299.19681	137.08	0.0002673825299140472
299.20126	137.09	0.00030080087229580324
300.0	137.89	-0.00036666666666671215
300.04999	137.94	-0.00019996667888574926
300.06	137.95	-0.00016663333999870482
300.10007	137.99	-3.332221815206809e-05
300.10999	138.0	0.0
300.12668	138.01	3.3319263718876656e-05
300.13754	138.02	6.663611622861383e-05
300.13864	138.03	9.995380801352714e-05
300.14999	138.04	0.00013326670442331863
300.16	138.05	0.00016657782515995257
300.17133	138.06	0.00019988584519381737
300.17999	138.07	0.00023319342505139396
300.19199	138.08	0.00026649611803437033
300.19965	138.09	0.00029980048277872213
300.21713	138.1	0.00033309225226420063
300.21756	138.11	0.00036640095269581716
300.27771	138.17	0.000566142588472476
301.06519	138.95	-0.00016607698817658518
301.10281	138.99	-3.321124767979052e-05
301.1153	139.0	0.0
301.11865	139.01	3.320950064033199e-05
301.13803	139.03	9.96220902421429e-05
301.17511	139.06	0.0001992196499903404
301.17999	139.07	0.0002324191590549996
301.21243	139.1	0.0003319916113687417
301.22021	139.11	0.00036518134025606596
302.0	139.89	-0.00036423841059607165
302.06274	139.95	-0.00016552852563017658
302.07999	139.97	-9.931144396555739e-05
302.08801	139.98	-6.62058715935473e-05
302.10001	139.99	-3.310162088372955e-05
302.10999	140.0	0.0
302.12	140.01	3.309943068976203e-05
302.13809	140.03	9.929234675442987e-05
302.1499	140.04	0.00013238462101093545
302.15997	140.05	0.00016547526133263573
302.16943	140.06	0.00019856409697037282
302.17999	140.07	0.00023165001759379629
302.19702	140.08	0.000264727957939534
302.20001	140.09	0.0002978160060286014
302.20993	140.1	0.00033089581139836906
302.2225	140.11	0.000363970253703856
302.23209	140.12	0.00039704585969016243
302.30414	140.19	0.0006285061130820032
302.98419	140.87	-0.00042906529215268774
303.07001	140.96	-0.00013198270591007022
303.07999	140.97	-9.898376992819993e-05
303.08939	140.98	-6.598713336685997e-05
303.09927	140.99	-3.2992491205903947e-05
303.10757	141.0	0.0
303.12131	141.01	3.2990092316475225e-05
303.13135	141.02	6.59779993062751e-05
303.14999	141.04	0.00013194788493970275
303.16	141.05	0.00016492941021246658
303.17001	141.06	0.00019790875753179636
303.1781	141.07	0.00023088738929359734
303.19519	141.08	0.00026385642859312017
303.20001	141.09	0.0002968337632970507
303.21558	141.1	0.00032979835666753775
303.22388	141.11	0.0003627682621830894
303.23575	141.12	0.0003957317037981325
303.23999	141.13	0.00042870335142800747
303.98999	141.88	-0.00039474984028258484
304.01999	141.91	-0.00029603316545074356
304.0473	141.93	-0.00023022733633876432
304.04749	141.94	-0.00019733759354501588
304.07999	141.97	-9.865825107400568e-05
304.10001	141.99	-3.2883918681853724e-05
304.12051	142.01	3.28817020594596e-05
304.13	142.02	6.576135205343187e-05
304.14001	142.03	9.863878152697218e-05
304.14954	142.04	0.00013151425446835145
304.15756	142.05	0.00016438848339002775
304.17001	142.06	0.00019725810575474642
304.18906	142.08	0.00026299433648275356
304.1861	142.07	0.0002301222836940714
304.20071	142.09	0.0002958572976374822
304.21191	142.1	0.0003287182280272798
304.22534	142.11	0.00036157408847012427
304.22787	142.12	0.0003944411798958608
304.25	142.14	0.0004601479046836035
304.29999	142.19	0.0006243838522636748
304.69	142.58	-0.0013784502281006515
305.02225	142.91	-0.00029506044231200645
305.04999	142.94	-0.00019668907381377812
305.06271	142.95	-0.00016390072716528144
305.09	142.98	-6.555442656268718e-05
305.10977	143.0	0.0
305.1232	143.01	3.2773646841639394e-05
305.13065	143.02	6.554569329567591e-05
305.14896	143.04	0.00013108352065165828
305.15799	143.05	0.00016384955216152582
305.17001	143.06	0.00019661171816982368
305.17822	143.07	0.00022937416700311437
305.22	143.11	0.0003603957800930923
305.21445	143.1	0.0003276384850061795
305.23978	143.13	0.0004258946851553734
306.04312	143.93	-0.00022872593901144774
306.06326	143.95	-0.000163364920049572
306.13657	144.02	6.533031973282458e-05
306.14001	144.03	9.799437845448929e-05
306.15451	144.04	0.00013065298303131985
306.16	144.05	0.00016331330023520828
306.1698	144.06	0.00019596968740875903
306.19006	144.08	0.0002612756273015933
306.22656	144.11	0.0003592111670523081
306.25674	144.14	0.00045713279648959353
306.89999	144.79	-0.0006842619968805081
307.11475	145.0	0.0
307.16403	145.05	0.00016277947649017161
308.05731	145.94	-0.0001947689538677147
308.14838	146.04	0.00012980759463993304
308.16037	146.05	0.00016225318005690144
308.19	146.08	0.00025958012914115483
308.18118	146.07	0.00022713911342669654
309.08591	146.97	-9.706039333854181e-05
309.11899	147.01	3.235000217874322e-05
309.12991	147.02	6.469771883286943e-05
309.16107	147.05	0.00016172799505452407
309.16824	147.06	0.0001940690932548643
309.17935	147.07	0.00022640580620922186
309.19	147.08	0.0002587405802257916
309.20001	147.09	0.000291073729266708
309.20999	147.1	0.0003234048162544629
310.04999	147.94	-0.0001935171808907405
310.07999	147.97	-9.67492291263333e-05
310.09	147.98	-6.449740397952282e-05
310.10971	148.0	0.0
310.11761	148.01	3.224583086394515e-05
310.12772	148.02	6.448955933384553e-05
310.13824	148.03	9.67310577373533e-05
310.16296	148.05	0.00016120558044716677
310.17001	148.06	0.00019344229959563877
310.17999	148.07	0.0002256754215511877
310.21158	148.1	0.0003223606288327286
310.1991	148.09	0.0002901362383063117
310.22144	148.11	0.00035458542130425817
310.22879	148.12	0.00038681129498008407
310.23782	148.13	0.0004190333725269068
311.01999	148.91	-0.0002893704677953446
311.04163	148.93	-0.00022505026095700817
311.04999	148.94	-0.00019289503915432461
311.07001	148.96	-0.0001285884164789529
311.14395	149.03	9.641839412272401e-05
311.14804	149.04	0.00012855616895414814
311.16422	149.05	0.00016068685532035583
311.17999	149.07	0.00022495019682979353
311.19571	149.08	0.00025707295258026695
311.20132	149.09	0.0002892018581412296
311.22189	149.11	0.0003534455754381983
311.23227	149.12	0.0003855641318941784
312.07001	149.96	-0.00012817636657874314
312.08328	149.97	-9.612818732231068e-05
312.1395	150.03	9.611087350367748e-05
312.15488	150.04	0.00012814151744157274
312.16	150.05	0.00016017426960536702
312.1702	150.06	0.000192202843192599
312.18002	150.07	0.00022422959675636248
312.18903	150.08	0.0002562550003759341
312.20636	150.09	0.000288270873149424
312.21622	150.1	0.0003202908548441023
312.21768	150.11	0.0003523182928013995
312.2305	150.12	0.00038433144744028704
312.23865	150.13	0.00041634820032688283
313.07361	150.96	-0.00012776547981796372
313.07999	150.97	-9.58221571426559e-05
313.12119	151.01	3.1936516337303473e-05
313.13864	151.03	9.580420991801311e-05
313.16229	151.05	0.00015966162464839355
313.17001	151.06	0.00019158922656739154
313.20001	151.09	0.00028735631266424097
313.22015	151.11	0.0003511906880831698
313.21463	151.1	0.0003192698885106175
313.23737	151.12	0.00038309605268363906
313.2377	151.13	0.0004150202865108365
313.27344	151.16	0.0005107359245009618
314.07999	151.97	-9.551706875691488e-05
314.08813	151.98	-6.367639553908081e-05
314.12	152.01	3.1834967528304165e-05
314.14062	152.03	9.549863370105125e-05
314.15561	152.04	0.00012732543595192218
314.16	152.05	0.00015915457091931297
314.16812	152.06	0.00019098054888574398
314.17755	152.07	0.0002228039527330746
314.19	152.08	0.00025462299882240844
314.20001	152.09	0.0002864417477262442
314.20764	152.1	0.0003182608799709463
314.21759	152.11	0.00035007588213000314
314.23264	152.12	0.00038188267138641153
314.24271	152.13	0.000413692969997603
314.25256	152.14	0.00044550154181714974
314.26895	152.16	0.0005091180659113685
315.0	152.89	-0.0003492063492063925
315.03687	152.92	-0.00025393853106784773
315.03857	152.93	-0.00022219501567694768
315.07944	152.97	-9.521408315312843e-05
315.07645	152.96	-0.00012695331561591493
315.09357	152.98	-6.347320892651104e-05
315.09952	152.99	-3.173600518334939e-05
315.11868	153.01	3.173407555525082e-05
315.13196	153.02	6.346547649438741e-05
315.15234	153.04	0.0001269227447271756
315.16037	153.05	0.00015864938856370605
315.17746	153.06	0.00019036894326136862
315.17993	153.07	0.00022209535994247216
315.19254	153.08	0.00025381311372411447
315.20001	153.09	0.00028553298586508105
315.21118	153.1	0.0003172476306201903
315.22485	153.11	0.00034895726019066594
315.23193	153.12	0.00038067209752516045
315.23999	153.13	0.0004123842282826981
315.25406	153.14	0.00044408627124417166
316.07999	153.97	-9.491268333690196e-05
316.10999	154.0	0.0
316.11835	154.01	3.163372199048522e-05
316.12885	154.02	6.326534259688805e-05
316.14999	154.04	0.00012652222446691219
316.15756	154.05	0.0001581489938118556
316.16812	154.06	0.00018977245397164735
316.17999	154.07	0.00022139288447694993
316.1933	154.08	0.0002530097886324995
316.20999	154.1	0.000316245543032952
316.22305	154.11	0.0003478557303144525
316.23862	154.13	0.00041108198612805556
316.24765	154.14	0.00044269103659738294
317.07635	154.96	-0.00012615258123159308
317.07901	154.97	-9.461364219599758e-05
317.11118	155.0	0.0
317.12283	155.01	3.153352283085675e-05
317.13599	155.02	6.306442860682647e-05
317.15332	155.04	0.00012612196523748213
317.17032	155.06	0.00018917280784659256
317.17999	155.07	0.00022069488053137648
317.19186	155.08	0.0002522132818919518
317.20663	155.09	0.0002837267304280601
317.20999	155.1	0.00031524858343835363
317.23889	155.13	0.0004097858241780995
317.2485	155.14	0.0004412944426844772
318.09	155.98	-6.287528686852851e-05
318.10007	155.99	-3.143664822202304e-05
318.11804	156.01	3.143487241399735e-05
318.13	156.02	6.286738125926581e-05
318.15485	156.04	0.00012572494180111365
318.17001	156.06	0.00018857842698625894
318.19211	156.08	0.00025142043905492347
318.20255	156.09	0.00028283871389466684
318.20932	156.1	0.0003142585515722617
318.23001	156.12	0.0003770857437361252
318.22699	156.11	0.00034566521211797167
318.25375	156.14	0.00043990055105395096
318.89999	156.79	-0.0006585136612892586
319.06857	156.96	-0.00012536490197073325
319.12592	157.01	3.133559317272287e-05
319.12903	157.02	6.267057559762029e-05
319.14987	157.04	0.0001253329666090481
319.16	157.05	0.00015666123574386315
319.17001	157.06	0.0001879875869289921
319.19434	157.08	0.0002506310105624445
319.22495	157.11	0.0003445845946565695
319.22769	157.12	0.0003759072403775642
319.26291	157.15	0.0004698322144592546
320.1153	158.0	0.0
320.13	158.02	6.247461968578463e-05
320.14886	158.04	0.00012494187859982397
320.16379	158.05	0.00015617006532816022
320.17038	158.06	0.00018740022109478793
320.18512	158.07	0.00021862352629001993
320.18829	158.08	0.000249852984942118
320.20676	158.09	0.00028106839468349583
321.05911	158.95	-0.00015573456239884105
321.10886	159.0	0.0
321.17999	159.07	0.00021794632971995916
321.17725	159.06	0.00018681273346727475
321.20166	159.09	0.0002801978047062503
322.01746	159.9	-0.0003105421674961175
322.13	160.02	6.20867351690629e-05
322.16	160.05	0.0001552023839086521
322.16769	160.06	0.0001862384151557913
322.20105	160.09	0.00027932869864950285
323.10785	161.0	0.0
323.17322	161.06	0.0001856589478546591
323.19638	161.08	0.00024752752490610354
323.20645	161.09	0.0002784597894008718
324.06854	161.96	-0.00012343067920135673
324.13007	162.02	6.170362410377486e-05
324.14362	162.03	9.25515671109033e-05
324.18018	162.07	0.00021592930203195388
324.18924	162.08	0.0002467694486097457
324.21432	162.1	0.00030843794931696515
324.22021	162.11	0.0003392755806308732
324.68762	162.58	-0.0012935510137404916
325.07001	162.96	-0.0001230504161241821
325.11316	163.0	0.0
325.12094	163.01	3.075778508757665e-05
325.12836	163.02	6.151416628192702e-05
325.16	163.05	0.00015377045147008046
325.17059	163.06	0.00018451853225718315
325.18518	163.07	0.00021526196243012421
325.19165	163.08	0.0002460087766706572
325.20001	163.09	0.0002767527590174533
325.21188	163.1	0.0003074918419339242
326.0376	163.93	-0.00021469916353203795
326.03717	163.92	-0.0002453707962193774
326.06	163.95	-0.0001533460099368563
326.09	163.98	-6.133276089426303e-05
326.08737	163.97	-9.19998833441514e-05
326.09924	163.99	-3.0665511517263597e-05
326.11075	164.0	0.0
326.12418	164.01	3.0663166404867324e-05
326.1601	164.05	0.00015329894735748294
326.17087	164.06	0.00018395266260289362
326.17999	164.07	0.00021460543916257153
326.194	164.08	0.00024525282500601636
326.20001	164.09	0.00027590434469944807
326.20795	164.1	0.000306552921227071
326.22	164.11	0.0003371957574643297
326.23001	164.12	0.0003678386301738597
326.25342	164.14	0.0004291142756449461
326.38	164.27	0.0008272565720939096
326.70969	164.6	-0.0012243285468515048
327.04626	164.93	-0.0002140369989248407
327.04916	164.94	-0.00018345865801949247
327.08246	164.97	-9.171999012114907e-05
327.104	164.99	-3.057131676772802e-05
327.1113	165.0	0.0
327.11771	165.01	3.057003547741547e-05
327.13	165.02	6.11377739736809e-05
327.14038	165.03	9.17037511541716e-05
327.14999	165.04	0.0001222680764868495
327.16	165.05	0.0001528304193667055
327.17715	165.06	0.00018338688994632503
327.17761	165.07	0.00021395107079605225
327.18954	165.08	0.0002445065939455537
327.19992	165.09	0.0002750611919465121
327.21213	165.1	0.0003056121421904326
327.22729	165.11	0.00033615778195031853
327.22827	165.12	0.00036671648204479563
327.2529	165.14	0.0004278036955516249
328.02704	165.91	-0.0002743676253030952
328.10001	165.99	-3.0478511719615326e-05
328.11847	166.01	3.047679699344845e-05
328.13846	166.03	9.14248210953423e-05
328.15137	166.04	0.00012189496572874904
328.1582	166.05	0.00015236553589095553
328.1738	166.06	0.00018282995169023933
328.17865	166.07	0.00021329845801971938
328.19	166.08	0.00024376123586950397
328.20001	166.09	0.00027422302637956475
328.20999	166.1	0.0003046829866452094
328.22174	166.11	0.000335139287239211
328.22855	166.12	0.00036559890966219894
328.24808	166.14	0.0004265066836034086
328.24728	166.13	0.0003960428857171199
328.26343	166.15	0.0004569500781735135
329.09552	166.98	-6.07726291746853e-05
329.12	167.01	3.0384054448197936e-05
329.1167	167.0	0.0
329.14948	167.04	0.00012152533250239996
329.15906	167.05	0.00015190224446506612
329.16998	167.06	0.00018227664624824617
329.17825	167.07	0.00021265074469529254
329.19211	167.08	0.00024301919022303573
329.20325	167.09	0.00027338733745794856
329.21185	167.1	0.0003037557730682972
329.22	167.11	0.00033412307879233835
329.229	167.12	0.0003644879400052989
329.25	167.14	0.00042520880789669355
329.26886	167.16	0.00048592508869498496
329.98999	167.88	-0.00036364739427400373
330.03	167.92	-0.00024240220586011123
330.06	167.95	-0.0001514876083136744
330.10999	168.0	0.0
330.11807	168.01	3.029219212383892e-05
330.13684	168.02	6.058093970975863e-05
330.14001	168.03	9.087053701852476e-05
330.17188	168.06	0.00018172353139220176
330.18121	168.07	0.00021200479579075131
330.1904	168.08	0.00024228445163763847
330.202	168.09	0.0002725604327048395
330.22717	168.11	0.0003331040265403166
330.22772	168.12	0.00036338560554518125
330.23795	168.13	0.0003936555444339315
330.25388	168.14	0.00042391629130893594
330.2634	168.15	0.00045418293398543616
330.58109	168.47	0.0014217389143462466
331.11328	169.0	0.0
331.12863	169.02	6.039948886331645e-05
331.13956	169.03	9.059624286509632e-05
331.15594	169.04	0.00012078901559184487
331.17471	169.06	0.0001811732544432583
331.18665	169.07	0.0002113611765449881
331.18924	169.08	0.00024155374129912103
331.22485	169.11	0.00033210068628610937
331.23764	169.13	0.00039246747440899367
331.22751	169.12	0.0003622887482987284
331.24796	169.14	0.0004226441122836994
331.26718	169.15	0.00045280670424400533
331.26746	169.16	0.00048299340961528963
331.28424	169.17	0.0005131545044219051
332.09781	169.99	-3.0111610793190433e-05
332.10999	170.0	0.0
332.13409	170.02	6.0216643223856456e-05
332.14386	170.03	9.032230793006722e-05
332.17007	170.06	0.0001806303620311194
332.18137	170.07	0.00021072825366453627
332.18839	170.08	0.00024082720049310724
332.20734	170.09	0.00027091514594470857
332.20889	170.1	0.0003010154243614441
332.21774	170.11	0.00033110814612131686
332.23999	170.13	0.0003912834213605516
332.2782	170.17	0.0005116194803029133
332.58884	170.48	0.0014432234106231277
332.68423	170.57	-0.0012925169311452087
332.69	170.58	-0.0012624365024496904
333.06247	170.95	-0.00015012198762595906
333.10999	171.0	0.0
333.12906	171.02	6.003679174674894e-05
333.14041	171.03	9.005211946518629e-05
333.1478	171.04	0.00012006682919710723
333.16815	171.06	0.0001800892432244867
333.17978	171.07	0.00021009678318412113
333.20001	171.09	0.0002701080351108135
333.20999	171.1	0.0003001110500918484
333.2417	171.13	0.00039010724048039444
333.25	171.14	0.0004201050262565232
334.10999	172.0	0.0
334.1261	172.01	2.9928820286684893e-05
334.1283	172.02	5.985724645296502e-05
334.14999	172.04	0.00011970672212197893
334.16025	172.05	0.00014962880833376013
334.16769	172.06	0.00017955057234887752
334.17889	172.07	0.000209468647166771
334.19	172.08	0.0002393847811125782
334.20453	172.09	0.0002692961702224785
334.22171	172.11	0.0003291228448325923
335.10965	173.0	0.0
335.15961	173.05	0.00014918265360199987
335.18457	173.07	0.00020884016230220018
335.21671	173.1	0.0002983144843823398
335.22	173.11	0.0003281427122487132
335.25723	173.14	0.00041758980112072857
335.25812	173.15	0.000447416456311351
336.12323	174.01	2.975099340795608e-05
336.14395	174.03	8.924747864717225e-05
336.14999	174.04	0.00011899450004443565
336.16	174.05	0.00014873869585914853
336.18002	174.07	0.00020822177356046674
336.19128	174.08	0.00023795977099707198
336.21677	174.1	0.0002974271628390051
336.21793	174.11	0.0003271687503400358
336.25	174.14	0.0004163568773233795
337.04999	174.94	-0.00017801513656773074
337.13928	175.03	8.89839949827298e-05
337.1478	175.04	0.0001186423283793993
337.16177	175.05	0.0001482967656742678
337.17166	175.06	0.00017795089895752887
337.17999	175.07	0.00020760425314679315
337.21219	175.1	0.00029654918465431014
337.22012	175.11	0.00032619643217022057
337.2468	175.13	0.00038547437662861574
337.23743	175.12	0.0003558323878817501
338.14001	176.03	8.872064562842219e-05
338.15891	176.05	0.00014785947825538996
338.1792	176.07	0.00020699084982161287
338.19507	176.08	0.00023654987046384948
338.20999	176.1	0.00029567429394972725
338.23236	176.12	0.0003547856863843677
338.34	176.23	0.0006797895607968014
339.08652	176.97	-8.847299503383719e-05
339.14117	177.03	8.845873828884042e-05
339.17795	177.07	0.00020638134053228748
339.19147	177.08	0.0002358549877448643
339.23282	177.12	0.00035373935811990287
339.25305	177.14	0.0004126713083345496
339.26404	177.15	0.00044213350757718286
340.04001	177.93	-0.00020585812828317814
340.10266	177.99	-2.940288676363456e-05
340.11807	178.01	2.9401554583650628e-05
340.13	178.02	5.8801046658660607e-05
340.17001	178.06	0.0001763823918516576
340.17999	178.07	0.00020577342012383852
340.19171	178.08	0.00023516152113175394
340.21164	178.1	0.0002939346813647949
340.233	178.12	0.00035269947359604903
340.24783	178.14	0.00041146478436023047
340.24609	178.13	0.00038207639652815836
340.25931	178.15	0.0004408402521006866
341.14969	179.04	0.00011725058287460862
341.15811	179.05	0.0001465596113192542
341.17035	179.06	0.000175865223926998
341.18048	179.07	0.00020517000269181044
341.19427	179.08	0.0002344705261316742
341.20734	179.09	0.00026376923778956046
341.2077	179.1	0.0002930766216588732
341.21759	179.11	0.00032237493969760955
341.23257	179.12	0.0003516663136816176
341.25085	179.14	0.0004102553883748168
342.06784	179.96	-0.00011693586862767351
342.08505	179.97	-8.769748926473441e-05
342.10062	179.99	-2.923116596512133e-05
342.10999	180.0	0.0
342.13898	180.03	8.768366585999975e-05
342.17346	180.06	0.00017534966037401696
342.17999	180.07	0.00020457069976532872
342.19141	180.08	0.00023378728297128353
342.20175	180.09	0.00026300274618701807
342.20944	180.1	0.00029221870676622574
342.22516	180.11	0.00032142581217586
342.22797	180.12	0.00035064346143304573
342.23788	180.13	0.0003798527503734988
342.26999	180.16	0.00046746721791179115
342.26001	180.15	0.00043826329579083946
342.28	180.17	0.0004966693934789865
342.29858	180.19	0.000555070955888855
343.1152	181.0	0.0
343.13123	181.02	5.8286737700938006e-05
343.13806	181.03	8.742836629664788e-05
343.15421	181.04	0.00011656566882857723
343.16516	181.05	0.0001457024366926158
343.17282	181.06	0.00017483902134208143
343.17999	181.07	0.0002039745965374997
343.18784	181.08	0.00023310849242214556
343.20001	181.09	0.0002622377545968119
343.21051	181.1	0.00029136636870471806
343.22281	181.11	0.0003204915197798586
343.23001	181.12	0.00034961977829387516
343.24792	181.14	0.0004078684584599561
343.25861	181.15	0.0004369883103587866
343.26746	181.16	0.00046610884701974543
343.2843	181.17	0.0004952163556561938
343.29575	181.18	0.000524329240895079
343.30237	181.19	0.0005534479706621242
344.02548	181.91	-0.00026160852969379884
344.11282	182.0	0.0
344.13181	182.02	5.811726617196543e-05
344.15128	182.04	0.00011622795649631768
344.16	182.05	0.00014528126452815948
344.16946	182.06	0.0001743327255126073
344.18256	182.07	0.00020338043856723355
344.18866	182.08	0.000232430667529873
344.20645	182.09	0.000261470986380422
344.20801	182.1	0.00029052200150715354
344.22	182.11	0.0003195630701296079
344.22772	182.12	0.00034860643994622095
344.25	182.14	0.00040668119099487686
344.24319	182.13	0.00037764000502085585
344.25824	182.15	0.0004357194180740763
344.27518	182.16	0.0004647445104814021
344.27917	182.17	0.0004937853196287985
344.31522	182.2	0.0005808630823812802
345.02814	182.92	-0.00023186514584002483
345.08194	182.97	-8.693587383912684e-05
345.09192	182.98	-5.7955573112260154e-05
345.10797	183.0	0.0
345.11835	183.01	2.8975567366936313e-05
345.1315	183.02	5.7948926713470754e-05
345.13779	183.03	8.69218059256888e-05
345.15356	183.04	0.0001158904459800213
345.18835	183.08	0.0002317575317939105
345.2016	183.09	0.00026071721567919563
345.20999	183.1	0.0002896787546617475
345.22	183.11	0.0003186373906494804
345.22763	183.12	0.00034759674363261294
345.23825	183.13	0.0003765515553389448
345.26392	183.15	0.00043445026054273405
345.28778	183.18	0.0005213042871080084
345.28296	183.17	0.0004923498107175272
346.00821	183.9	-0.00028901048330614556
346.10999	184.0	0.0
346.12	184.01	2.8891713856439687e-05
346.12845	184.02	5.7782017051791704e-05
346.1496	184.04	0.00011555697305440203
346.1694	184.06	0.0001733255452388405
346.17761	184.07	0.00020220834039495845
346.19	184.08	0.00023108697536038738
346.19992	184.09	0.0002599653980278315
346.22235	184.11	0.00031771490199871164
346.23383	184.12	0.00034658658283046615
346.25497	184.14	0.0004043263263484315
346.25839	184.15	0.00043320249943981334
346.70731	184.59	-0.0011825536646458265
347.03333	184.92	-0.000230525408035051
347.04224	184.93	-0.00020170455331314477
347.12366	185.01	2.8808177466182818e-05
347.13	185.02	5.761530262440651e-05
347.16763	185.06	0.00017282717285595515
347.18604	185.07	0.0002016210098769904
347.19891	185.09	0.0002592174036491169
347.21225	185.1	0.0002880082715975439
347.22	185.11	0.00031680202753301545
347.24234	185.13	0.0003743783088202765
347.2626	185.15	0.0004319497694252294
348.06873	185.96	-0.00011491983206877573
348.14999	186.04	0.00011489300918834449
348.19	186.08	0.0002297596140038844
348.20093	186.09	0.0002584714521009562
348.21716	186.1	0.0002871771167164603
348.22	186.11	0.0003158922520246213
348.23746	186.12	0.0003445924513692598
348.23779	186.13	0.0003733081352256326
349.17801	187.07	0.00020047081429896797
349.20001	187.09	0.00025773195138225626
349.2197	187.11	0.0003149879574377209
349.23682	187.12	0.00034360638148063695
349.23816	187.13	0.0003722388183467564
350.15948	188.05	0.00014279207862660573
350.18054	188.07	0.00019989688747408174
350.19598	188.08	0.00022844351325795488
350.20001	188.09	0.0002569959949458694
350.21695	188.1	0.0002855372933834137
350.23001	188.12	0.0003426319749127282
350.82999	188.72	-0.0007981073681870844
351.16	189.05	0.0001423852374986085
351.15692	189.04	0.00011390918908843386
351.21509	189.1	0.00028472580719693543
352.14215	190.03	8.519286884572362e-05
352.16098	190.05	0.00014198052265759645
352.17557	190.06	0.0001703695687920723
352.18817	190.08	0.00022715129812569374
352.21155	190.1	0.00028392027461903027
352.24796	190.14	0.00039744729820432846
353.11606	191.0	0.0
353.19205	191.08	0.00022650566455279078
353.20724	191.09	0.00025480791390347326
353.22934	191.12	0.000339722628929988
353.24359	191.13	0.0003680180014023622
354.10001	191.99	-2.8240609199618225e-05
354.1731	192.06	0.00016940868744690738
354.19122	192.08	0.000225866694267612
354.23001	192.12	0.00033876294106195167
354.2261	192.11	0.00031053612367923665
354.24808	192.14	0.000395203271108728
354.26001	192.15	0.00042341781676121356
354.9054	192.79	-0.0005917069731821718
355.11487	193.0	0.0
355.15976	193.05	0.00014078171468527676
355.18646	193.07	0.00019707958462153422
355.20917	193.1	0.00028152426357685057
355.23807	193.13	0.0003659517686265874
355.26376	193.15	0.00042222150663497363
356.13	194.02	5.615926768317814e-05
356.16962	194.06	0.00016845906172458582
356.18201	194.07	0.00019652873540691506
356.18878	194.08	0.0002246000000337251
356.20673	194.09	0.00025266226721770084
356.22763	194.12	0.00033686325791181486
356.25	194.14	0.0003929824561403126
356.24292	194.13	0.00036491953299730266
356.27481	194.16	0.0004490915313378361
356.27975	194.17	0.0004771531359836968
356.29459	194.18	0.0005051999245905104
357.08423	194.97	-8.401379136793898e-05
357.14218	195.03	8.400015926430515e-05
357.16638	195.05	0.00013999077964732114
357.16995	195.06	0.0001679872564867293
357.18167	195.07	0.00019597870181858206
357.18784	195.08	0.0002239717903051025
357.20572	195.09	0.0002519556517740069
