scan	delta_mass_r2	repository
20243	210.2	GNPS/MassIVE
20244	210.2	GNPS/MassIVE
20245	210.2	GNPS/MassIVE
20246	210.2	Metabolomics Workbench
20247	210.2	GNPS/MassIVE
20248	210.2	GNPS/MassIVE
20249	210.2	GNPS/MassIVE
20250	210.2	GNPS/MassIVE
20251	210.2	GNPS/MassIVE
20252	210.2	MetaboLights
20253	210.2	MetaboLights
20254	210.2	GNPS/MassIVE
20255	210.2	GNPS/MassIVE
20256	210.2	GNPS/MassIVE
20257	210.2	GNPS/MassIVE
20258	210.2	GNPS/MassIVE
20259	210.2	GNPS/MassIVE
20260	210.2	GNPS/MassIVE
20261	210.2	GNPS/MassIVE
20262	210.2	GNPS/MassIVE
20263	210.2	GNPS/MassIVE
20264	210.2	GNPS/MassIVE
20265	210.2	GNPS/MassIVE
20266	210.2	GNPS/MassIVE
20267	210.2	GNPS/MassIVE
20268	210.2	GNPS/MassIVE
20269	210.2	GNPS/MassIVE
20270	210.2	GNPS/MassIVE
20271	210.2	GNPS/MassIVE
20272	210.2	GNPS/MassIVE
20273	210.2	GNPS/MassIVE
20274	210.2	GNPS/MassIVE
20275	210.2	GNPS/MassIVE
20276	210.2	GNPS/MassIVE
20277	210.2	GNPS/MassIVE
20278	210.2	GNPS/MassIVE
20279	210.2	MetaboLights
20280	210.2	MetaboLights
20281	210.2	Metabolomics Workbench
20282	210.2	Metabolomics Workbench
20283	210.2	GNPS/MassIVE
20284	210.2	GNPS/MassIVE
20285	210.2	GNPS/MassIVE
20286	210.2	GNPS/MassIVE
20287	210.2	GNPS/MassIVE
20288	210.2	GNPS/MassIVE
20289	210.2	GNPS/MassIVE
20290	210.2	GNPS/MassIVE
20291	210.2	GNPS/MassIVE
20292	210.2	GNPS/MassIVE
20293	210.2	GNPS/MassIVE
20294	210.2	GNPS/MassIVE
20295	210.2	GNPS/MassIVE
20296	210.2	GNPS/MassIVE
20297	210.2	GNPS/MassIVE
20298	210.2	GNPS/MassIVE
20299	210.2	GNPS/MassIVE
20300	210.2	Metabolomics Workbench
20301	210.2	GNPS/MassIVE
20302	210.2	GNPS/MassIVE
20303	210.2	MetaboLights
20304	210.2	MetaboLights
20305	210.2	GNPS/MassIVE
20306	210.2	GNPS/MassIVE
20307	210.2	Metabolomics Workbench
20308	210.2	GNPS/MassIVE
20309	210.2	GNPS/MassIVE
20310	210.2	GNPS/MassIVE
20311	210.2	GNPS/MassIVE
20312	210.2	GNPS/MassIVE
20313	210.2	GNPS/MassIVE
20314	210.2	GNPS/MassIVE
20315	210.2	GNPS/MassIVE
20316	210.2	GNPS/MassIVE
20317	210.2	GNPS/MassIVE
20318	210.2	GNPS/MassIVE
20319	210.2	GNPS/MassIVE
20320	210.2	GNPS/MassIVE
20321	210.2	GNPS/MassIVE
20322	210.2	GNPS/MassIVE
20323	210.2	GNPS/MassIVE
20324	210.2	GNPS/MassIVE
20325	210.2	GNPS/MassIVE
20326	210.2	GNPS/MassIVE
20327	210.2	GNPS/MassIVE
20328	210.2	GNPS/MassIVE
20329	210.2	GNPS/MassIVE
20330	210.2	GNPS/MassIVE
20331	210.2	GNPS/MassIVE
20332	210.2	GNPS/MassIVE
20333	210.2	Metabolomics Workbench
20334	210.2	Metabolomics Workbench
20335	210.2	Metabolomics Workbench
20336	210.2	GNPS/MassIVE
20337	210.2	GNPS/MassIVE
20338	210.2	GNPS/MassIVE
20339	210.2	GNPS/MassIVE
20340	210.2	GNPS/MassIVE
20341	210.2	GNPS/MassIVE
20342	210.2	GNPS/MassIVE
20343	210.2	GNPS/MassIVE
20344	210.2	GNPS/MassIVE
20345	210.2	GNPS/MassIVE
20346	210.2	GNPS/MassIVE
20347	210.2	GNPS/MassIVE
20348	210.2	GNPS/MassIVE
20349	210.2	GNPS/MassIVE
20350	210.2	GNPS/MassIVE
20351	210.2	GNPS/MassIVE
20352	210.2	GNPS/MassIVE
20353	210.2	GNPS/MassIVE
20354	210.2	GNPS/MassIVE
20355	210.2	GNPS/MassIVE
20356	210.2	GNPS/MassIVE
20357	210.2	GNPS/MassIVE
20358	210.2	GNPS/MassIVE
20359	210.2	GNPS/MassIVE
20360	210.2	GNPS/MassIVE
20361	210.2	GNPS/MassIVE
20362	210.2	MetaboLights
20363	210.2	GNPS/MassIVE
20364	210.2	MetaboLights
20365	210.2	Metabolomics Workbench
20366	210.2	GNPS/MassIVE
20367	210.2	GNPS/MassIVE
20368	210.2	GNPS/MassIVE
20369	210.2	GNPS/MassIVE
20370	210.2	GNPS/MassIVE
20371	210.2	GNPS/MassIVE
20372	210.2	GNPS/MassIVE
20373	210.2	GNPS/MassIVE
20374	210.2	GNPS/MassIVE
20375	210.2	GNPS/MassIVE
20376	210.2	GNPS/MassIVE
20377	210.2	GNPS/MassIVE
20378	210.2	GNPS/MassIVE
20379	210.2	GNPS/MassIVE
20380	210.2	GNPS/MassIVE
20381	210.2	GNPS/MassIVE
20382	210.2	GNPS/MassIVE
20383	210.2	GNPS/MassIVE
20384	210.2	GNPS/MassIVE
20385	210.2	GNPS/MassIVE
20386	210.2	GNPS/MassIVE
20387	210.2	GNPS/MassIVE
20388	210.2	GNPS/MassIVE
20389	210.2	GNPS/MassIVE
20390	210.2	GNPS/MassIVE
20391	210.2	GNPS/MassIVE
20392	210.2	GNPS/MassIVE
20393	210.2	GNPS/MassIVE
20394	210.2	GNPS/MassIVE
20395	210.2	GNPS/MassIVE
20396	210.2	GNPS/MassIVE
20397	210.2	GNPS/MassIVE
20398	210.2	Metabolomics Workbench
20399	210.2	GNPS/MassIVE
20400	210.2	GNPS/MassIVE
20401	210.2	GNPS/MassIVE
20402	210.2	GNPS/MassIVE
20403	210.2	GNPS/MassIVE
20404	210.2	GNPS/MassIVE
20405	210.2	GNPS/MassIVE
20406	210.2	GNPS/MassIVE
20407	210.2	GNPS/MassIVE
20408	210.2	GNPS/MassIVE
20409	210.2	GNPS/MassIVE
20410	210.2	GNPS/MassIVE
20411	210.2	GNPS/MassIVE
20412	210.2	GNPS/MassIVE
20413	210.2	GNPS/MassIVE
20414	210.2	GNPS/MassIVE
20415	210.2	GNPS/MassIVE
20416	210.2	GNPS/MassIVE
20417	210.2	GNPS/MassIVE
20418	210.2	GNPS/MassIVE
20419	210.2	GNPS/MassIVE
20420	210.2	GNPS/MassIVE
20421	210.2	GNPS/MassIVE
20422	210.2	GNPS/MassIVE
20423	210.2	GNPS/MassIVE
20424	210.2	GNPS/MassIVE
20425	210.2	GNPS/MassIVE
20426	210.2	MetaboLights
20427	210.2	GNPS/MassIVE
20428	210.2	GNPS/MassIVE
20429	210.2	GNPS/MassIVE
20430	210.2	GNPS/MassIVE
20431	210.2	GNPS/MassIVE
20432	210.2	GNPS/MassIVE
20433	210.2	GNPS/MassIVE
20434	210.2	GNPS/MassIVE
20435	210.2	GNPS/MassIVE
20436	210.2	GNPS/MassIVE
20437	210.2	GNPS/MassIVE
20438	210.2	GNPS/MassIVE
20439	210.2	GNPS/MassIVE
20440	210.2	GNPS/MassIVE
20441	210.2	GNPS/MassIVE
20442	210.2	GNPS/MassIVE
20443	210.2	GNPS/MassIVE
20444	210.2	GNPS/MassIVE
20445	210.2	GNPS/MassIVE
20446	210.2	GNPS/MassIVE
20447	210.2	GNPS/MassIVE
20448	210.2	GNPS/MassIVE
20449	210.2	GNPS/MassIVE
20450	210.2	GNPS/MassIVE
20451	210.2	GNPS/MassIVE
20452	210.2	GNPS/MassIVE
20453	210.2	GNPS/MassIVE
20454	210.2	GNPS/MassIVE
20455	210.2	GNPS/MassIVE
20456	210.2	GNPS/MassIVE
20457	210.2	GNPS/MassIVE
20458	210.2	GNPS/MassIVE
20459	210.2	GNPS/MassIVE
20460	210.2	GNPS/MassIVE
20461	210.2	GNPS/MassIVE
20462	210.2	GNPS/MassIVE
20463	210.2	GNPS/MassIVE
20464	210.2	GNPS/MassIVE
20465	210.2	GNPS/MassIVE
20466	210.2	GNPS/MassIVE
20467	210.2	GNPS/MassIVE
20468	210.2	GNPS/MassIVE
20469	210.2	GNPS/MassIVE
20470	210.2	GNPS/MassIVE
20471	210.2	GNPS/MassIVE
20472	210.2	GNPS/MassIVE
20473	210.2	GNPS/MassIVE
20474	210.2	GNPS/MassIVE
20475	210.2	GNPS/MassIVE
20476	210.2	GNPS/MassIVE
20477	210.2	Metabolomics Workbench
20478	210.2	GNPS/MassIVE
20479	210.2	GNPS/MassIVE
20480	210.2	GNPS/MassIVE
20481	210.2	GNPS/MassIVE
20482	210.2	GNPS/MassIVE
20483	210.2	GNPS/MassIVE
20484	210.2	GNPS/MassIVE
20485	210.2	GNPS/MassIVE
20486	210.2	GNPS/MassIVE
20487	210.2	GNPS/MassIVE
20488	210.2	GNPS/MassIVE
20489	210.2	GNPS/MassIVE
20490	210.2	GNPS/MassIVE
20491	210.2	GNPS/MassIVE
20492	210.2	GNPS/MassIVE
20493	210.2	GNPS/MassIVE
20494	210.2	GNPS/MassIVE
20495	210.2	GNPS/MassIVE
20496	210.2	GNPS/MassIVE
20497	210.2	GNPS/MassIVE
20498	210.2	GNPS/MassIVE
20499	210.2	GNPS/MassIVE
20500	210.2	GNPS/MassIVE
20501	210.2	GNPS/MassIVE
20502	210.2	GNPS/MassIVE
20503	210.2	GNPS/MassIVE
20504	210.2	GNPS/MassIVE
20505	210.2	GNPS/MassIVE
20506	210.2	GNPS/MassIVE
20507	210.2	GNPS/MassIVE
20508	210.2	GNPS/MassIVE
20509	210.2	GNPS/MassIVE
20510	210.2	GNPS/MassIVE
20511	210.2	GNPS/MassIVE
20512	210.2	GNPS/MassIVE
20513	210.2	GNPS/MassIVE
20514	210.2	MetaboLights
20515	210.2	GNPS/MassIVE
20516	210.2	GNPS/MassIVE
20517	210.2	GNPS/MassIVE
20518	210.2	MetaboLights
20519	210.2	GNPS/MassIVE
20520	210.2	GNPS/MassIVE
20521	210.2	GNPS/MassIVE
20522	210.2	GNPS/MassIVE
20523	210.2	GNPS/MassIVE
20524	210.2	GNPS/MassIVE
20525	210.2	GNPS/MassIVE
20526	210.2	GNPS/MassIVE
20527	210.2	GNPS/MassIVE
20528	210.2	GNPS/MassIVE
20529	210.21	MetaboLights
20530	210.21	MetaboLights
20531	210.21	Metabolomics Workbench
20532	210.23	GNPS/MassIVE
20533	210.24	GNPS/MassIVE
20534	210.23	MetaboLights
20535	210.23	MetaboLights
20536	211.02	GNPS/MassIVE
20537	211.02	GNPS/MassIVE
20538	211.02	GNPS/MassIVE
20539	211.02	GNPS/MassIVE
20540	211.05	GNPS/MassIVE
20541	211.05	GNPS/MassIVE
20542	211.05	GNPS/MassIVE
20543	211.07	GNPS/MassIVE
20544	211.07	GNPS/MassIVE
20545	211.07	GNPS/MassIVE
20546	211.07	GNPS/MassIVE
20547	211.07	GNPS/MassIVE
20548	211.07	GNPS/MassIVE
20549	211.07	GNPS/MassIVE
20550	211.09	GNPS/MassIVE
20551	211.09	Metabolomics Workbench
20552	211.09	GNPS/MassIVE
20553	211.09	GNPS/MassIVE
20554	211.09	GNPS/MassIVE
20555	211.1	GNPS/MassIVE
20556	211.12	GNPS/MassIVE
20557	211.12	GNPS/MassIVE
20558	211.12	GNPS/MassIVE
20559	211.13	GNPS/MassIVE
20560	211.13	GNPS/MassIVE
20561	211.14	GNPS/MassIVE
20562	211.16	GNPS/MassIVE
20563	211.16	GNPS/MassIVE
20564	211.16	GNPS/MassIVE
20565	211.16	GNPS/MassIVE
20566	211.16	GNPS/MassIVE
20567	211.16	GNPS/MassIVE
20568	211.16	GNPS/MassIVE
20569	211.16	GNPS/MassIVE
20570	211.18	GNPS/MassIVE
20571	211.2	GNPS/MassIVE
20572	211.21	GNPS/MassIVE
20573	211.2	GNPS/MassIVE
20574	211.21	GNPS/MassIVE
20575	212.05	GNPS/MassIVE
20576	212.05	GNPS/MassIVE
20577	212.06	GNPS/MassIVE
20578	212.1	MetaboLights
20579	212.1	GNPS/MassIVE
20580	212.11	GNPS/MassIVE
20581	212.1	GNPS/MassIVE
20582	212.1	GNPS/MassIVE
20583	212.1	GNPS/MassIVE
20584	212.11	GNPS/MassIVE
20585	212.11	GNPS/MassIVE
20586	212.11	GNPS/MassIVE
20587	212.11	GNPS/MassIVE
20588	212.12	GNPS/MassIVE
20589	212.14	GNPS/MassIVE
20590	212.14	GNPS/MassIVE
20591	212.14	GNPS/MassIVE
20592	212.14	GNPS/MassIVE
20593	212.14	GNPS/MassIVE
20594	212.14	GNPS/MassIVE
20595	212.14	GNPS/MassIVE
20596	212.14	GNPS/MassIVE
20597	212.14	GNPS/MassIVE
20598	212.14	GNPS/MassIVE
20599	212.14	GNPS/MassIVE
20600	212.14	GNPS/MassIVE
20601	212.14	GNPS/MassIVE
20602	212.14	GNPS/MassIVE
20603	212.14	GNPS/MassIVE
20604	212.14	GNPS/MassIVE
20605	212.14	GNPS/MassIVE
20606	212.14	GNPS/MassIVE
20607	212.14	GNPS/MassIVE
20608	212.14	GNPS/MassIVE
20609	212.14	GNPS/MassIVE
20610	212.14	GNPS/MassIVE
20611	212.14	GNPS/MassIVE
20612	212.14	GNPS/MassIVE
20613	212.14	GNPS/MassIVE
20614	212.14	GNPS/MassIVE
20615	212.14	GNPS/MassIVE
20616	212.14	Metabolomics Workbench
20617	212.14	GNPS/MassIVE
20618	212.14	GNPS/MassIVE
20619	212.14	GNPS/MassIVE
20620	212.14	Metabolomics Workbench
20621	212.14	GNPS/MassIVE
20622	212.14	GNPS/MassIVE
20623	212.14	GNPS/MassIVE
20624	212.14	GNPS/MassIVE
20625	212.14	GNPS/MassIVE
20626	212.14	GNPS/MassIVE
20627	212.14	GNPS/MassIVE
20628	212.14	GNPS/MassIVE
20629	212.14	GNPS/MassIVE
20630	212.14	GNPS/MassIVE
20631	212.14	GNPS/MassIVE
20632	212.14	GNPS/MassIVE
20633	212.14	GNPS/MassIVE
20634	212.14	GNPS/MassIVE
20635	212.14	GNPS/MassIVE
20636	212.14	GNPS/MassIVE
20637	212.14	GNPS/MassIVE
20638	212.14	GNPS/MassIVE
20639	212.14	GNPS/MassIVE
20640	212.14	GNPS/MassIVE
20641	212.14	GNPS/MassIVE
20642	212.14	GNPS/MassIVE
20643	212.14	GNPS/MassIVE
20644	212.14	MetaboLights
20645	212.14	GNPS/MassIVE
20646	212.14	GNPS/MassIVE
20647	212.14	GNPS/MassIVE
20648	212.14	GNPS/MassIVE
20649	212.15	GNPS/MassIVE
20650	212.14	GNPS/MassIVE
20651	212.14	GNPS/MassIVE
20652	212.18	GNPS/MassIVE
20653	212.18	GNPS/MassIVE
20654	212.18	GNPS/MassIVE
20655	212.18	GNPS/MassIVE
20656	212.18	MetaboLights
20657	212.18	GNPS/MassIVE
20658	212.18	GNPS/MassIVE
20659	212.18	GNPS/MassIVE
20660	212.18	MetaboLights
20661	212.18	GNPS/MassIVE
20662	212.18	GNPS/MassIVE
20663	212.18	MetaboLights
20664	212.18	GNPS/MassIVE
20665	212.18	GNPS/MassIVE
20666	212.18	GNPS/MassIVE
20667	212.18	GNPS/MassIVE
20668	212.18	GNPS/MassIVE
20669	212.18	GNPS/MassIVE
20670	212.18	MetaboLights
20671	212.18	GNPS/MassIVE
20672	212.18	GNPS/MassIVE
20673	212.18	GNPS/MassIVE
20674	212.18	MetaboLights
20675	212.18	GNPS/MassIVE
20676	212.18	GNPS/MassIVE
20677	212.2	GNPS/MassIVE
20678	213.02	GNPS/MassIVE
20679	213.05	GNPS/MassIVE
20680	213.05	GNPS/MassIVE
20681	213.09	GNPS/MassIVE
20682	213.09	GNPS/MassIVE
20683	213.1	GNPS/MassIVE
20684	213.1	GNPS/MassIVE
20685	213.11	GNPS/MassIVE
20686	213.11	GNPS/MassIVE
20687	213.18	GNPS/MassIVE
20688	213.21	GNPS/MassIVE
20689	213.99	GNPS/MassIVE
20690	214.01	GNPS/MassIVE
20691	214.05	GNPS/MassIVE
20692	214.08	GNPS/MassIVE
20693	214.11	GNPS/MassIVE
20694	214.11	GNPS/MassIVE
20695	214.12	GNPS/MassIVE
20696	214.12	GNPS/MassIVE
20697	214.14	GNPS/MassIVE
20698	214.15	GNPS/MassIVE
20699	214.16	GNPS/MassIVE
20700	214.16	GNPS/MassIVE
20701	214.16	MetaboLights
20702	214.16	GNPS/MassIVE
20703	214.16	GNPS/MassIVE
20704	214.16	GNPS/MassIVE
20705	214.16	GNPS/MassIVE
20706	214.16	GNPS/MassIVE
20707	214.16	GNPS/MassIVE
20708	214.16	GNPS/MassIVE
20709	214.16	GNPS/MassIVE
20710	214.16	GNPS/MassIVE
20711	214.16	GNPS/MassIVE
20712	214.16	GNPS/MassIVE
20713	214.16	GNPS/MassIVE
20714	215.06	GNPS/MassIVE
20715	215.06	GNPS/MassIVE
20716	215.06	GNPS/MassIVE
20717	215.09	GNPS/MassIVE
20718	215.09	GNPS/MassIVE
20719	216.06	GNPS/MassIVE
20720	216.06	GNPS/MassIVE
20721	216.06	GNPS/MassIVE
20722	216.06	GNPS/MassIVE
20723	216.12	GNPS/MassIVE
20724	216.12	GNPS/MassIVE
20725	217.08	GNPS/MassIVE
20726	217.12	MetaboLights
20727	217.12	GNPS/MassIVE
20728	217.12	GNPS/MassIVE
20729	217.12	GNPS/MassIVE
20730	217.12	GNPS/MassIVE
20731	217.12	GNPS/MassIVE
20732	217.12	GNPS/MassIVE
20733	217.12	GNPS/MassIVE
20734	217.12	GNPS/MassIVE
20735	217.12	GNPS/MassIVE
20736	217.12	MetaboLights
20737	217.12	GNPS/MassIVE
20738	217.12	MetaboLights
20739	217.12	MetaboLights
20740	217.12	GNPS/MassIVE
20741	217.12	GNPS/MassIVE
20742	217.12	GNPS/MassIVE
20743	217.12	MetaboLights
20744	217.12	MetaboLights
20745	217.12	MetaboLights
20746	217.12	GNPS/MassIVE
20747	217.12	GNPS/MassIVE
20748	217.12	MetaboLights
20749	217.12	MetaboLights
20750	217.12	MetaboLights
20751	217.12	GNPS/MassIVE
20752	217.12	GNPS/MassIVE
20753	217.12	MetaboLights
20754	217.12	GNPS/MassIVE
20755	217.12	GNPS/MassIVE
20756	217.12	MetaboLights
20757	217.12	MetaboLights
20758	217.12	GNPS/MassIVE
20759	217.12	GNPS/MassIVE
20760	217.12	MetaboLights
20761	217.12	GNPS/MassIVE
20762	217.12	GNPS/MassIVE
20763	217.12	MetaboLights
20764	217.12	MetaboLights
20765	217.12	MetaboLights
20766	217.12	MetaboLights
20767	217.12	MetaboLights
20768	217.12	GNPS/MassIVE
20769	217.12	MetaboLights
20770	217.12	GNPS/MassIVE
20771	217.12	GNPS/MassIVE
20772	217.12	GNPS/MassIVE
20773	217.12	GNPS/MassIVE
20774	217.12	MetaboLights
20775	217.12	GNPS/MassIVE
20776	217.12	MetaboLights
20777	217.12	GNPS/MassIVE
20778	217.12	MetaboLights
20779	217.12	MetaboLights
20780	217.12	GNPS/MassIVE
20781	217.12	GNPS/MassIVE
20782	217.12	MetaboLights
20783	217.12	MetaboLights
20784	217.12	GNPS/MassIVE
20785	217.12	GNPS/MassIVE
20786	217.12	MetaboLights
20787	217.12	MetaboLights
20788	217.12	MetaboLights
20789	217.12	MetaboLights
20790	217.12	MetaboLights
20791	217.12	GNPS/MassIVE
20792	217.12	MetaboLights
20793	217.12	MetaboLights
20794	217.12	GNPS/MassIVE
20795	217.12	MetaboLights
20796	217.12	GNPS/MassIVE
20797	217.12	MetaboLights
20798	217.12	MetaboLights
20799	217.12	MetaboLights
20800	217.12	GNPS/MassIVE
20801	217.12	GNPS/MassIVE
20802	217.12	GNPS/MassIVE
20803	217.12	GNPS/MassIVE
20804	217.12	GNPS/MassIVE
20805	217.12	MetaboLights
20806	217.12	MetaboLights
20807	217.12	MetaboLights
20808	217.12	GNPS/MassIVE
20809	217.12	GNPS/MassIVE
20810	217.12	GNPS/MassIVE
20811	217.12	MetaboLights
20812	217.12	MetaboLights
20813	217.12	GNPS/MassIVE
20814	217.12	MetaboLights
20815	217.12	MetaboLights
20816	217.12	GNPS/MassIVE
20817	217.12	MetaboLights
20818	217.12	GNPS/MassIVE
20819	217.12	MetaboLights
20820	217.12	MetaboLights
20821	217.12	MetaboLights
20822	217.12	GNPS/MassIVE
20823	217.12	MetaboLights
20824	217.12	MetaboLights
20825	217.12	GNPS/MassIVE
20826	217.12	GNPS/MassIVE
20827	217.12	GNPS/MassIVE
20828	217.14	GNPS/MassIVE
20829	217.14	GNPS/MassIVE
20830	217.98	GNPS/MassIVE
20831	217.99	GNPS/MassIVE
20832	218.08	GNPS/MassIVE
20833	218.08	GNPS/MassIVE
20834	218.08	GNPS/MassIVE
20835	218.08	GNPS/MassIVE
20836	218.08	Metabolomics Workbench
20837	218.08	GNPS/MassIVE
20838	218.09	GNPS/MassIVE
20839	218.09	GNPS/MassIVE
20840	218.09	GNPS/MassIVE
20841	218.09	GNPS/MassIVE
20842	218.09	GNPS/MassIVE
20843	218.1	Metabolomics Workbench
20844	218.09	GNPS/MassIVE
20845	218.1	GNPS/MassIVE
20846	218.1	GNPS/MassIVE
20847	218.11	GNPS/MassIVE
20848	218.11	GNPS/MassIVE
20849	218.12	GNPS/MassIVE
20850	218.11	GNPS/MassIVE
20851	218.12	GNPS/MassIVE
20852	218.12	GNPS/MassIVE
20853	218.13	GNPS/MassIVE
20854	218.13	GNPS/MassIVE
20855	218.13	GNPS/MassIVE
20856	218.13	GNPS/MassIVE
20857	218.13	GNPS/MassIVE
20858	218.13	GNPS/MassIVE
20859	218.13	GNPS/MassIVE
20860	218.13	GNPS/MassIVE
20861	218.13	GNPS/MassIVE
20862	218.13	GNPS/MassIVE
20863	218.13	GNPS/MassIVE
20864	218.13	GNPS/MassIVE
20865	218.16	GNPS/MassIVE
20866	218.16	GNPS/MassIVE
20867	218.17	GNPS/MassIVE
20868	218.17	GNPS/MassIVE
20869	218.17	GNPS/MassIVE
20870	219.02	GNPS/MassIVE
20871	219.02	GNPS/MassIVE
20872	219.08	GNPS/MassIVE
20873	219.08	GNPS/MassIVE
20874	219.08	GNPS/MassIVE
20875	219.08	GNPS/MassIVE
20876	219.08	GNPS/MassIVE
20877	219.1	GNPS/MassIVE
20878	219.1	GNPS/MassIVE
20879	219.15	GNPS/MassIVE
20880	219.15	GNPS/MassIVE
20881	219.2	Metabolomics Workbench
20882	219.2	GNPS/MassIVE
20883	219.2	GNPS/MassIVE
20884	219.2	GNPS/MassIVE
20885	219.2	GNPS/MassIVE
20886	219.2	GNPS/MassIVE
20887	219.2	GNPS/MassIVE
20888	219.2	GNPS/MassIVE
20889	220.04	GNPS/MassIVE
20890	220.04	GNPS/MassIVE
20891	220.04	GNPS/MassIVE
20892	220.04	GNPS/MassIVE
20893	220.07	GNPS/MassIVE
20894	220.08	GNPS/MassIVE
20895	220.09	GNPS/MassIVE
20896	220.09	GNPS/MassIVE
20897	220.09	GNPS/MassIVE
20898	220.09	GNPS/MassIVE
20899	220.1	GNPS/MassIVE
20900	220.09	GNPS/MassIVE
20901	220.1	GNPS/MassIVE
20902	220.11	GNPS/MassIVE
20903	220.11	GNPS/MassIVE
20904	220.11	GNPS/MassIVE
20905	220.14	GNPS/MassIVE
20906	220.15	GNPS/MassIVE
20907	220.14	GNPS/MassIVE
20908	220.14	GNPS/MassIVE
20909	220.15	GNPS/MassIVE
20910	220.14	GNPS/MassIVE
20911	220.15	GNPS/MassIVE
20912	220.15	GNPS/MassIVE
20913	220.15	GNPS/MassIVE
20914	220.15	GNPS/MassIVE
20915	220.15	GNPS/MassIVE
20916	220.15	GNPS/MassIVE
20917	220.15	GNPS/MassIVE
20918	220.15	GNPS/MassIVE
20919	220.15	GNPS/MassIVE
20920	220.15	GNPS/MassIVE
20921	220.15	GNPS/MassIVE
20922	220.15	GNPS/MassIVE
20923	220.15	GNPS/MassIVE
20924	220.15	GNPS/MassIVE
20925	220.15	GNPS/MassIVE
20926	220.15	GNPS/MassIVE
20927	220.15	GNPS/MassIVE
20928	220.15	GNPS/MassIVE
20929	220.15	GNPS/MassIVE
20930	220.15	GNPS/MassIVE
20931	220.15	GNPS/MassIVE
20932	220.15	GNPS/MassIVE
20933	220.15	GNPS/MassIVE
20934	220.15	GNPS/MassIVE
20935	220.15	GNPS/MassIVE
20936	220.15	GNPS/MassIVE
20937	220.15	GNPS/MassIVE
20938	220.15	GNPS/MassIVE
20939	220.15	GNPS/MassIVE
20940	220.15	GNPS/MassIVE
20941	220.15	GNPS/MassIVE
20942	220.15	GNPS/MassIVE
20943	220.15	GNPS/MassIVE
20944	220.15	GNPS/MassIVE
20945	220.15	GNPS/MassIVE
20946	220.15	GNPS/MassIVE
20947	220.15	GNPS/MassIVE
20948	220.15	GNPS/MassIVE
20949	220.15	GNPS/MassIVE
20950	220.15	GNPS/MassIVE
20951	220.15	GNPS/MassIVE
20952	220.15	GNPS/MassIVE
20953	220.15	GNPS/MassIVE
20954	220.15	GNPS/MassIVE
20955	220.15	GNPS/MassIVE
20956	220.15	GNPS/MassIVE
20957	220.15	GNPS/MassIVE
20958	220.15	GNPS/MassIVE
20959	220.15	GNPS/MassIVE
20960	220.15	GNPS/MassIVE
20961	220.15	GNPS/MassIVE
20962	220.15	GNPS/MassIVE
20963	220.15	GNPS/MassIVE
20964	220.15	GNPS/MassIVE
20965	220.15	GNPS/MassIVE
20966	220.15	GNPS/MassIVE
20967	220.15	GNPS/MassIVE
20968	220.15	GNPS/MassIVE
20969	220.15	GNPS/MassIVE
20970	220.15	GNPS/MassIVE
20971	220.15	GNPS/MassIVE
20972	220.15	GNPS/MassIVE
20973	220.15	GNPS/MassIVE
20974	220.15	GNPS/MassIVE
20975	220.15	GNPS/MassIVE
20976	220.15	GNPS/MassIVE
20977	220.16	GNPS/MassIVE
20978	220.16	GNPS/MassIVE
20979	220.17	GNPS/MassIVE
20980	220.17	GNPS/MassIVE
20981	220.17	GNPS/MassIVE
20982	220.17	GNPS/MassIVE
20983	220.17	GNPS/MassIVE
20984	220.18	GNPS/MassIVE
20985	220.18	GNPS/MassIVE
20986	220.18	GNPS/MassIVE
20987	220.18	GNPS/MassIVE
20988	220.18	GNPS/MassIVE
20989	220.18	GNPS/MassIVE
20990	220.18	GNPS/MassIVE
20991	220.18	GNPS/MassIVE
20992	220.18	GNPS/MassIVE
20993	220.18	GNPS/MassIVE
20994	220.18	GNPS/MassIVE
20995	220.18	GNPS/MassIVE
20996	220.18	GNPS/MassIVE
20997	220.18	GNPS/MassIVE
20998	220.18	Metabolomics Workbench
20999	220.18	GNPS/MassIVE
21000	220.18	GNPS/MassIVE
21001	220.18	GNPS/MassIVE
21002	220.18	GNPS/MassIVE
21003	220.18	GNPS/MassIVE
21004	220.18	GNPS/MassIVE
21005	220.18	GNPS/MassIVE
21006	220.18	GNPS/MassIVE
21007	220.18	GNPS/MassIVE
21008	220.18	GNPS/MassIVE
21009	220.18	GNPS/MassIVE
21010	220.18	GNPS/MassIVE
21011	220.18	GNPS/MassIVE
21012	220.18	GNPS/MassIVE
21013	220.18	GNPS/MassIVE
21014	220.18	GNPS/MassIVE
21015	220.18	GNPS/MassIVE
21016	220.18	GNPS/MassIVE
21017	220.18	GNPS/MassIVE
21018	220.18	GNPS/MassIVE
21019	220.18	GNPS/MassIVE
21020	220.18	GNPS/MassIVE
21021	220.18	GNPS/MassIVE
21022	220.18	GNPS/MassIVE
21023	220.18	GNPS/MassIVE
21024	220.18	GNPS/MassIVE
21025	220.18	GNPS/MassIVE
21026	220.18	GNPS/MassIVE
21027	220.18	GNPS/MassIVE
21028	220.18	GNPS/MassIVE
21029	220.18	GNPS/MassIVE
21030	220.18	GNPS/MassIVE
21031	220.18	GNPS/MassIVE
21032	220.18	GNPS/MassIVE
21033	220.18	GNPS/MassIVE
21034	220.18	GNPS/MassIVE
21035	220.18	GNPS/MassIVE
