scan	delta_mass_r2	repository
19450	206.17	GNPS/MassIVE
19451	206.17	GNPS/MassIVE
19452	206.17	GNPS/MassIVE
19453	206.17	GNPS/MassIVE
19454	206.17	GNPS/MassIVE
19455	206.17	MetaboLights
19456	206.17	GNPS/MassIVE
19457	206.17	GNPS/MassIVE
19458	206.17	MetaboLights
19459	206.17	GNPS/MassIVE
19460	206.17	MetaboLights
19461	206.17	GNPS/MassIVE
19462	206.17	GNPS/MassIVE
19463	206.19	GNPS/MassIVE
19464	206.19	GNPS/MassIVE
19465	206.19	GNPS/MassIVE
19466	206.48	GNPS/MassIVE
19467	207.04	GNPS/MassIVE
19468	207.03	GNPS/MassIVE
19469	207.03	GNPS/MassIVE
19470	207.03	GNPS/MassIVE
19471	207.03	GNPS/MassIVE
19472	207.04	GNPS/MassIVE
19473	207.03	GNPS/MassIVE
19474	207.04	GNPS/MassIVE
19475	207.04	GNPS/MassIVE
19476	207.04	GNPS/MassIVE
19477	207.04	GNPS/MassIVE
19478	207.04	GNPS/MassIVE
19479	207.04	GNPS/MassIVE
19480	207.04	GNPS/MassIVE
19481	207.04	GNPS/MassIVE
19482	207.04	GNPS/MassIVE
19483	207.06	GNPS/MassIVE
19484	207.06	GNPS/MassIVE
19485	207.06	GNPS/MassIVE
19486	207.06	GNPS/MassIVE
19487	207.08	GNPS/MassIVE
19488	207.07	GNPS/MassIVE
19489	207.07	GNPS/MassIVE
19490	207.08	GNPS/MassIVE
19491	207.08	GNPS/MassIVE
19492	207.09	GNPS/MassIVE
19493	207.09	GNPS/MassIVE
19494	207.11	MetaboLights
19495	207.11	MetaboLights
19496	207.11	MetaboLights
19497	207.11	GNPS/MassIVE
19498	207.11	GNPS/MassIVE
19499	207.11	GNPS/MassIVE
19500	207.14	GNPS/MassIVE
19501	207.15	GNPS/MassIVE
19502	207.15	GNPS/MassIVE
19503	207.15	GNPS/MassIVE
19504	207.15	GNPS/MassIVE
19505	207.15	GNPS/MassIVE
19506	207.15	GNPS/MassIVE
19507	207.15	GNPS/MassIVE
19508	207.15	GNPS/MassIVE
19509	207.15	GNPS/MassIVE
19510	207.16	GNPS/MassIVE
19511	207.17	MetaboLights
19512	207.17	MetaboLights
19513	207.17	MetaboLights
19514	207.2	GNPS/MassIVE
19515	207.2	GNPS/MassIVE
19516	207.24	GNPS/MassIVE
19517	208.09	GNPS/MassIVE
19518	208.09	GNPS/MassIVE
19519	208.09	GNPS/MassIVE
19520	208.09	GNPS/MassIVE
19521	208.09	GNPS/MassIVE
19522	208.09	GNPS/MassIVE
19523	208.12	GNPS/MassIVE
19524	208.11	MetaboLights
19525	208.11	GNPS/MassIVE
19526	208.11	GNPS/MassIVE
19527	208.11	GNPS/MassIVE
19528	208.11	GNPS/MassIVE
19529	208.11	MetaboLights
19530	208.11	MetaboLights
19531	208.11	GNPS/MassIVE
19532	208.11	GNPS/MassIVE
19533	208.11	GNPS/MassIVE
19534	208.11	GNPS/MassIVE
19535	208.11	GNPS/MassIVE
19536	208.11	GNPS/MassIVE
19537	208.11	GNPS/MassIVE
19538	208.11	GNPS/MassIVE
19539	208.11	GNPS/MassIVE
19540	208.11	GNPS/MassIVE
19541	208.11	GNPS/MassIVE
19542	208.11	GNPS/MassIVE
19543	208.12	GNPS/MassIVE
19544	208.12	GNPS/MassIVE
19545	208.12	GNPS/MassIVE
19546	208.12	GNPS/MassIVE
19547	208.13	GNPS/MassIVE
19548	208.13	GNPS/MassIVE
19549	208.15	GNPS/MassIVE
19550	208.15	GNPS/MassIVE
19551	208.15	GNPS/MassIVE
19552	208.15	GNPS/MassIVE
19553	208.15	GNPS/MassIVE
19554	208.15	GNPS/MassIVE
19555	208.15	GNPS/MassIVE
19556	208.15	GNPS/MassIVE
19557	208.15	GNPS/MassIVE
19558	208.15	GNPS/MassIVE
19559	208.15	GNPS/MassIVE
19560	208.15	GNPS/MassIVE
19561	208.17	GNPS/MassIVE
19562	208.18	GNPS/MassIVE
19563	208.18	GNPS/MassIVE
19564	208.18	GNPS/MassIVE
19565	208.18	Metabolomics Workbench
19566	208.18	GNPS/MassIVE
19567	208.18	GNPS/MassIVE
19568	208.18	MetaboLights
19569	208.18	GNPS/MassIVE
19570	208.18	GNPS/MassIVE
19571	208.18	GNPS/MassIVE
19572	208.18	GNPS/MassIVE
19573	208.18	GNPS/MassIVE
19574	208.18	GNPS/MassIVE
19575	208.18	GNPS/MassIVE
19576	208.18	GNPS/MassIVE
19577	208.18	GNPS/MassIVE
19578	208.18	GNPS/MassIVE
19579	208.18	GNPS/MassIVE
19580	208.18	MetaboLights
19581	208.18	GNPS/MassIVE
19582	208.18	GNPS/MassIVE
19583	208.18	GNPS/MassIVE
19584	208.18	GNPS/MassIVE
19585	208.18	GNPS/MassIVE
19586	208.18	GNPS/MassIVE
19587	208.18	GNPS/MassIVE
19588	208.18	MetaboLights
19589	208.18	Metabolomics Workbench
19590	208.18	MetaboLights
19591	208.18	GNPS/MassIVE
19592	208.18	GNPS/MassIVE
19593	208.18	GNPS/MassIVE
19594	208.18	GNPS/MassIVE
19595	208.18	Metabolomics Workbench
19596	208.18	Metabolomics Workbench
19597	208.18	GNPS/MassIVE
19598	208.18	MetaboLights
19599	208.18	Metabolomics Workbench
19600	208.18	MetaboLights
19601	208.18	GNPS/MassIVE
19602	208.18	GNPS/MassIVE
19603	208.18	Metabolomics Workbench
19604	208.19	GNPS/MassIVE
19605	208.18	GNPS/MassIVE
19606	208.18	GNPS/MassIVE
19607	208.18	GNPS/MassIVE
19608	208.18	GNPS/MassIVE
19609	208.18	GNPS/MassIVE
19610	208.18	GNPS/MassIVE
19611	208.18	Metabolomics Workbench
19612	208.18	MetaboLights
19613	208.18	GNPS/MassIVE
19614	208.18	Metabolomics Workbench
19615	208.18	GNPS/MassIVE
19616	208.19	GNPS/MassIVE
19617	208.18	Metabolomics Workbench
19618	208.18	GNPS/MassIVE
19619	208.18	GNPS/MassIVE
19620	208.18	Metabolomics Workbench
19621	208.18	GNPS/MassIVE
19622	208.18	GNPS/MassIVE
19623	208.18	MetaboLights
19624	208.18	GNPS/MassIVE
19625	208.18	GNPS/MassIVE
19626	208.18	GNPS/MassIVE
19627	208.18	GNPS/MassIVE
19628	208.18	GNPS/MassIVE
19629	208.18	GNPS/MassIVE
19630	208.18	GNPS/MassIVE
19631	208.18	GNPS/MassIVE
19632	208.18	GNPS/MassIVE
19633	208.18	GNPS/MassIVE
19634	208.18	GNPS/MassIVE
19635	208.18	GNPS/MassIVE
19636	208.18	GNPS/MassIVE
19637	208.18	GNPS/MassIVE
19638	208.18	GNPS/MassIVE
19639	208.18	MetaboLights
19640	208.18	GNPS/MassIVE
19641	208.18	GNPS/MassIVE
19642	208.18	GNPS/MassIVE
19643	208.18	MetaboLights
19644	208.18	GNPS/MassIVE
19645	208.18	GNPS/MassIVE
19646	208.18	GNPS/MassIVE
19647	208.18	MetaboLights
19648	208.18	GNPS/MassIVE
19649	208.18	GNPS/MassIVE
19650	208.18	GNPS/MassIVE
19651	208.18	GNPS/MassIVE
19652	208.18	GNPS/MassIVE
19653	208.18	GNPS/MassIVE
19654	208.18	GNPS/MassIVE
19655	208.18	GNPS/MassIVE
19656	208.18	MetaboLights
19657	208.18	GNPS/MassIVE
19658	208.18	GNPS/MassIVE
19659	208.18	GNPS/MassIVE
19660	208.18	GNPS/MassIVE
19661	208.18	GNPS/MassIVE
19662	208.18	GNPS/MassIVE
19663	208.18	Metabolomics Workbench
19664	208.18	GNPS/MassIVE
19665	208.18	GNPS/MassIVE
19666	208.18	GNPS/MassIVE
19667	208.18	GNPS/MassIVE
19668	208.18	GNPS/MassIVE
19669	208.18	GNPS/MassIVE
19670	208.18	MetaboLights
19671	208.18	GNPS/MassIVE
19672	208.18	GNPS/MassIVE
19673	208.18	GNPS/MassIVE
19674	208.18	GNPS/MassIVE
19675	208.18	GNPS/MassIVE
19676	208.18	GNPS/MassIVE
19677	208.18	GNPS/MassIVE
19678	208.18	MetaboLights
19679	208.18	GNPS/MassIVE
19680	208.18	GNPS/MassIVE
19681	208.18	GNPS/MassIVE
19682	208.18	GNPS/MassIVE
19683	208.18	GNPS/MassIVE
19684	208.18	GNPS/MassIVE
19685	208.18	GNPS/MassIVE
19686	208.18	GNPS/MassIVE
19687	208.18	GNPS/MassIVE
19688	208.18	GNPS/MassIVE
19689	208.18	GNPS/MassIVE
19690	208.18	GNPS/MassIVE
19691	208.18	GNPS/MassIVE
19692	208.18	GNPS/MassIVE
19693	208.18	GNPS/MassIVE
19694	208.18	GNPS/MassIVE
19695	208.18	GNPS/MassIVE
19696	208.18	GNPS/MassIVE
19697	208.18	MetaboLights
19698	208.18	MetaboLights
19699	208.18	MetaboLights
19700	208.18	MetaboLights
19701	208.18	GNPS/MassIVE
19702	208.18	MetaboLights
19703	208.18	GNPS/MassIVE
19704	208.18	Metabolomics Workbench
19705	208.18	Metabolomics Workbench
19706	208.18	GNPS/MassIVE
19707	208.18	GNPS/MassIVE
19708	208.18	GNPS/MassIVE
19709	208.18	GNPS/MassIVE
19710	208.18	GNPS/MassIVE
19711	208.18	GNPS/MassIVE
19712	208.18	GNPS/MassIVE
19713	208.18	GNPS/MassIVE
19714	208.18	GNPS/MassIVE
19715	208.18	GNPS/MassIVE
19716	208.18	GNPS/MassIVE
19717	208.18	GNPS/MassIVE
19718	208.18	MetaboLights
19719	208.18	GNPS/MassIVE
19720	208.18	GNPS/MassIVE
19721	208.18	GNPS/MassIVE
19722	208.18	GNPS/MassIVE
19723	208.18	MetaboLights
19724	208.18	MetaboLights
19725	208.18	MetaboLights
19726	208.18	MetaboLights
19727	208.18	MetaboLights
19728	208.18	GNPS/MassIVE
19729	208.18	GNPS/MassIVE
19730	208.19	GNPS/MassIVE
19731	208.18	GNPS/MassIVE
19732	208.18	GNPS/MassIVE
19733	208.18	GNPS/MassIVE
19734	208.18	GNPS/MassIVE
19735	208.18	GNPS/MassIVE
19736	208.18	GNPS/MassIVE
19737	208.18	GNPS/MassIVE
19738	208.18	GNPS/MassIVE
19739	208.18	GNPS/MassIVE
19740	208.18	Metabolomics Workbench
19741	208.18	GNPS/MassIVE
19742	208.18	GNPS/MassIVE
19743	208.18	GNPS/MassIVE
19744	208.18	GNPS/MassIVE
19745	208.18	GNPS/MassIVE
19746	208.18	GNPS/MassIVE
19747	208.18	GNPS/MassIVE
19748	208.18	GNPS/MassIVE
19749	208.18	Metabolomics Workbench
19750	208.18	GNPS/MassIVE
19751	208.18	MetaboLights
19752	208.18	MetaboLights
19753	208.18	MetaboLights
19754	208.18	MetaboLights
19755	208.18	GNPS/MassIVE
19756	208.18	MetaboLights
19757	208.18	GNPS/MassIVE
19758	208.18	MetaboLights
19759	208.18	Metabolomics Workbench
19760	208.18	Metabolomics Workbench
19761	208.18	GNPS/MassIVE
19762	208.18	GNPS/MassIVE
19763	208.18	GNPS/MassIVE
19764	208.18	GNPS/MassIVE
19765	208.18	GNPS/MassIVE
19766	208.18	GNPS/MassIVE
19767	208.18	GNPS/MassIVE
19768	208.18	GNPS/MassIVE
19769	208.18	GNPS/MassIVE
19770	208.18	GNPS/MassIVE
19771	208.18	GNPS/MassIVE
19772	208.18	GNPS/MassIVE
19773	208.18	GNPS/MassIVE
19774	208.18	GNPS/MassIVE
19775	208.18	GNPS/MassIVE
19776	208.18	GNPS/MassIVE
19777	208.18	GNPS/MassIVE
19778	208.18	GNPS/MassIVE
19779	208.18	GNPS/MassIVE
19780	208.18	GNPS/MassIVE
19781	208.18	GNPS/MassIVE
19782	208.18	GNPS/MassIVE
19783	208.18	GNPS/MassIVE
19784	208.18	GNPS/MassIVE
19785	208.18	GNPS/MassIVE
19786	208.18	GNPS/MassIVE
19787	208.18	GNPS/MassIVE
19788	208.18	GNPS/MassIVE
19789	208.18	MetaboLights
19790	208.18	MetaboLights
19791	208.19	GNPS/MassIVE
19792	208.18	MetaboLights
19793	208.18	MetaboLights
19794	208.18	GNPS/MassIVE
19795	208.18	Metabolomics Workbench
19796	208.18	Metabolomics Workbench
19797	208.18	GNPS/MassIVE
19798	208.18	GNPS/MassIVE
19799	208.18	GNPS/MassIVE
19800	208.18	GNPS/MassIVE
19801	208.18	GNPS/MassIVE
19802	208.18	GNPS/MassIVE
19803	208.18	GNPS/MassIVE
19804	208.18	GNPS/MassIVE
19805	208.18	GNPS/MassIVE
19806	208.18	GNPS/MassIVE
19807	208.18	GNPS/MassIVE
19808	208.18	GNPS/MassIVE
19809	208.18	GNPS/MassIVE
19810	208.18	GNPS/MassIVE
19811	208.18	GNPS/MassIVE
19812	208.18	GNPS/MassIVE
19813	208.18	GNPS/MassIVE
19814	208.18	GNPS/MassIVE
19815	208.18	GNPS/MassIVE
19816	208.18	Metabolomics Workbench
19817	208.18	GNPS/MassIVE
19818	208.18	GNPS/MassIVE
19819	208.18	GNPS/MassIVE
19820	208.18	GNPS/MassIVE
19821	208.18	GNPS/MassIVE
19822	208.18	GNPS/MassIVE
19823	208.18	GNPS/MassIVE
19824	208.18	MetaboLights
19825	208.18	GNPS/MassIVE
19826	208.18	MetaboLights
19827	208.18	MetaboLights
19828	208.18	MetaboLights
19829	208.18	MetaboLights
19830	208.18	GNPS/MassIVE
19831	208.18	GNPS/MassIVE
19832	208.18	GNPS/MassIVE
19833	208.18	GNPS/MassIVE
19834	208.18	GNPS/MassIVE
19835	208.18	GNPS/MassIVE
19836	208.18	GNPS/MassIVE
19837	208.18	GNPS/MassIVE
19838	208.18	GNPS/MassIVE
19839	208.18	GNPS/MassIVE
19840	208.18	GNPS/MassIVE
19841	208.18	GNPS/MassIVE
19842	208.18	GNPS/MassIVE
19843	208.18	GNPS/MassIVE
19844	208.18	GNPS/MassIVE
19845	208.18	GNPS/MassIVE
19846	208.18	GNPS/MassIVE
19847	208.18	GNPS/MassIVE
19848	208.18	GNPS/MassIVE
19849	208.18	GNPS/MassIVE
19850	208.18	GNPS/MassIVE
19851	208.18	GNPS/MassIVE
19852	208.18	GNPS/MassIVE
19853	208.18	GNPS/MassIVE
19854	208.18	GNPS/MassIVE
19855	208.18	GNPS/MassIVE
19856	208.18	GNPS/MassIVE
19857	208.18	GNPS/MassIVE
19858	208.18	GNPS/MassIVE
19859	208.18	GNPS/MassIVE
19860	208.18	MetaboLights
19861	208.18	MetaboLights
19862	208.18	GNPS/MassIVE
19863	208.18	GNPS/MassIVE
19864	208.18	Metabolomics Workbench
19865	208.18	GNPS/MassIVE
19866	208.18	GNPS/MassIVE
19867	208.18	GNPS/MassIVE
19868	208.18	GNPS/MassIVE
19869	208.18	GNPS/MassIVE
19870	208.18	GNPS/MassIVE
19871	208.18	GNPS/MassIVE
19872	208.18	GNPS/MassIVE
19873	208.18	GNPS/MassIVE
19874	208.18	GNPS/MassIVE
19875	208.18	GNPS/MassIVE
19876	208.18	GNPS/MassIVE
19877	208.18	GNPS/MassIVE
19878	208.18	GNPS/MassIVE
19879	208.18	GNPS/MassIVE
19880	208.18	GNPS/MassIVE
19881	208.18	GNPS/MassIVE
19882	208.18	GNPS/MassIVE
19883	208.18	GNPS/MassIVE
19884	208.18	GNPS/MassIVE
19885	208.18	GNPS/MassIVE
19886	208.18	GNPS/MassIVE
19887	208.18	GNPS/MassIVE
19888	208.18	MetaboLights
19889	208.18	GNPS/MassIVE
19890	208.18	GNPS/MassIVE
19891	208.18	Metabolomics Workbench
19892	208.18	GNPS/MassIVE
19893	208.18	MetaboLights
19894	208.18	MetaboLights
19895	208.18	GNPS/MassIVE
19896	208.18	GNPS/MassIVE
19897	208.18	GNPS/MassIVE
19898	208.18	GNPS/MassIVE
19899	208.18	GNPS/MassIVE
19900	208.18	GNPS/MassIVE
19901	208.18	GNPS/MassIVE
19902	208.18	GNPS/MassIVE
19903	208.18	GNPS/MassIVE
19904	208.18	GNPS/MassIVE
19905	208.18	GNPS/MassIVE
19906	208.18	GNPS/MassIVE
19907	208.18	GNPS/MassIVE
19908	208.18	GNPS/MassIVE
19909	208.18	GNPS/MassIVE
19910	208.18	GNPS/MassIVE
19911	208.18	GNPS/MassIVE
19912	208.18	GNPS/MassIVE
19913	208.18	GNPS/MassIVE
19914	208.18	GNPS/MassIVE
19915	208.18	GNPS/MassIVE
19916	208.18	GNPS/MassIVE
19917	208.18	GNPS/MassIVE
19918	208.18	GNPS/MassIVE
19919	208.18	GNPS/MassIVE
19920	208.18	MetaboLights
19921	208.18	GNPS/MassIVE
19922	208.18	GNPS/MassIVE
19923	208.18	GNPS/MassIVE
19924	208.18	GNPS/MassIVE
19925	208.18	GNPS/MassIVE
19926	208.18	GNPS/MassIVE
19927	208.18	GNPS/MassIVE
19928	208.18	GNPS/MassIVE
19929	208.18	GNPS/MassIVE
19930	208.18	GNPS/MassIVE
19931	208.18	GNPS/MassIVE
19932	208.18	GNPS/MassIVE
19933	208.18	GNPS/MassIVE
19934	208.18	GNPS/MassIVE
19935	208.18	GNPS/MassIVE
19936	208.18	GNPS/MassIVE
19937	208.18	GNPS/MassIVE
19938	208.18	GNPS/MassIVE
19939	208.18	GNPS/MassIVE
19940	208.18	GNPS/MassIVE
19941	208.18	GNPS/MassIVE
19942	208.18	GNPS/MassIVE
19943	208.18	GNPS/MassIVE
19944	208.18	GNPS/MassIVE
19945	208.18	GNPS/MassIVE
19946	208.18	GNPS/MassIVE
19947	208.18	GNPS/MassIVE
19948	208.18	GNPS/MassIVE
19949	208.18	GNPS/MassIVE
19950	208.19	GNPS/MassIVE
19951	208.18	GNPS/MassIVE
19952	208.18	GNPS/MassIVE
19953	208.18	GNPS/MassIVE
19954	208.18	GNPS/MassIVE
19955	208.18	GNPS/MassIVE
19956	208.18	GNPS/MassIVE
19957	208.18	GNPS/MassIVE
19958	208.18	GNPS/MassIVE
19959	208.18	GNPS/MassIVE
19960	208.18	GNPS/MassIVE
19961	208.18	GNPS/MassIVE
19962	208.18	GNPS/MassIVE
19963	208.18	GNPS/MassIVE
19964	208.18	GNPS/MassIVE
19965	208.18	GNPS/MassIVE
19966	208.18	GNPS/MassIVE
19967	208.18	GNPS/MassIVE
19968	208.18	GNPS/MassIVE
19969	208.18	GNPS/MassIVE
19970	208.18	GNPS/MassIVE
19971	208.18	GNPS/MassIVE
19972	208.18	GNPS/MassIVE
19973	208.18	GNPS/MassIVE
19974	208.18	MetaboLights
19975	208.18	GNPS/MassIVE
19976	208.18	GNPS/MassIVE
19977	208.18	GNPS/MassIVE
19978	208.18	GNPS/MassIVE
19979	208.19	GNPS/MassIVE
19980	208.19	GNPS/MassIVE
19981	208.19	GNPS/MassIVE
19982	208.19	GNPS/MassIVE
19983	208.19	GNPS/MassIVE
19984	208.19	GNPS/MassIVE
19985	208.19	GNPS/MassIVE
19986	208.19	GNPS/MassIVE
19987	208.19	GNPS/MassIVE
19988	208.19	GNPS/MassIVE
19989	208.19	GNPS/MassIVE
19990	208.19	GNPS/MassIVE
19991	208.19	GNPS/MassIVE
19992	208.19	GNPS/MassIVE
19993	208.19	GNPS/MassIVE
19994	208.19	GNPS/MassIVE
19995	208.94	GNPS/MassIVE
19996	209.04	GNPS/MassIVE
19997	209.04	GNPS/MassIVE
19998	209.05	GNPS/MassIVE
19999	209.05	GNPS/MassIVE
20000	209.06	GNPS/MassIVE
20001	209.06	GNPS/MassIVE
20002	209.06	GNPS/MassIVE
20003	209.06	GNPS/MassIVE
20004	209.07	GNPS/MassIVE
20005	209.07	MetaboLights
20006	209.09	GNPS/MassIVE
20007	209.09	GNPS/MassIVE
20008	209.09	GNPS/MassIVE
20009	209.09	GNPS/MassIVE
20010	209.09	GNPS/MassIVE
20011	209.09	GNPS/MassIVE
20012	209.1	GNPS/MassIVE
20013	209.11	GNPS/MassIVE
20014	209.11	GNPS/MassIVE
20015	209.11	GNPS/MassIVE
20016	209.13	GNPS/MassIVE
20017	209.13	Metabolomics Workbench
20018	209.13	MetaboLights
20019	209.13	GNPS/MassIVE
20020	209.13	GNPS/MassIVE
20021	209.13	GNPS/MassIVE
20022	209.15	GNPS/MassIVE
20023	209.14	GNPS/MassIVE
20024	209.15	GNPS/MassIVE
20025	209.15	GNPS/MassIVE
20026	209.15	GNPS/MassIVE
20027	209.15	GNPS/MassIVE
20028	209.15	GNPS/MassIVE
20029	209.15	GNPS/MassIVE
20030	209.15	GNPS/MassIVE
20031	209.15	GNPS/MassIVE
20032	209.15	GNPS/MassIVE
20033	209.15	GNPS/MassIVE
20034	209.17	GNPS/MassIVE
20035	209.17	GNPS/MassIVE
20036	209.19	Metabolomics Workbench
20037	209.18	GNPS/MassIVE
20038	209.19	MetaboLights
20039	209.2	MetaboLights
20040	209.21	GNPS/MassIVE
20041	209.21	GNPS/MassIVE
20042	209.21	GNPS/MassIVE
20043	209.97	MetaboLights
20044	209.97	MetaboLights
20045	209.97	MetaboLights
20046	210.03	GNPS/MassIVE
20047	210.05	GNPS/MassIVE
20048	210.05	GNPS/MassIVE
20049	210.07	GNPS/MassIVE
20050	210.07	GNPS/MassIVE
20051	210.07	GNPS/MassIVE
20052	210.08	GNPS/MassIVE
20053	210.09	GNPS/MassIVE
20054	210.09	GNPS/MassIVE
20055	210.1	GNPS/MassIVE
20056	210.09	GNPS/MassIVE
20057	210.1	GNPS/MassIVE
20058	210.11	GNPS/MassIVE
20059	210.11	GNPS/MassIVE
20060	210.11	GNPS/MassIVE
20061	210.13	GNPS/MassIVE
20062	210.13	GNPS/MassIVE
20063	210.13	GNPS/MassIVE
20064	210.13	MetaboLights
20065	210.13	GNPS/MassIVE
20066	210.13	GNPS/MassIVE
20067	210.12	GNPS/MassIVE
20068	210.13	GNPS/MassIVE
20069	210.13	Metabolomics Workbench
20070	210.13	Metabolomics Workbench
20071	210.13	GNPS/MassIVE
20072	210.13	GNPS/MassIVE
20073	210.13	GNPS/MassIVE
20074	210.13	GNPS/MassIVE
20075	210.13	GNPS/MassIVE
20076	210.13	GNPS/MassIVE
20077	210.13	GNPS/MassIVE
20078	210.13	GNPS/MassIVE
20079	210.13	GNPS/MassIVE
20080	210.13	GNPS/MassIVE
20081	210.13	GNPS/MassIVE
20082	210.13	GNPS/MassIVE
20083	210.13	GNPS/MassIVE
20084	210.13	GNPS/MassIVE
20085	210.13	GNPS/MassIVE
20086	210.13	GNPS/MassIVE
20087	210.13	GNPS/MassIVE
20088	210.13	GNPS/MassIVE
20089	210.13	GNPS/MassIVE
20090	210.13	GNPS/MassIVE
20091	210.13	GNPS/MassIVE
20092	210.13	GNPS/MassIVE
20093	210.13	Metabolomics Workbench
20094	210.13	GNPS/MassIVE
20095	210.13	GNPS/MassIVE
20096	210.13	Metabolomics Workbench
20097	210.13	GNPS/MassIVE
20098	210.13	GNPS/MassIVE
20099	210.13	GNPS/MassIVE
20100	210.13	GNPS/MassIVE
20101	210.13	GNPS/MassIVE
20102	210.13	GNPS/MassIVE
20103	210.13	GNPS/MassIVE
20104	210.13	GNPS/MassIVE
20105	210.13	GNPS/MassIVE
20106	210.13	GNPS/MassIVE
20107	210.13	GNPS/MassIVE
20108	210.13	GNPS/MassIVE
20109	210.13	GNPS/MassIVE
20110	210.13	GNPS/MassIVE
20111	210.13	GNPS/MassIVE
20112	210.13	GNPS/MassIVE
20113	210.13	GNPS/MassIVE
20114	210.13	GNPS/MassIVE
20115	210.13	GNPS/MassIVE
20116	210.13	GNPS/MassIVE
20117	210.13	GNPS/MassIVE
20118	210.13	GNPS/MassIVE
20119	210.13	GNPS/MassIVE
20120	210.13	GNPS/MassIVE
20121	210.13	GNPS/MassIVE
20122	210.13	GNPS/MassIVE
20123	210.13	GNPS/MassIVE
20124	210.13	GNPS/MassIVE
20125	210.13	GNPS/MassIVE
20126	210.13	GNPS/MassIVE
20127	210.13	GNPS/MassIVE
20128	210.13	GNPS/MassIVE
20129	210.13	GNPS/MassIVE
20130	210.13	GNPS/MassIVE
20131	210.13	GNPS/MassIVE
20132	210.13	GNPS/MassIVE
20133	210.13	GNPS/MassIVE
20134	210.13	GNPS/MassIVE
20135	210.13	GNPS/MassIVE
20136	210.13	GNPS/MassIVE
20137	210.13	GNPS/MassIVE
20138	210.13	GNPS/MassIVE
20139	210.13	GNPS/MassIVE
20140	210.13	MetaboLights
20141	210.17	GNPS/MassIVE
20142	210.16	GNPS/MassIVE
20143	210.16	MetaboLights
20144	210.16	GNPS/MassIVE
20145	210.16	GNPS/MassIVE
20146	210.16	GNPS/MassIVE
20147	210.16	GNPS/MassIVE
20148	210.16	GNPS/MassIVE
20149	210.16	GNPS/MassIVE
20150	210.16	GNPS/MassIVE
20151	210.16	GNPS/MassIVE
20152	210.16	GNPS/MassIVE
20153	210.16	GNPS/MassIVE
20154	210.16	GNPS/MassIVE
20155	210.16	GNPS/MassIVE
20156	210.16	GNPS/MassIVE
20157	210.16	GNPS/MassIVE
20158	210.16	GNPS/MassIVE
20159	210.2	GNPS/MassIVE
20160	210.2	GNPS/MassIVE
20161	210.19	GNPS/MassIVE
20162	210.2	GNPS/MassIVE
20163	210.2	MetaboLights
20164	210.2	GNPS/MassIVE
20165	210.2	MetaboLights
20166	210.2	GNPS/MassIVE
20167	210.2	GNPS/MassIVE
20168	210.2	GNPS/MassIVE
20169	210.2	GNPS/MassIVE
20170	210.2	GNPS/MassIVE
20171	210.2	GNPS/MassIVE
20172	210.2	GNPS/MassIVE
20173	210.2	GNPS/MassIVE
20174	210.2	GNPS/MassIVE
20175	210.2	GNPS/MassIVE
20176	210.2	GNPS/MassIVE
20177	210.2	GNPS/MassIVE
20178	210.2	GNPS/MassIVE
20179	210.2	GNPS/MassIVE
20180	210.2	GNPS/MassIVE
20181	210.2	Metabolomics Workbench
20182	210.2	GNPS/MassIVE
20183	210.2	GNPS/MassIVE
20184	210.2	GNPS/MassIVE
20185	210.2	GNPS/MassIVE
20186	210.2	GNPS/MassIVE
20187	210.2	GNPS/MassIVE
20188	210.2	GNPS/MassIVE
20189	210.2	GNPS/MassIVE
20190	210.2	GNPS/MassIVE
20191	210.2	MetaboLights
20192	210.2	GNPS/MassIVE
20193	210.2	GNPS/MassIVE
20194	210.2	GNPS/MassIVE
20195	210.2	GNPS/MassIVE
20196	210.2	GNPS/MassIVE
20197	210.2	GNPS/MassIVE
20198	210.2	GNPS/MassIVE
20199	210.2	GNPS/MassIVE
20200	210.2	GNPS/MassIVE
20201	210.2	GNPS/MassIVE
20202	210.2	GNPS/MassIVE
20203	210.2	GNPS/MassIVE
20204	210.2	GNPS/MassIVE
20205	210.2	GNPS/MassIVE
20206	210.2	GNPS/MassIVE
20207	210.2	GNPS/MassIVE
20208	210.2	GNPS/MassIVE
20209	210.2	GNPS/MassIVE
20210	210.2	GNPS/MassIVE
20211	210.2	GNPS/MassIVE
20212	210.2	GNPS/MassIVE
20213	210.2	GNPS/MassIVE
20214	210.2	GNPS/MassIVE
20215	210.2	GNPS/MassIVE
20216	210.2	GNPS/MassIVE
20217	210.2	GNPS/MassIVE
20218	210.2	GNPS/MassIVE
20219	210.2	GNPS/MassIVE
20220	210.2	GNPS/MassIVE
20221	210.2	GNPS/MassIVE
20222	210.2	GNPS/MassIVE
20223	210.2	GNPS/MassIVE
20224	210.2	GNPS/MassIVE
20225	210.2	GNPS/MassIVE
20226	210.2	GNPS/MassIVE
20227	210.2	GNPS/MassIVE
20228	210.2	GNPS/MassIVE
20229	210.2	GNPS/MassIVE
20230	210.2	GNPS/MassIVE
20231	210.2	MetaboLights
20232	210.2	Metabolomics Workbench
20233	210.2	GNPS/MassIVE
20234	210.2	GNPS/MassIVE
20235	210.2	GNPS/MassIVE
20236	210.2	Metabolomics Workbench
20237	210.2	GNPS/MassIVE
20238	210.2	GNPS/MassIVE
20239	210.2	MetaboLights
20240	210.2	GNPS/MassIVE
20241	210.2	GNPS/MassIVE
20242	210.2	GNPS/MassIVE
