ATTRIBUTE_antibiotics_YN	filename	MS_1697	MS_15121	MS_18116	MS_1976	MS_19774	MS_23767	MS_22584	MS_21720	MS_24112	MS_25227	MS_19201	MS_25922	MS_24345	MS_27100	MS_25642	MS_26845	MS_20303	MS_21761	MS_23950	MS_25113	MS_20431	MS_21769
No	SS397_RC1_01_7765	0.0	0.0	0.0	2.502539	0.0	79.92039	0.0	32.06899	0.0	567.78577	5.744182	23.846592	133.35185	987.23224	614.8863	553.6196	13.767756	3.9165711	26.084877	16.419186	0.0	13.622009
No	SS400_RC4_01_7768	0.0	0.0	448.24203	0.0	0.0	902.4754	47.96371	0.0	727.7798	2050.6196	396.272	75.885765	1056.7828	307.60846	2721.2158	1451.7422	1175.4236	174.1146	99.70171	108.760284	0.0	0.0
No	SS395_RB11_01_7762	0.0	0.0	104.71446	4.6538506	0.0	297.07916	0.0	8.921741	315.24777	1462.0944	3.3229501	82.39598	508.05884	1004.56836	2301.6074	1330.4287	71.59407	47.352745	57.349922	37.75628	7.4442987	3.719593
No	SS334_RE7_01_7692	0.0	0.0	0.0	5.3875017	0.0	17.709919	0.0	0.0	0.0	382.4087	0.0	16.90704	19.33614	0.0	388.7249	450.32422	0.0	2.4923859	0.0	0.0	0.0	0.0
No	SS345_RF6_01_7704	64.5351	0.0	0.0	43.62702	0.0	418.50635	0.0	0.0	320.23682	1686.8776	5.9184036	138.2359	438.37247	81.37106	1281.232	1981.1781	18.712986	138.66753	78.7873	182.70946	15.269027	3.2061234
No	SS355_RG4_01_7715	0.0	0.0	0.0	0.0	0.0	164.8558	28.268024	5.8982134	232.65646	1764.1595	3.3229733	261.08923	232.31662	0.0	1572.1941	1780.3944	25.813175	65.632904	40.906376	116.394356	6.8001084	5.685727
No	SS333_RE6_01_7691	0.0	0.0	0.0	0.0	0.0	125.156204	0.0	0.0	0.0	913.10565	0.0	48.121624	50.465225	50.7024	801.6491	882.9578	10.862005	32.08059	15.980014	24.324394	0.0	0.0
No	SS339_RE12_01_7697	0.0	0.0	59.893204	20.936817	0.0	53.986908	75.60359	124.71307	0.0	523.0999	24.013771	38.484486	25.978477	0.0	402.19287	469.25626	547.418	26.124712	9.288785	33.038364	0.0	0.0
No	SS283_RA4_01_7637	0.0	0.0	16.721529	0.0	25.363747	835.8784	53.2918	0.0	912.66284	2941.6611	193.32011	63.854473	1987.3145	3442.6755	5853.031	2056.6128	156.63132	141.34361	110.70684	188.38522	3.376902	0.0
No	SS310_RC7_01_7666	0.0	0.0	9.311872	0.0	0.0	240.1798	314.82507	0.0	304.02658	2155.615	6.819149	211.4652	878.29865	0.0	4019.029	2158.459	37.9564	56.08333	64.59304	271.90936	3.1682382	30.29136
No	SS296_RB5_01_7651	0.0	0.0	54.15594	8.175565	0.0	452.1983	3232.7666	5.5412693	455.60187	3855.285	26.00372	678.73047	552.8436	50.19733	1304.6205	3426.3044	66.77925	94.87492	117.574814	196.65056	19.611832	41.752792
No	SS309_RC6_01_7665	0.0	0.0	0.0	0.0	0.0	49.469147	268.20038	0.0	0.0	615.57056	0.0	51.48475	186.8448	0.0	1255.273	1987.8723	54.27483	98.1292	32.90058	85.066605	6.3319354	2.9929981
No	SS312_RC9_01_7668	0.0	0.0	44.58441	0.0	0.0	533.1112	154.32703	0.0	685.9843	2669.136	6.5139236	230.29344	1065.2911	0.0	3001.3306	1596.8738	135.57938	178.56387	81.74094	214.00697	30.438866	22.292759
No	SS285_RA6_01_7639	0.0	0.0	0.0	0.0	0.0	406.1404	0.0	0.0	438.1341	1234.626	41.339226	19.357956	740.2094	3028.5217	2175.9575	1080.526	24.841118	23.875128	48.96694	86.78277	0.0	0.0
No	SS314_RC11_01_7670	0.0	0.0	73.39855	2.521686	0.0	545.7524	114.98794	0.0	473.81216	1921.2375	15.986025	68.00921	649.3279	0.0	2080.3247	1916.9779	248.21242	69.256386	74.014854	158.45155	7.1551056	7.1774635
No	SS313_RC10_01_7669	0.0	0.0	23.838669	0.0	0.0	395.57764	371.4012	0.0	454.2707	2803.336	3.2559247	90.51447	885.7907	63.93102	3305.1357	1363.3486	56.20446	35.68203	32.455322	146.6131	15.596103	6.9084053
No	SS297_RB6_01_7652	24.279629	0.0	124.26285	0.0	0.0	616.0165	117.36897	0.0	968.2188	2146.5437	248.3385	63.12892	1714.3416	506.00336	4492.313	1157.643	248.1547	232.39777	65.38696	53.92159	2.9066849	8.078015
No	SS295_RB4_01_7650	0.0	0.0	53.237003	0.0	0.0	364.5399	35.029724	0.0	357.84015	1494.8344	139.58035	61.60854	764.2179	2361.5706	2191.3162	1288.887	137.40382	90.20262	73.39805	114.940025	3.2046547	0.0
No	SS293_RB2_01_7648	14.424084	0.0	24.644718	0.0	0.0	369.78223	0.0	0.0	512.94977	1534.653	142.28981	85.301315	967.02466	2028.8976	2406.5203	1040.3064	117.76606	109.00679	73.4824	66.15566	0.0	3.9676347
No	SS271_RH1_01_7620	83.86055	0.0	319.81262	17.04562	0.0	2450.2087	170.81725	0.0	1799.4895	10347.242	112.99887	463.0879	2902.4995	0.0	12454.647	8661.945	131.37567	138.84633	523.1101	755.52124	14.005038	24.114174
No	SS303_RB12_01_7658	8.777676	0.0	40.675907	4.2848253	0.0	161.67822	293.62158	0.0	194.96156	1152.6321	4.811388	36.692383	321.05426	1151.025	1319.7822	1561.1865	25.295387	28.776718	51.94991	76.94322	11.070676	40.535286
No	SS336_RE9_01_7694	12.847573	0.0	149.33496	0.0	43.701397	289.5536	84.27045	29.714048	438.19147	920.6703	56.941082	147.2156	434.91364	0.0	1526.484	644.2116	756.23956	294.63232	53.8539	40.755547	0.0	0.0
No	SS317_RD2_01_7674	12.970657	0.0	63.53339	3.7769299	0.0	1204.0859	1790.5258	0.0	1376.559	4374.644	2.8053946	375.57593	1609.9055	0.0	6163.2437	5455.0723	81.80746	154.73737	580.47235	605.37787	4.7224245	36.774445
No	SS302_RB11_01_7657	0.0	0.0	45.827194	0.0	0.0	323.2765	0.0	0.0	340.03204	1324.0717	33.137997	54.064957	504.14053	711.811	1868.7668	2241.719	117.52695	72.05623	60.469162	77.80167	4.7104073	26.862371
No	SS343_RF4_01_7702	0.0	0.0	0.0	3.1218054	0.0	80.450455	0.0	0.0	0.0	571.0869	4.9049664	43.586845	86.6633	15.797057	503.91983	596.25903	16.65985	24.501684	4.585602	31.576317	0.0	2.9780889
No	SS353_RG2_01_7713	0.0	0.0	29.986786	0.0	0.0	646.64246	69.56745	9.668075	973.6319	2815.7803	22.881363	351.42148	732.5194	148.46567	2738.003	2665.9287	213.27919	323.90686	245.86423	240.59445	10.107958	3.9403806
No	SS332_RE5_01_7690	0.0	0.0	45.14895	0.0	57.80872	447.56546	392.67426	0.0	672.61456	2431.6626	89.729095	101.569954	553.47424	64.728806	4106.4634	2268.7805	506.7625	692.9197	72.55289	71.27921	5.5472536	25.943262
No	SS349_RF10_01_7708	41.62071	0.0	22.06659	4.4896183	0.0	181.34323	0.0	17.425291	0.0	1649.6265	0.0	217.72232	141.68822	226.61925	1250.8643	1638.2911	7.8389645	37.65501	41.75212	39.540203	5.5152407	0.0
No	SS352_RG1_01_7712	23.20766	0.0	0.0	2.90267	0.0	47.014736	0.0	2.7540386	0.0	734.2577	3.3441792	55.23597	61.862587	0.0	636.2451	972.95605	5.6315107	12.075827	17.57585	44.830647	3.7890549	2.5410128
No	SS348_RF9_01_7707	0.0	0.0	0.0	0.0	0.0	285.91718	0.0	15.050276	230.29591	2854.479	3.7656562	412.90085	119.05353	559.2426	2119.1702	2635.0442	4.745886	12.073218	42.68786	96.92126	3.4248643	0.0
No	SS357_RG6_01_7717	16.032036	0.0	15.973137	3.3382208	0.0	209.73238	0.0	10.923765	301.08432	1580.6898	3.5819044	116.81394	309.66348	55.76777	1618.4354	1508.3964	53.18566	114.75041	80.696144	130.18773	3.99302	3.6665704
No	SS354_RG3_01_7714	59.57908	0.0	10.826124	5.7721963	0.0	207.88228	0.0	16.294159	262.53323	1442.5138	2.721262	184.95522	241.12892	171.70763	1278.78	1332.7747	56.091393	62.740295	17.35941	98.68638	2.7778034	5.520204
No	SS346_RF7_01_7705	44.452953	0.0	0.0	4.525997	0.0	94.57724	0.0	3.565549	0.0	1208.5836	3.3929458	68.68385	130.30229	0.0	1082.6794	1518.1001	0.0	9.299577	13.017257	64.68502	3.6002326	2.9611852
No	SS341_RF2_01_7700	0.0	0.0	15.307561	0.0	0.0	142.45982	46.670197	0.0	0.0	1117.0541	2.8236036	77.4802	216.1155	0.0	1146.3	1619.7834	41.820835	89.4455	16.559042	83.9773	4.5317802	0.0
No	SS344_RF5_01_7703	0.0	0.0	82.83013	18.588036	0.0	210.50676	0.0	0.0	0.0	885.57855	0.0	40.67371	178.89194	147.56111	681.0867	1132.2206	54.77303	42.993816	18.255463	87.9838	9.690449	0.0
No	SS351_RF12_01_7710	42.226906	0.0	20.778915	3.3700728	0.0	113.12806	0.0	0.0	0.0	1297.5497	0.0	94.40073	174.01738	0.0	1278.9044	1202.4674	5.071493	18.121536	20.564688	37.345726	5.5644026	2.8182087
No	SS301_RB10_01_7656	0.0	0.0	67.62808	0.0	0.0	270.34808	362.9141	0.0	345.46164	2201.5115	32.633976	283.78513	708.3586	0.0	1722.1486	4629.6753	87.76417	56.081562	67.4935	275.64984	4.9936376	14.649708
No	SS337_RE10_01_7695	0.0	0.0	385.1417	2.5398362	0.0	58.167004	199.15518	35.95559	0.0	595.1526	83.76127	32.63856	64.73809	0.0	549.99365	889.32654	983.5172	50.23677	45.068672	71.5904	2.704668	0.0
No	SS299_RB8_01_7654	57.093338	0.0	39.53968	0.0	0.0	998.9413	57.87604	0.0	1826.5529	3615.0955	206.758	94.264084	1957.9639	1366.8354	6392.849	1899.1271	369.63968	298.22772	141.41022	87.43708	0.0	0.0
No	SS338_RE11_01_7696	0.0	0.0	470.70602	4.4933634	0.0	192.51674	241.61392	69.66609	65.27435	1038.3928	71.90851	52.445393	231.85023	0.0	1074.0787	1300.4102	1490.6678	212.26497	52.466698	134.18236	3.2911649	0.0
No	SS340_RF1_01_7699	0.0	0.0	0.0	0.0	0.0	169.14136	0.0	0.0	0.0	660.9407	0.0	53.86196	47.474655	62.68208	517.29974	807.8404	10.172396	9.55515	13.368303	58.742207	0.0	0.0
No	SS316_RD1_01_7673	20.982018	0.0	15.66589	3.3940558	0.0	628.0788	76.344	0.0	535.4664	4042.5059	2.9892182	256.25232	877.08026	126.86601	4429.2725	3298.9084	12.085573	48.769783	203.90652	672.26337	8.234082	6.819254
No	SS222_RC12_01_7566	18.001907	0.0	60.378067	3.5671961	0.0	61.285316	94.0689	0.0	0.0	568.238	3.329102	66.3939	48.009716	3086.3967	687.36304	1206.5488	79.720276	40.372612	64.80676	118.42912	7.4598255	3.7543406
No	SS220_RC10_01_7564	340.1827	0.0	48.0578	10.3692665	0.0	725.49536	71.000404	0.0	801.1081	5689.8853	24.258383	552.6522	317.29773	3640.1982	4917.228	4586.96	23.356472	28.772522	56.263954	229.0442	7.642191	3.2730246
No	SS240_RE6_01_7586	310.9149	0.0	0.0	42.897392	38.737713	416.8836	0.0	0.0	258.90088	2750.664	0.0	75.49058	335.26276	451.49728	1743.4283	2269.143	0.0	0.0	489.7508	428.62613	0.0	0.0
No	SS66_RF6_01_7379	12.400787	0.0	39.202698	51.006645	0.0	959.08057	31.285576	2.8027878	853.2553	5357.0273	7.4772687	607.8872	1305.6353	424.45883	5171.743	4952.2256	39.92646	90.69642	209.76157	252.01189	5.524025	4.416497
No	SS107_RB2_01_7432	0.0	0.0	31.04503	0.0	0.0	272.12576	0.0	0.0	461.61877	685.9434	0.0	16.065401	525.1872	0.0	1263.8893	294.63983	42.0371	37.64798	40.132412	10.587902	0.0	0.0
No	SS79_RG7_01_7394	111.933334	0.0	0.0	339.9849	0.0	346.4751	0.0	0.0	237.71262	3035.2175	6.5446033	380.9866	320.87036	1621.178	1605.3926	2909.07	12.547117	10.499296	110.04109	76.1128	3.42879	4.3578157
No	SS76_RG4_01_7391	0.0	0.0	0.0	7.337689	0.0	65.38525	55.24743	7.4034986	0.0	473.1663	5.1917677	28.604336	85.46899	360.85413	661.4916	777.68286	50.884727	17.505863	15.163619	52.146416	4.1081786	2.8209877
No	SS77_RG5_01_7392	0.0	0.0	0.0	2.4989467	0.0	17.0738	0.0	48.87596	0.0	193.75621	0.0	15.301746	43.810284	355.1476	359.63208	470.68744	31.943663	7.163192	6.241073	11.935977	2.9861555	0.0
No	SS67_RF7_01_7380	9.254126	0.0	0.0	110.501915	0.0	127.1369	45.04354	0.0	133.55782	2727.57	5.8229823	351.8874	268.87854	1383.512	2367.799	3308.9287	9.539885	0.0	64.37928	88.427246	3.8507476	0.0
No	SS75_RG3_01_7390	0.0	0.0	0.0	0.0	0.0	121.52783	0.0	0.0	145.8383	612.52783	0.0	47.50797	170.64764	207.18153	883.8766	957.72833	28.48207	9.570312	29.896408	93.72718	2.6911535	0.0
No	SS68_RF8_01_7381	12.51421	0.0	0.0	25.636347	0.0	114.29819	0.0	0.0	114.82847	1600.6342	0.0	147.24606	257.64383	633.69965	1562.9177	1477.6921	0.0	7.4748764	37.415585	34.732197	2.5756016	0.0
No	SS42_RD6_01_7352	378.06683	0.0	67.37483	317.71118	30.518814	661.57446	95.55772	0.0	978.8769	4937.4424	11.366013	462.92798	1163.283	1318.3616	6154.318	4889.6704	76.07517	81.07466	172.51741	169.3879	4.610123	3.7587469
No	SS40_RD4_01_7350	46.52159	0.0	73.68033	151.3349	0.0	452.8763	0.0	0.0	547.83545	4742.047	3.2169971	287.10843	726.0134	2472.6099	3924.8186	2412.7524	49.300537	40.49873	177.11305	103.184074	2.98971	0.0
No	SS80_RG8_01_7395	0.0	0.0	0.0	0.0	0.0	35.27652	0.0	0.0	0.0	182.36574	0.0	8.754033	63.567	0.0	422.45975	292.1458	3.9815505	2.68026	3.1879067	10.827635	0.0	3.1203804
No	SS41_RD5_01_7351	87.48734	0.0	40.627354	129.12247	0.0	607.2515	32.440105	2.5990088	673.10065	3908.1099	13.656795	327.5229	951.4494	581.22174	4929.7695	4034.077	113.08199	99.67852	143.39142	174.6567	13.256696	0.0
No	SS43_RD7_01_7353	935.1796	0.0	110.28025	195.42697	0.0	396.65405	83.77037	0.0	472.80896	3878.9788	44.746487	327.41898	735.055	1885.5698	3175.0173	2883.0237	514.4545	161.67995	130.93507	117.331924	11.734879	4.07861
No	SS44_RD8_01_7355	172.93518	0.0	33.968002	275.11588	0.0	406.0619	95.27569	0.0	488.92923	3171.9683	11.576009	260.90643	685.7852	452.24377	2967.0635	2619.1626	47.00332	32.621807	111.38391	115.55263	6.402817	5.0462093
No	SS48_RD12_01_7359	359.71475	0.0	103.15108	200.52159	0.0	583.8535	73.16552	0.0	898.44006	4795.829	17.339779	440.65414	1286.5398	1109.0182	5700.361	3342.8887	103.62617	60.260384	213.92433	167.4485	3.9220047	2.642653
No	SS120_RC3_01_7446	0.0	0.0	0.0	0.0	0.0	144.46768	51.071213	0.0	184.38046	516.16815	0.0	16.817686	96.89203	0.0	515.57654	530.12524	109.19557	53.71153	57.716198	46.754246	0.0	0.0
No	SS39_RD3_01_7349	485.32697	0.0	42.341614	67.34706	0.0	829.9541	52.2338	0.0	1423.171	6063.1187	4.8030767	145.4798	1869.6788	1914.7185	9033.881	3914.3499	51.51893	78.10146	270.79474	249.88312	3.015646	0.0
No	SS82_RG10_01_7397	685.6224	115.24383	247.17978	57.274864	98.267685	433.27466	267.61682	0.0	403.14615	2067.2087	192.22804	88.59645	568.4112	1366.4126	2017.0417	1488.616	1242.3372	73.33126	47.817516	37.26449	5.398303	3.2090607
No	SS108_RB3_01_7433	0.0	0.0	73.489655	0.0	0.0	292.88748	24.138126	0.0	328.4933	1492.9158	3.5158517	64.51323	572.7322	188.44003	2193.269	1055.7305	43.14372	21.068008	46.68151	68.67144	0.0	0.0
No	SS78_RG6_01_7393	95.57951	0.0	28.589287	161.46608	24.464611	374.7968	43.930206	0.0	303.2103	3137.238	4.0581436	348.52643	428.666	758.0623	1472.3357	2892.0435	7.902421	16.666473	61.711678	96.15844	5.6104317	22.469421
No	SS109_RB4_01_7434	52.49199	0.0	124.65704	5.127517	0.0	395.36053	308.27197	0.0	587.8576	1170.7482	339.15823	69.98075	725.5945	848.715	1330.3453	1285.5636	1760.3774	455.87924	182.89676	131.12206	7.82029	5.6966743
No	SS99_RA6_01_7423	471.6805	0.0	126.12627	23.452145	35.14268	1586.0712	439.44907	0.0	2052.496	9308.3125	371.4674	627.91986	3043.1914	3769.8674	11514.761	6373.8726	1847.1207	826.0449	577.96564	526.1658	4.9070024	0.0
No	SS138_RD9_01_7465	12.830412	0.0	170.4332	0.0	0.0	163.94496	130.82518	0.0	249.67955	622.7158	117.38648	19.255203	242.79825	1055.5354	775.63025	835.6334	1443.545	227.82385	111.4365	89.47796	2.5894625	0.0
No	SS122_RC5_01_7448	13.108491	0.0	219.57028	4.053507	0.0	337.01584	232.53163	17.008684	665.8028	1436.8752	26.344364	70.945145	657.8632	153.59877	3268.3325	1368.0295	602.54156	204.6294	169.8601	125.48426	2.8469982	0.0
No	SS83_RG11_01_7398	206.26637	0.0	40.847237	99.01059	0.0	496.32416	60.81648	0.0	598.0052	3092.5566	31.020119	300.23462	891.6329	608.52185	3512.9138	3205.769	139.17966	149.00302	108.91324	93.75221	7.981533	3.342802
No	SS92_RH8_01_7409	312.16806	0.0	496.23553	23.26284	25.393303	480.074	744.91345	3.4075108	551.8117	1852.1365	44.550076	113.834366	645.8651	34.594124	2509.7097	1862.0839	886.3747	254.84454	127.230774	149.65996	4.0529995	10.587797
No	SS30_RC6_01_7339	444.19763	0.0	45.51425	123.839485	0.0	357.61603	75.23642	11.322567	422.90482	3735.1897	7.0078273	321.2445	582.9568	1083.7057	3296.2522	2909.0413	46.48218	38.24485	129.63457	146.72617	3.6168022	8.954026
No	SS124_RC7_01_7450	0.0	0.0	90.69142	2.9328742	0.0	74.29986	91.28563	0.0	46.006287	289.92902	39.657223	26.988443	160.57755	266.7501	625.9019	365.97818	429.69327	62.14593	42.86719	46.45838	0.0	0.0
No	SS95_RA2_01_7419	500.8	0.0	0.0	68.168594	0.0	257.63	38.639584	0.0	212.279	3205.1516	0.0	290.20395	353.248	4271.85	2252.4895	2693.0647	15.0876045	15.9509325	70.26013	112.960495	0.0	0.0
No	SS189_RA3_01_7531	112.306206	0.0	0.0	10.272142	0.0	549.15265	0.0	0.0	442.21497	3871.724	14.280403	279.7566	412.4001	2615.5615	2633.3892	2374.109	8.587209	3.9967475	114.117714	82.91182	24.006227	4.837824
No	SS65_RF5_01_7378	64.60101	0.0	0.0	40.988846	0.0	265.34744	0.0	0.0	347.95258	3808.5286	0.0	378.61417	658.52374	629.26636	3146.7073	3052.2908	8.225705	8.130974	75.9469	89.116615	3.639734	5.9214673
No	SS64_RF4_01_7377	77.06164	0.0	0.0	73.045586	0.0	249.44005	31.152315	6.1122475	241.2071	3426.9983	2.7099967	317.201	533.58014	1625.1515	2808.411	3461.3716	0.0	18.183306	67.91115	94.39775	3.172594	2.692318
No	SS123_RC6_01_7449	0.0	0.0	0.0	0.0	0.0	5.7281284	0.0	0.0	0.0	77.50854	0.0	4.331237	7.312742	146.2138	106.76125	183.59097	0.0	3.3626041	18.041649	7.7470326	0.0	0.0
No	SS96_RA3_01_7420	68.944855	0.0	36.13585	9.199832	0.0	87.86643	0.0	2.7557483	0.0	521.353	12.861243	34.009033	65.224236	1940.3323	652.6059	672.0148	70.26224	26.790024	24.550802	14.994093	2.4996645	0.0
No	SS102_RA9_01_7426	112.67442	0.0	38.967117	8.266466	79.17608	584.73096	159.7298	0.0	592.13245	1688.1156	381.8392	65.669975	532.30316	2356.1914	1577.683	1075.8491	742.2727	162.93187	49.71539	50.55932	0.0	3.0308437
No	SS97_RA4_01_7421	244.85861	0.0	117.63095	7.812189	0.0	1511.4308	204.97139	0.0	1795.1766	3421.4592	69.065865	288.66684	1034.9006	1278.1238	4180.2495	2236.1145	2407.412	562.7367	145.94827	143.05824	6.284959	3.3839667
No	SS117_RB12_01_7442	105.06605	0.0	23.094677	5.855568	0.0	564.10486	0.0	0.0	535.5396	3738.008	3.4612012	334.26013	819.9179	940.3318	4614.547	2477.9358	6.985565	8.938245	94.417534	167.93752	3.1740046	0.0
No	SS27_RC3_01_7336	962.5576	139.06967	149.45795	123.58734	71.158714	1368.684	106.82081	2.7356596	1641.2863	6753.8193	13.106346	626.8492	89.800476	126.21465	8331.923	5019.324	642.82416	666.60785	286.93582	181.90823	8.550816	27.081629
No	SS81_RG9_01_7396	0.0	0.0	0.0	0.0	0.0	90.69879	0.0	0.0	168.88602	347.09982	0.0	4.6708846	201.16492	0.0	761.1362	206.51227	0.0	20.4056	17.873585	22.32214	0.0	0.0
No	SS3_RA3_01_7307	237.24217	0.0	0.0	102.99571	0.0	247.95168	0.0	0.0	250.00607	2131.9312	0.0	153.0079	439.16898	1904.8557	1983.4069	2149.3013	3.5238123	7.593669	73.425896	63.230312	0.0	0.0
No	SS14_RB2_01_7322	238.4726	0.0	0.0	32.545593	0.0	114.359245	0.0	4.192671	131.72928	317.684	0.0	8.340641	165.7669	154.44464	639.90216	318.22598	47.17004	43.195198	15.634101	19.02239	2.5942357	0.0
No	SS32_RC8_01_7341	0.0	0.0	0.0	0.0	0.0	44.0689	0.0	0.0	0.0	561.5864	0.0	14.720657	93.71713	145.67564	560.4789	332.19778	2.7400017	6.160301	21.457006	10.554839	0.0	0.0
No	SS34_RC10_01_7343	0.0	0.0	0.0	0.0	0.0	54.038612	0.0	0.0	0.0	284.22144	0.0	12.260025	50.822495	77.02545	310.349	339.18024	8.791821	7.094798	2.5047126	20.906836	0.0	0.0
No	SS36_RC12_01_7345	0.0	0.0	25.85719	0.0	0.0	56.846718	0.0	0.0	0.0	152.60738	0.0	10.015068	65.457596	0.0	251.64326	97.38653	36.858395	15.814213	2.8391876	0.0	0.0	0.0
No	SS33_RC9_01_7342	0.0	0.0	0.0	0.0	0.0	47.43767	0.0	0.0	0.0	243.47408	0.0	10.216166	66.15717	0.0	344.04428	164.85971	13.990682	7.6690807	7.3153477	8.008269	0.0	0.0
No	SS22_RB10_01_7330	0.0	0.0	41.135933	0.0	0.0	198.62573	23.935694	0.0	347.78244	963.03723	0.0	18.331718	779.85345	0.0	2639.4602	442.98773	25.287226	17.824022	32.100872	35.60653	0.0	0.0
No	SS21_RB9_01_7329	0.0	0.0	0.0	0.0	0.0	41.180267	0.0	0.0	0.0	212.61015	0.0	5.80741	76.951614	86.012436	350.49805	214.64563	10.5283165	3.3138313	2.8443947	7.7848363	3.30925	0.0
No	SS17_RB5_01_7325	0.0	0.0	28.5909	0.0	0.0	133.47499	0.0	0.0	195.90822	567.065	0.0	19.78336	336.20975	40.01265	992.39343	370.44006	11.3532715	16.062819	23.259674	12.2503395	0.0	0.0
No	SS31_RC7_01_7340	0.0	0.0	0.0	3.7577786	0.0	47.120434	0.0	0.0	0.0	451.90363	0.0	25.3256	104.986855	101.988914	521.67377	528.6452	3.0603905	3.2868204	9.9152565	3.910183	0.0	0.0
No	SS46_RD10_01_7357	0.0	0.0	0.0	0.0	0.0	9.489747	0.0	0.0	0.0	100.91003	0.0	0.0	20.844673	0.0	129.38373	143.03374	0.0	3.3308723	0.0	8.945528	0.0	0.0
No	SS37_RD1_01_7347	0.0	0.0	0.0	0.0	0.0	16.388432	0.0	0.0	0.0	58.733772	0.0	0.0	26.725758	0.0	45.972504	101.99609	64.71723	3.1580744	14.2573185	25.13945	0.0	0.0
No	SS20_RB8_01_7328	0.0	0.0	0.0	0.0	0.0	36.66944	0.0	0.0	0.0	94.712265	0.0	0.0	35.715607	81.31305	35.251663	85.16117	9.362478	6.4088244	2.7976475	3.1827993	0.0	0.0
No	SS16_RB4_01_7324	0.0	0.0	0.0	2.5716057	0.0	100.28286	0.0	0.0	115.764786	517.3449	0.0	22.969973	171.54994	77.56513	794.6487	696.49286	14.254472	26.172478	34.576996	46.603687	0.0	0.0
No	SS15_RB3_01_7323	0.0	0.0	0.0	2.5591545	0.0	282.60138	0.0	3.8983035	408.15918	686.1119	0.0	20.070454	572.83984	93.10971	1288.3114	422.12985	27.538073	48.082264	39.641502	36.833824	0.0	0.0
No	SS38_RD2_01_7348	0.0	0.0	0.0	0.0	0.0	152.36575	0.0	0.0	203.37239	747.4079	0.0	28.814886	332.81174	68.16285	1790.4412	1036.9019	13.117745	14.505762	30.692894	49.047928	0.0	0.0
No	SS5_RA5_01_7309	290.8605	0.0	0.0	70.81673	0.0	171.68434	0.0	31.096493	213.63905	2300.258	0.0	232.2276	360.12143	616.69006	2004.2605	1900.4778	5.5353127	6.512952	49.691067	60.54719	2.5926833	0.0
No	SS2_RA2_01_7306	82.390076	0.0	0.0	148.97229	0.0	302.10168	0.0	0.0	311.81485	3470.822	0.0	296.51318	425.5066	1885.7231	2706.11	3212.1665	11.087907	14.537213	123.8238	124.86383	2.5914984	0.0
No	SS45_RD9_01_7356	95.20709	273.65567	220.55486	0.0	82.37758	853.91583	37.36265	0.0	645.4144	936.5395	42.879627	27.030594	335.24173	87.485596	850.3089	478.80673	115.47595	53.565186	0.0	0.0	0.0	0.0
No	SS25_RC1_01_7334	497.07806	0.0	0.0	172.62973	0.0	249.396	0.0	0.0	262.1983	3572.9429	0.0	320.40524	483.97192	1323.9415	2701.9678	3186.8223	17.159119	9.644722	125.51191	128.61424	7.378628	0.0
No	SS8_RA8_01_7314	1338.5864	0.0	26.7847	360.31033	0.0	569.95105	77.09477	0.0	560.8029	4848.896	2.9537945	455.54813	848.1877	2465.316	3897.7993	3810.2283	63.934822	43.51014	157.64838	165.4382	2.9879048	0.0
No	SS29_RC5_01_7338	107.61012	0.0	0.0	199.66669	41.927998	213.60571	0.0	0.0	228.23177	2694.1196	29.593239	218.0009	343.27365	1091.5205	1949.068	2885.2769	25.131012	14.371518	59.004547	69.40605	10.963018	14.801401
No	SS4_RA4_01_7308	519.2239	0.0	55.50949	107.03869	0.0	466.66385	0.0	3.15003	520.195	4408.8276	16.789906	264.4965	795.1558	3412.2402	3402.5461	3756.406	118.949585	84.83451	167.07718	180.60812	9.318308	0.0
No	SS24_RB12_01_7332	823.61145	0.0	0.0	70.684875	0.0	316.59116	0.0	0.0	318.76605	2372.4773	2.6255608	258.12903	384.64474	787.4346	2504.839	2012.1669	43.9576	29.416143	78.2418	78.14495	0.0	0.0
No	SS28_RC4_01_7337	0.0	0.0	0.0	20.467682	0.0	209.9085	0.0	0.0	271.94147	2881.0784	0.0	302.9655	432.23526	908.186	2610.1433	2863.7903	4.414478	0.0	55.101048	66.439835	3.1123877	0.0
