origin_repository	precmz	count
GNPS/MassIVE	289.0918	1
GNPS/MassIVE	289.1258	1
GNPS/MassIVE	289.14	2
GNPS/MassIVE	289.1418	1
GNPS/MassIVE	289.142	2
GNPS/MassIVE	289.1422	1
GNPS/MassIVE	289.1423	2
GNPS/MassIVE	289.1424	1
GNPS/MassIVE	289.1425	2
GNPS/MassIVE	289.1429	1
GNPS/MassIVE	289.1433	1
GNPS/MassIVE	289.1435	1
GNPS/MassIVE	289.1439	1
GNPS/MassIVE	289.1528	2
GNPS/MassIVE	289.16	1
GNPS/MassIVE	289.1629	1
GNPS/MassIVE	289.1632	1
GNPS/MassIVE	289.1634	2
GNPS/MassIVE	289.1635	2
GNPS/MassIVE	289.1636	9
GNPS/MassIVE	289.1637	2
GNPS/MassIVE	289.1638	6
GNPS/MassIVE	289.1639	2
GNPS/MassIVE	289.164	2
GNPS/MassIVE	289.1641	1
GNPS/MassIVE	289.1642	2
GNPS/MassIVE	289.1643	1
GNPS/MassIVE	289.1645	3
GNPS/MassIVE	289.175	2
GNPS/MassIVE	289.1752	2
GNPS/MassIVE	289.1753	4
GNPS/MassIVE	289.1794	2
GNPS/MassIVE	289.2083	1
GNPS/MassIVE	289.2084	2
GNPS/MassIVE	289.2085	3
GNPS/MassIVE	289.2086	8
GNPS/MassIVE	289.2087	4
GNPS/MassIVE	289.2088	3
GNPS/MassIVE	289.2089	10
GNPS/MassIVE	289.209	4
GNPS/MassIVE	289.2091	3
GNPS/MassIVE	289.2092	2
GNPS/MassIVE	289.2093	2
GNPS/MassIVE	289.2094	1
GNPS/MassIVE	289.21	26
GNPS/MassIVE	289.2112	1
GNPS/MassIVE	289.2152	2
GNPS/MassIVE	289.2154	1
GNPS/MassIVE	289.2156	1
GNPS/MassIVE	289.2157	1
GNPS/MassIVE	289.2159	1
GNPS/MassIVE	289.2179	1
GNPS/MassIVE	289.2186	1
GNPS/MassIVE	289.2191	3
GNPS/MassIVE	289.2192	1
GNPS/MassIVE	289.2193	1
GNPS/MassIVE	289.2194	3
GNPS/MassIVE	289.2195	5
GNPS/MassIVE	289.2196	6
GNPS/MassIVE	289.2197	4
GNPS/MassIVE	289.2198	6
GNPS/MassIVE	289.2199	3
GNPS/MassIVE	289.22	2
GNPS/MassIVE	289.2202	1
GNPS/MassIVE	289.2203	3
GNPS/MassIVE	289.2204	1
GNPS/MassIVE	289.2205	1
GNPS/MassIVE	289.2206	1
GNPS/MassIVE	289.2208	1
GNPS/MassIVE	290.044	2
GNPS/MassIVE	290.0684	2
GNPS/MassIVE	290.0686	2
GNPS/MassIVE	290.0687	4
GNPS/MassIVE	290.0689	2
GNPS/MassIVE	290.0763	2
GNPS/MassIVE	290.1047	2
GNPS/MassIVE	290.1058	2
GNPS/MassIVE	290.13	3
GNPS/MassIVE	290.1334	2
GNPS/MassIVE	290.1337	2
GNPS/MassIVE	290.1338	6
GNPS/MassIVE	290.1339	8
GNPS/MassIVE	290.134	11
GNPS/MassIVE	290.1341	14
GNPS/MassIVE	290.1342	2
GNPS/MassIVE	290.1343	7
GNPS/MassIVE	290.1344	3
GNPS/MassIVE	290.1345	4
GNPS/MassIVE	290.1346	2
GNPS/MassIVE	290.1347	5
GNPS/MassIVE	290.1348	2
GNPS/MassIVE	290.14	5
GNPS/MassIVE	290.1408	2
GNPS/MassIVE	290.1409	2
GNPS/MassIVE	290.141	1
GNPS/MassIVE	290.1411	2
GNPS/MassIVE	290.1412	4
GNPS/MassIVE	290.1413	8
GNPS/MassIVE	290.1414	4
GNPS/MassIVE	290.1415	2
GNPS/MassIVE	290.1418	2
GNPS/MassIVE	290.1419	3
GNPS/MassIVE	290.142	2
GNPS/MassIVE	290.1422	2
GNPS/MassIVE	290.1519	1
GNPS/MassIVE	290.1524	1
GNPS/MassIVE	290.1565	1
GNPS/MassIVE	290.157	2
GNPS/MassIVE	290.1571	4
GNPS/MassIVE	290.1572	1
GNPS/MassIVE	290.1573	2
GNPS/MassIVE	290.1574	1
GNPS/MassIVE	290.1575	3
GNPS/MassIVE	290.1576	1
GNPS/MassIVE	290.1577	4
GNPS/MassIVE	290.1578	6
GNPS/MassIVE	290.1579	9
GNPS/MassIVE	290.158	6
GNPS/MassIVE	290.1581	4
GNPS/MassIVE	290.1582	10
GNPS/MassIVE	290.1583	10
GNPS/MassIVE	290.1584	21
GNPS/MassIVE	290.1585	22
GNPS/MassIVE	290.1586	32
GNPS/MassIVE	290.1587	33
GNPS/MassIVE	290.1588	45
GNPS/MassIVE	290.1589	116
GNPS/MassIVE	290.159	155
GNPS/MassIVE	290.1591	185
GNPS/MassIVE	290.1592	146
GNPS/MassIVE	290.1593	130
GNPS/MassIVE	290.1594	192
GNPS/MassIVE	290.1595	194
GNPS/MassIVE	290.1596	214
GNPS/MassIVE	290.1597	213
GNPS/MassIVE	290.1598	125
GNPS/MassIVE	290.1599	97
GNPS/MassIVE	290.16	96
GNPS/MassIVE	290.1601	50
GNPS/MassIVE	290.1602	31
GNPS/MassIVE	290.1603	30
GNPS/MassIVE	290.1604	19
GNPS/MassIVE	290.1605	14
GNPS/MassIVE	290.1606	8
GNPS/MassIVE	290.1607	7
GNPS/MassIVE	290.1608	1
GNPS/MassIVE	290.1609	5
GNPS/MassIVE	290.1611	2
GNPS/MassIVE	290.1612	1
GNPS/MassIVE	290.1613	1
GNPS/MassIVE	290.1614	1
GNPS/MassIVE	290.1619	1
GNPS/MassIVE	290.163	1
GNPS/MassIVE	290.1636	1
GNPS/MassIVE	290.169	1
GNPS/MassIVE	290.17	3
GNPS/MassIVE	290.1704	3
GNPS/MassIVE	290.1706	1
GNPS/MassIVE	290.1707	1
GNPS/MassIVE	290.1708	4
GNPS/MassIVE	290.1709	2
GNPS/MassIVE	290.1711	4
GNPS/MassIVE	290.1712	6
GNPS/MassIVE	290.1713	1
GNPS/MassIVE	290.1714	1
GNPS/MassIVE	290.1715	4
GNPS/MassIVE	290.1716	1
GNPS/MassIVE	290.1717	1
GNPS/MassIVE	290.1718	4
GNPS/MassIVE	290.1719	4
GNPS/MassIVE	290.172	3
GNPS/MassIVE	290.1723	1
GNPS/MassIVE	290.1724	2
GNPS/MassIVE	290.1725	2
GNPS/MassIVE	290.1727	2
GNPS/MassIVE	290.1728	3
GNPS/MassIVE	290.1729	1
GNPS/MassIVE	290.173	1
GNPS/MassIVE	290.1731	2
GNPS/MassIVE	290.1732	2
GNPS/MassIVE	290.1733	2
GNPS/MassIVE	290.1734	2
GNPS/MassIVE	290.1735	4
GNPS/MassIVE	290.1736	2
GNPS/MassIVE	290.1737	1
GNPS/MassIVE	290.1738	1
GNPS/MassIVE	290.1739	3
GNPS/MassIVE	290.1741	1
GNPS/MassIVE	290.1742	1
GNPS/MassIVE	290.1743	3
GNPS/MassIVE	290.1779	2
GNPS/MassIVE	290.19	2
GNPS/MassIVE	290.1939	1
GNPS/MassIVE	290.194	1
GNPS/MassIVE	290.1945	1
GNPS/MassIVE	290.1948	6
GNPS/MassIVE	290.1949	6
GNPS/MassIVE	290.195	21
GNPS/MassIVE	290.1951	12
GNPS/MassIVE	290.1952	32
GNPS/MassIVE	290.1953	36
GNPS/MassIVE	290.1954	28
GNPS/MassIVE	290.1955	41
GNPS/MassIVE	290.1956	41
GNPS/MassIVE	290.1957	33
GNPS/MassIVE	290.1958	34
GNPS/MassIVE	290.1959	23
GNPS/MassIVE	290.196	33
GNPS/MassIVE	290.1961	19
GNPS/MassIVE	290.1962	3
GNPS/MassIVE	290.1963	4
GNPS/MassIVE	290.1964	5
GNPS/MassIVE	290.1965	3
GNPS/MassIVE	290.1966	3
GNPS/MassIVE	290.1967	3
GNPS/MassIVE	290.1968	2
GNPS/MassIVE	290.1969	8
GNPS/MassIVE	290.197	6
GNPS/MassIVE	290.1971	1
GNPS/MassIVE	290.1972	1
GNPS/MassIVE	290.1975	1
GNPS/MassIVE	290.1981	1
GNPS/MassIVE	290.2	16
GNPS/MassIVE	291.0487	2
GNPS/MassIVE	291.0694	1
GNPS/MassIVE	291.0696	3
GNPS/MassIVE	291.0697	1
GNPS/MassIVE	291.0698	1
GNPS/MassIVE	291.07	2
GNPS/MassIVE	291.0701	2
GNPS/MassIVE	291.08	1
GNPS/MassIVE	291.0823	2
GNPS/MassIVE	291.0826	2
GNPS/MassIVE	291.0827	2
GNPS/MassIVE	291.0828	2
GNPS/MassIVE	291.0829	2
GNPS/MassIVE	291.0832	2
GNPS/MassIVE	291.0833	3
GNPS/MassIVE	291.0969	2
GNPS/MassIVE	291.1156	2
GNPS/MassIVE	291.1157	1
GNPS/MassIVE	291.122	1
GNPS/MassIVE	291.1225	1
GNPS/MassIVE	291.1306	4
GNPS/MassIVE	291.1307	6
GNPS/MassIVE	291.1309	6
GNPS/MassIVE	291.131	2
GNPS/MassIVE	291.1311	2
GNPS/MassIVE	291.1431	2
GNPS/MassIVE	291.1649	1
GNPS/MassIVE	291.1655	2
GNPS/MassIVE	291.1661	1
GNPS/MassIVE	291.1946	1
GNPS/MassIVE	291.1948	1
GNPS/MassIVE	292.1199	2
GNPS/MassIVE	292.12	1
GNPS/MassIVE	292.1208	1
GNPS/MassIVE	292.1566	2
GNPS/MassIVE	292.1568	4
GNPS/MassIVE	292.1569	6
GNPS/MassIVE	292.157	4
GNPS/MassIVE	292.1571	2
GNPS/MassIVE	292.1572	1
GNPS/MassIVE	292.1575	1
GNPS/MassIVE	292.1578	1
GNPS/MassIVE	292.1579	1
GNPS/MassIVE	292.17	3
GNPS/MassIVE	292.1729	2
GNPS/MassIVE	292.173	1
GNPS/MassIVE	292.1731	2
GNPS/MassIVE	292.1732	5
GNPS/MassIVE	292.1733	7
GNPS/MassIVE	292.1734	9
GNPS/MassIVE	292.1735	13
GNPS/MassIVE	292.1736	7
GNPS/MassIVE	292.1737	11
GNPS/MassIVE	292.1738	5
GNPS/MassIVE	292.1739	3
GNPS/MassIVE	292.174	6
GNPS/MassIVE	292.1742	1
GNPS/MassIVE	292.1744	2
GNPS/MassIVE	292.1745	1
GNPS/MassIVE	292.1747	2
GNPS/MassIVE	292.1749	1
GNPS/MassIVE	292.175	1
GNPS/MassIVE	292.6984	1
GNPS/MassIVE	292.6985	1
GNPS/MassIVE	293.0523	2
GNPS/MassIVE	293.1351	2
GNPS/MassIVE	293.1372	2
GNPS/MassIVE	293.1481	2
GNPS/MassIVE	293.1489	2
GNPS/MassIVE	293.1492	4
GNPS/MassIVE	294.1328	2
GNPS/MassIVE	294.1684	2
GNPS/MassIVE	294.1687	2
GNPS/MassIVE	294.1688	10
GNPS/MassIVE	294.1689	16
GNPS/MassIVE	294.169	24
GNPS/MassIVE	294.1691	28
GNPS/MassIVE	294.1692	12
GNPS/MassIVE	294.1693	5
GNPS/MassIVE	294.1694	6
GNPS/MassIVE	294.1695	7
GNPS/MassIVE	294.1696	2
GNPS/MassIVE	294.1697	1
GNPS/MassIVE	294.17	6
GNPS/MassIVE	294.1703	2
GNPS/MassIVE	294.1704	4
GNPS/MassIVE	294.1705	2
GNPS/MassIVE	294.1712	2
GNPS/MassIVE	295.1279	2
GNPS/MassIVE	295.128	2
GNPS/MassIVE	295.1282	2
GNPS/MassIVE	295.1293	1
GNPS/MassIVE	295.13	2
GNPS/MassIVE	295.1313	2
GNPS/MassIVE	295.1314	6
GNPS/MassIVE	295.1315	2
GNPS/MassIVE	295.15	1
GNPS/MassIVE	295.1501	1
GNPS/MassIVE	295.1505	1
GNPS/MassIVE	295.1509	3
GNPS/MassIVE	295.1517	1
GNPS/MassIVE	295.1522	1
GNPS/MassIVE	295.1525	1
GNPS/MassIVE	295.1526	1
GNPS/MassIVE	295.1637	2
GNPS/MassIVE	295.164	6
GNPS/MassIVE	295.1641	6
GNPS/MassIVE	295.1642	8
GNPS/MassIVE	295.1643	2
GNPS/MassIVE	295.1644	6
GNPS/MassIVE	295.1645	6
GNPS/MassIVE	295.1646	2
GNPS/MassIVE	295.1676	1
GNPS/MassIVE	295.1677	2
GNPS/MassIVE	295.1682	1
GNPS/MassIVE	295.1683	1
GNPS/MassIVE	295.1684	1
GNPS/MassIVE	295.1685	1
GNPS/MassIVE	295.1903	2
GNPS/MassIVE	295.2255	1
GNPS/MassIVE	295.2256	1
GNPS/MassIVE	295.2257	2
GNPS/MassIVE	295.2258	1
GNPS/MassIVE	295.2259	2
GNPS/MassIVE	295.2263	1
GNPS/MassIVE	295.2264	1
GNPS/MassIVE	295.2267	1
GNPS/MassIVE	295.2268	1
GNPS/MassIVE	295.2634	1
GNPS/MassIVE	295.2636	3
GNPS/MassIVE	295.2637	5
GNPS/MassIVE	295.5964	1
GNPS/MassIVE	295.5968	1
GNPS/MassIVE	295.597	1
GNPS/MassIVE	295.5972	1
GNPS/MassIVE	295.5973	1
GNPS/MassIVE	296.0944	2
GNPS/MassIVE	296.13	3
GNPS/MassIVE	296.1331	1
GNPS/MassIVE	296.1336	1
GNPS/MassIVE	296.1348	2
GNPS/MassIVE	296.1378	1
GNPS/MassIVE	296.1385	1
GNPS/MassIVE	296.1389	1
GNPS/MassIVE	296.1397	1
GNPS/MassIVE	296.14	5
GNPS/MassIVE	296.1401	2
GNPS/MassIVE	296.1405	1
GNPS/MassIVE	296.1406	1
GNPS/MassIVE	296.1407	1
GNPS/MassIVE	296.142	1
GNPS/MassIVE	296.1453	1
GNPS/MassIVE	296.1454	1
GNPS/MassIVE	296.1457	1
GNPS/MassIVE	296.1458	2
GNPS/MassIVE	296.1463	1
GNPS/MassIVE	296.1469	1
GNPS/MassIVE	296.1471	1
GNPS/MassIVE	296.1473	1
GNPS/MassIVE	296.1475	1
GNPS/MassIVE	296.1478	5
GNPS/MassIVE	296.1479	7
GNPS/MassIVE	296.148	12
GNPS/MassIVE	296.1481	11
GNPS/MassIVE	296.1482	63
GNPS/MassIVE	296.1483	83
GNPS/MassIVE	296.1484	73
GNPS/MassIVE	296.1485	49
GNPS/MassIVE	296.1486	26
GNPS/MassIVE	296.1487	24
GNPS/MassIVE	296.1488	15
GNPS/MassIVE	296.1489	29
GNPS/MassIVE	296.149	26
GNPS/MassIVE	296.1491	25
GNPS/MassIVE	296.1492	21
GNPS/MassIVE	296.1493	21
GNPS/MassIVE	296.1494	20
GNPS/MassIVE	296.1495	13
GNPS/MassIVE	296.1496	12
GNPS/MassIVE	296.1497	9
GNPS/MassIVE	296.1498	4
GNPS/MassIVE	296.1499	4
GNPS/MassIVE	296.15	66
GNPS/MassIVE	296.1501	8
GNPS/MassIVE	296.1502	5
GNPS/MassIVE	296.1503	6
GNPS/MassIVE	296.1504	4
GNPS/MassIVE	296.1505	3
GNPS/MassIVE	296.1506	3
GNPS/MassIVE	296.1507	4
GNPS/MassIVE	296.151	1
GNPS/MassIVE	296.1515	1
GNPS/MassIVE	296.1516	1
GNPS/MassIVE	296.152	1
GNPS/MassIVE	296.1522	1
GNPS/MassIVE	296.1525	1
GNPS/MassIVE	296.1697	2
GNPS/MassIVE	296.1753	1
GNPS/MassIVE	296.1754	1
GNPS/MassIVE	296.1755	4
GNPS/MassIVE	296.1756	5
GNPS/MassIVE	296.1757	28
GNPS/MassIVE	296.1758	28
GNPS/MassIVE	296.1759	27
GNPS/MassIVE	296.176	17
GNPS/MassIVE	296.1761	4
GNPS/MassIVE	296.1762	8
GNPS/MassIVE	296.1763	12
GNPS/MassIVE	296.1764	3
GNPS/MassIVE	296.1765	7
GNPS/MassIVE	296.1766	5
GNPS/MassIVE	296.1767	1
GNPS/MassIVE	296.18	3
GNPS/MassIVE	296.1826	2
GNPS/MassIVE	296.1836	1
GNPS/MassIVE	296.1852	1
GNPS/MassIVE	296.1968	2
GNPS/MassIVE	297.0747	4
GNPS/MassIVE	297.0749	6
GNPS/MassIVE	297.075	2
GNPS/MassIVE	297.0753	2
GNPS/MassIVE	297.09	1
GNPS/MassIVE	297.0903	3
GNPS/MassIVE	297.0904	1
GNPS/MassIVE	297.11	2
GNPS/MassIVE	297.1307	2
GNPS/MassIVE	297.1435	2
GNPS/MassIVE	297.1437	1
GNPS/MassIVE	297.1439	2
GNPS/MassIVE	297.1442	1
GNPS/MassIVE	297.1644	1
GNPS/MassIVE	297.1645	1
GNPS/MassIVE	297.1647	2
GNPS/MassIVE	297.1649	1
GNPS/MassIVE	297.1666	4
GNPS/MassIVE	297.1667	2
GNPS/MassIVE	297.1668	2
GNPS/MassIVE	297.167	2
GNPS/MassIVE	297.1671	1
GNPS/MassIVE	297.1672	1
GNPS/MassIVE	297.1673	1
GNPS/MassIVE	297.1674	2
GNPS/MassIVE	297.1676	1
GNPS/MassIVE	297.1679	1
GNPS/MassIVE	297.168	2
GNPS/MassIVE	297.1681	1
GNPS/MassIVE	297.1683	1
GNPS/MassIVE	297.1685	1
GNPS/MassIVE	297.1688	2
GNPS/MassIVE	297.169	1
GNPS/MassIVE	297.17	5
GNPS/MassIVE	297.1703	1
GNPS/MassIVE	297.1813	1
GNPS/MassIVE	297.1818	1
GNPS/MassIVE	297.1824	1
GNPS/MassIVE	297.1827	1
GNPS/MassIVE	297.1831	2
GNPS/MassIVE	297.1834	1
GNPS/MassIVE	297.1836	4
GNPS/MassIVE	297.1837	2
GNPS/MassIVE	297.1838	4
GNPS/MassIVE	297.1839	1
GNPS/MassIVE	297.1841	1
GNPS/MassIVE	297.2038	2
GNPS/MassIVE	297.2198	2
GNPS/MassIVE	297.2202	2
GNPS/MassIVE	297.2413	1
GNPS/MassIVE	297.2416	1
GNPS/MassIVE	297.2418	1
GNPS/MassIVE	298.0974	1
GNPS/MassIVE	298.0976	1
GNPS/MassIVE	298.1252	1
GNPS/MassIVE	298.1282	2
GNPS/MassIVE	298.1283	1
GNPS/MassIVE	298.13	1
GNPS/MassIVE	298.1469	1
GNPS/MassIVE	298.147	1
GNPS/MassIVE	298.1471	1
GNPS/MassIVE	298.1474	1
GNPS/MassIVE	298.1476	1
GNPS/MassIVE	298.1477	1
GNPS/MassIVE	298.16	8
GNPS/MassIVE	298.1633	2
GNPS/MassIVE	298.1634	6
GNPS/MassIVE	298.1635	2
GNPS/MassIVE	298.1636	13
GNPS/MassIVE	298.1637	26
GNPS/MassIVE	298.1638	30
GNPS/MassIVE	298.1639	48
GNPS/MassIVE	298.164	40
GNPS/MassIVE	298.1641	16
GNPS/MassIVE	298.1642	5
GNPS/MassIVE	298.1643	3
GNPS/MassIVE	298.1646	2
GNPS/MassIVE	298.1648	2
GNPS/MassIVE	298.1649	2
GNPS/MassIVE	298.1651	1
GNPS/MassIVE	298.1652	1
GNPS/MassIVE	298.1656	2
GNPS/MassIVE	298.1661	1
GNPS/MassIVE	298.17	3
GNPS/MassIVE	298.1998	2
GNPS/MassIVE	298.1999	5
GNPS/MassIVE	298.2	27
GNPS/MassIVE	298.2001	38
GNPS/MassIVE	298.2002	43
GNPS/MassIVE	298.2003	52
GNPS/MassIVE	298.2004	44
GNPS/MassIVE	298.2005	32
GNPS/MassIVE	298.2006	8
GNPS/MassIVE	298.2007	6
GNPS/MassIVE	298.2008	16
GNPS/MassIVE	298.2009	20
GNPS/MassIVE	298.201	25
GNPS/MassIVE	298.2011	16
GNPS/MassIVE	298.2012	11
GNPS/MassIVE	298.2013	4
GNPS/MassIVE	298.2014	4
GNPS/MassIVE	298.2015	2
GNPS/MassIVE	298.2017	1
GNPS/MassIVE	298.2019	2
GNPS/MassIVE	298.9925	13
GNPS/MassIVE	298.9926	29
GNPS/MassIVE	298.9927	19
GNPS/MassIVE	298.9928	4
GNPS/MassIVE	299.0905	2
GNPS/MassIVE	299.1266	2
GNPS/MassIVE	299.1267	2
GNPS/MassIVE	299.1268	6
GNPS/MassIVE	299.1269	10
GNPS/MassIVE	299.127	4
GNPS/MassIVE	299.1381	1
GNPS/MassIVE	299.1384	1
GNPS/MassIVE	299.1391	1
GNPS/MassIVE	299.1392	2
GNPS/MassIVE	299.1595	4
GNPS/MassIVE	299.1736	2
GNPS/MassIVE	299.1808	1
GNPS/MassIVE	299.181	1
GNPS/MassIVE	299.1811	2
GNPS/MassIVE	299.1812	1
GNPS/MassIVE	299.1813	1
GNPS/MassIVE	299.1814	2
GNPS/MassIVE	299.2006	1
GNPS/MassIVE	299.201	1
GNPS/MassIVE	299.2012	1
GNPS/MassIVE	299.2013	3
GNPS/MassIVE	299.2015	1
GNPS/MassIVE	299.2016	1
GNPS/MassIVE	299.2363	1
GNPS/MassIVE	299.2364	1
GNPS/MassIVE	299.2572	1
GNPS/MassIVE	299.2576	1
GNPS/MassIVE	300.0986	1
GNPS/MassIVE	300.1	1
GNPS/MassIVE	300.1067	4
GNPS/MassIVE	300.1069	2
GNPS/MassIVE	300.1074	1
GNPS/MassIVE	300.1075	3
GNPS/MassIVE	300.1076	1
GNPS/MassIVE	300.1078	1
GNPS/MassIVE	300.1079	1
GNPS/MassIVE	300.108	1
GNPS/MassIVE	300.14	1
GNPS/MassIVE	300.1427	1
GNPS/MassIVE	300.1435	1
GNPS/MassIVE	300.1436	1
GNPS/MassIVE	300.1439	1
GNPS/MassIVE	300.1441	1
GNPS/MassIVE	300.1586	2
GNPS/MassIVE	300.1706	2
GNPS/MassIVE	300.1707	1
GNPS/MassIVE	300.1713	1
GNPS/MassIVE	300.1715	1
GNPS/MassIVE	300.1783	1
GNPS/MassIVE	300.1785	3
GNPS/MassIVE	300.1788	4
GNPS/MassIVE	300.1789	1
GNPS/MassIVE	300.179	2
GNPS/MassIVE	300.1791	3
GNPS/MassIVE	300.1792	2
GNPS/MassIVE	300.1793	9
GNPS/MassIVE	300.1794	10
GNPS/MassIVE	300.1795	37
GNPS/MassIVE	300.1796	45
GNPS/MassIVE	300.1797	54
GNPS/MassIVE	300.1798	27
GNPS/MassIVE	300.1799	44
GNPS/MassIVE	300.18	41
GNPS/MassIVE	300.1801	23
GNPS/MassIVE	300.1802	17
GNPS/MassIVE	300.1803	25
GNPS/MassIVE	300.1804	14
GNPS/MassIVE	300.1805	5
GNPS/MassIVE	300.1806	3
GNPS/MassIVE	300.1807	3
GNPS/MassIVE	300.1808	1
GNPS/MassIVE	300.1809	1
GNPS/MassIVE	300.181	5
GNPS/MassIVE	300.1812	1
GNPS/MassIVE	300.1814	1
GNPS/MassIVE	300.1947	1
GNPS/MassIVE	300.2027	1
GNPS/MassIVE	300.2153	1
GNPS/MassIVE	300.2154	2
GNPS/MassIVE	300.2155	1
GNPS/MassIVE	300.2156	5
GNPS/MassIVE	300.2157	9
GNPS/MassIVE	300.2158	25
GNPS/MassIVE	300.2159	55
GNPS/MassIVE	300.216	87
GNPS/MassIVE	300.2161	74
GNPS/MassIVE	300.2162	73
GNPS/MassIVE	300.2163	58
GNPS/MassIVE	300.2164	63
GNPS/MassIVE	300.2165	57
GNPS/MassIVE	300.2166	56
GNPS/MassIVE	300.2167	55
GNPS/MassIVE	300.2168	29
GNPS/MassIVE	300.2169	40
GNPS/MassIVE	300.217	34
GNPS/MassIVE	300.2171	36
GNPS/MassIVE	300.2172	33
GNPS/MassIVE	300.2173	9
GNPS/MassIVE	300.2174	1
GNPS/MassIVE	300.2176	2
GNPS/MassIVE	300.2177	2
GNPS/MassIVE	300.218	2
GNPS/MassIVE	300.2181	2
GNPS/MassIVE	300.22	15
GNPS/MassIVE	300.2326	2
GNPS/MassIVE	300.9718	1
GNPS/MassIVE	300.9726	1
GNPS/MassIVE	300.9728	1
GNPS/MassIVE	301.0154	1
GNPS/MassIVE	301.0156	1
GNPS/MassIVE	301.0652	2
GNPS/MassIVE	301.0659	2
GNPS/MassIVE	301.1153	2
GNPS/MassIVE	301.1167	1
GNPS/MassIVE	301.1173	2
GNPS/MassIVE	301.1174	1
GNPS/MassIVE	301.1177	1
GNPS/MassIVE	301.1178	2
GNPS/MassIVE	301.1179	1
GNPS/MassIVE	301.1181	1
GNPS/MassIVE	301.127	2
GNPS/MassIVE	301.1275	2
GNPS/MassIVE	301.1382	18
GNPS/MassIVE	301.1383	28
GNPS/MassIVE	301.1384	60
GNPS/MassIVE	301.1385	51
GNPS/MassIVE	301.1386	39
GNPS/MassIVE	301.1387	25
GNPS/MassIVE	301.1388	2
GNPS/MassIVE	301.1389	4
GNPS/MassIVE	301.139	4
GNPS/MassIVE	301.1391	8
GNPS/MassIVE	301.1392	6
GNPS/MassIVE	301.1393	7
GNPS/MassIVE	301.1394	3
GNPS/MassIVE	301.1395	2
GNPS/MassIVE	301.1397	1
GNPS/MassIVE	301.14	59
GNPS/MassIVE	301.1405	1
GNPS/MassIVE	301.146	1
GNPS/MassIVE	301.1462	1
GNPS/MassIVE	301.17	1
GNPS/MassIVE	301.1744	2
GNPS/MassIVE	301.1749	2
GNPS/MassIVE	301.175	1
GNPS/MassIVE	301.1751	4
GNPS/MassIVE	301.1793	1
GNPS/MassIVE	301.1794	1
GNPS/MassIVE	301.2009	1
GNPS/MassIVE	301.201	1
GNPS/MassIVE	301.2011	3
GNPS/MassIVE	301.2012	8
GNPS/MassIVE	301.2013	1
GNPS/MassIVE	301.2133	1
GNPS/MassIVE	301.2148	1
GNPS/MassIVE	301.2151	2
GNPS/MassIVE	301.2152	2
GNPS/MassIVE	301.2153	3
GNPS/MassIVE	301.2155	4
GNPS/MassIVE	301.2161	1
GNPS/MassIVE	301.2187	2
GNPS/MassIVE	301.2192	2
GNPS/MassIVE	301.2193	12
GNPS/MassIVE	301.2194	10
GNPS/MassIVE	301.2196	2
GNPS/MassIVE	301.2197	1
GNPS/MassIVE	301.2199	1
GNPS/MassIVE	301.22	1
GNPS/MassIVE	301.2203	1
GNPS/MassIVE	301.25	3
GNPS/MassIVE	301.2513	1
GNPS/MassIVE	301.2517	1
GNPS/MassIVE	301.2521	1
GNPS/MassIVE	302.1019	1
GNPS/MassIVE	302.102	1
GNPS/MassIVE	302.1022	2
GNPS/MassIVE	302.1222	1
GNPS/MassIVE	302.1224	3
GNPS/MassIVE	302.1226	1
GNPS/MassIVE	302.1227	1
GNPS/MassIVE	302.1228	1
GNPS/MassIVE	302.1229	2
GNPS/MassIVE	302.124	1
GNPS/MassIVE	302.1242	1
GNPS/MassIVE	302.1243	5
GNPS/MassIVE	302.1244	2
GNPS/MassIVE	302.1245	6
GNPS/MassIVE	302.1246	5
GNPS/MassIVE	302.1247	1
GNPS/MassIVE	302.1249	1
GNPS/MassIVE	302.1381	2
GNPS/MassIVE	302.1387	1
GNPS/MassIVE	302.1388	3
GNPS/MassIVE	302.1389	4
GNPS/MassIVE	302.139	6
GNPS/MassIVE	302.1391	4
GNPS/MassIVE	302.1392	1
GNPS/MassIVE	302.1394	1
GNPS/MassIVE	302.1402	1
GNPS/MassIVE	302.1405	1
GNPS/MassIVE	302.1407	1
GNPS/MassIVE	302.1408	1
GNPS/MassIVE	302.141	10
GNPS/MassIVE	302.1411	34
GNPS/MassIVE	302.1412	40
GNPS/MassIVE	302.1413	21
GNPS/MassIVE	302.1414	7
GNPS/MassIVE	302.1415	3
GNPS/MassIVE	302.1416	2
GNPS/MassIVE	302.1417	5
GNPS/MassIVE	302.1418	3
GNPS/MassIVE	302.1419	3
GNPS/MassIVE	302.142	4
GNPS/MassIVE	302.1428	1
GNPS/MassIVE	302.1572	2
GNPS/MassIVE	302.1577	2
GNPS/MassIVE	302.158	1
GNPS/MassIVE	302.1582	1
GNPS/MassIVE	302.1583	5
GNPS/MassIVE	302.1584	7
GNPS/MassIVE	302.1585	16
GNPS/MassIVE	302.1586	25
GNPS/MassIVE	302.1587	76
GNPS/MassIVE	302.1588	55
GNPS/MassIVE	302.1589	54
GNPS/MassIVE	302.159	29
GNPS/MassIVE	302.1591	20
GNPS/MassIVE	302.1592	11
GNPS/MassIVE	302.1593	15
GNPS/MassIVE	302.1594	27
GNPS/MassIVE	302.1595	17
GNPS/MassIVE	302.1596	18
GNPS/MassIVE	302.1597	15
