tissue	time	Metabolite	Abundance	carbons	unsaturations	hydroxy	SpecMZ	carbons_length	even_odd	RelAbundance
Colon	20	58797_CAR C12:0;O	2442.2424	12	0	1	360.274	medium	even	37.050968850388564
Colon	0	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Colon	4	64789_CAR C21:4;O2	1037.1373	21	4	2	494.348	long	odd	100.0
Colon	8	64789_CAR C21:4;O2	724.67487	21	4	2	494.348	long	odd	69.87260703091096
Colon	12	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Colon	16	64789_CAR C21:4;O2	304.9037	21	4	2	494.348	long	odd	29.39858589600432
Colon	20	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Colon	0	66675_CAR C14:0;O	21837.95	14	0	1	388.306	long	even	53.86355071963674
Colon	4	66675_CAR C14:0;O	40543.094	14	0	1	388.306	long	even	100.0
Colon	8	66675_CAR C14:0;O	33333.316	14	0	1	388.306	long	even	82.21700100145293
Colon	12	66675_CAR C14:0;O	36058.06	14	0	1	388.306	long	even	88.93761290147219
Colon	16	66675_CAR C14:0;O	12515.247	14	0	1	388.306	long	even	30.868998305852042
Colon	20	66675_CAR C14:0;O	18452.893	14	0	1	388.306	long	even	45.51426933524117
Colon	0	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Colon	4	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Colon	8	67785_CAR C16:3	389.2822	16	3	0	394.295	long	even	100.0
Colon	12	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Colon	16	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Colon	20	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Colon	0	70150_CAR C16:2	94670.84	16	2	0	396.313	long	even	100.0
Colon	4	70150_CAR C16:2	37918.46	16	2	0	396.313	long	even	40.05294555324533
Colon	8	70150_CAR C16:2	67733.31	16	2	0	396.313	long	even	71.54611705145956
Colon	12	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Colon	16	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Colon	20	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Colon	0	7061_CAR C2:0	1286278.8	2	0	0	204.123	short	even	81.11039904413889
Colon	4	7061_CAR C2:0	1378888.5	2	0	0	204.123	short	even	86.9501981004228
Colon	8	7061_CAR C2:0	1036701.1	2	0	0	204.123	short	even	65.37248371853578
Colon	12	7061_CAR C2:0	1585837.1	2	0	0	204.123	short	even	100.0
Colon	16	7061_CAR C2:0	1160099.5	2	0	0	204.123	short	even	73.15376213609834
Colon	20	7061_CAR C2:0	989728.44	2	0	0	204.123	short	even	62.41047330775651
Colon	0	71894_CAR C18:2;O	28489.584	18	2	1	440.337	long	even	62.418243833013754
Colon	4	71894_CAR C18:2;O	39371.75	18	2	1	440.337	long	even	86.26013955249256
Colon	8	71894_CAR C18:2;O	45643.04	18	2	1	440.337	long	even	100.0
Colon	12	71894_CAR C18:2;O	40780.51	18	2	1	440.337	long	even	89.34661232030119
Colon	16	71894_CAR C18:2;O	10563.853	18	2	1	440.337	long	even	23.144499139408765
Colon	20	71894_CAR C18:2;O	13680.023	18	2	1	440.337	long	even	29.97176130248993
Colon	0	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Colon	4	72533_CAR C14:0	100751.305	14	0	0	372.311	long	even	91.80382010110408
Colon	8	72533_CAR C14:0	109746.31	14	0	0	372.311	long	even	100.0
Colon	12	72533_CAR C14:0	89140.375	14	0	0	372.311	long	even	81.2240293090492
Colon	16	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Colon	20	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Colon	0	72681_CAR C20:1;O	0.0	20	1	1	470.384	long	even	0.0
Colon	4	72681_CAR C20:1;O	106904.66	20	1	1	470.384	long	even	98.60332495472193
Colon	8	72681_CAR C20:1;O	65617.72	20	1	1	470.384	long	even	60.52238852775881
Colon	12	72681_CAR C20:1;O	108418.92	20	1	1	470.384	long	even	100.0
Colon	16	72681_CAR C20:1;O	0.0	20	1	1	470.384	long	even	0.0
Colon	20	72681_CAR C20:1;O	0.0	20	1	1	470.384	long	even	0.0
Colon	0	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Colon	4	73409_CAR C18:1;O	283519.53	18	1	1	442.353	long	even	100.0
Colon	8	73409_CAR C18:1;O	266417.72	18	1	1	442.353	long	even	93.96803105592055
Colon	12	73409_CAR C18:1;O	242742.64	18	1	1	442.353	long	even	85.61760807095017
Colon	16	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Colon	20	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Colon	0	74094_CAR C22:6	15739.708	22	6	0	472.342	very long	even	48.33277246010177
Colon	4	74094_CAR C22:6	27546.988	22	6	0	472.342	very long	even	84.59002561960831
Colon	8	74094_CAR C22:6	24808.49	22	6	0	472.342	very long	even	76.18077173024494
Colon	12	74094_CAR C22:6	32565.291	22	6	0	472.342	very long	even	100.0
Colon	16	74094_CAR C22:6	10063.832	22	6	0	472.342	very long	even	30.90355311119437
Colon	20	74094_CAR C22:6	0.0	22	6	0	472.342	very long	even	0.0
Colon	0	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Colon	4	74520_CAR C15:0	33682.035	15	0	0	386.327	long	odd	85.66049572813165
Colon	8	74520_CAR C15:0	39320.383	15	0	0	386.327	long	odd	100.0
Colon	12	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Colon	16	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Colon	20	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Colon	0	74910_CAR C18:2	69242.45	18	2	0	424.342	long	even	46.69026361061698
Colon	4	74910_CAR C18:2	117652.914	18	2	0	424.342	long	even	79.33349512065574
Colon	8	74910_CAR C18:2	132944.1	18	2	0	424.342	long	even	89.64435941357108
Colon	12	74910_CAR C18:2	148301.69	18	2	0	424.342	long	even	100.0
Colon	16	74910_CAR C18:2	76439.1	18	2	0	424.342	long	even	51.542972976235134
Colon	20	74910_CAR C18:2	60987.207	18	2	0	424.342	long	even	41.12374376853022
Colon	0	75130_CAR C20:2;O	17994.057	20	2	1	468.368	long	even	28.783620895095797
Colon	4	75130_CAR C20:2;O	58404.387	20	2	1	468.368	long	even	93.42471984047073
Colon	8	75130_CAR C20:2;O	35767.824	20	2	1	468.368	long	even	57.21486189904304
Colon	12	75130_CAR C20:2;O	62514.918	20	2	1	468.368	long	even	100.0
Colon	16	75130_CAR C20:2;O	16638.008	20	2	1	468.368	long	even	26.614460247712397
Colon	20	75130_CAR C20:2;O	19943.422	20	2	1	468.368	long	even	31.90186060869503
Colon	0	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
Colon	4	75339_CAR C22:5	5159.2144	22	5	0	474.358	very long	even	55.51564563659133
Colon	8	75339_CAR C22:5	7126.375	22	5	0	474.358	very long	even	76.68324642090151
Colon	12	75339_CAR C22:5	9293.262	22	5	0	474.358	very long	even	100.0
Colon	16	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
Colon	20	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
Colon	0	75747_CAR C20:5	6493.588	20	5	0	446.326	long	even	65.18756920469934
Colon	4	75747_CAR C20:5	9961.39	20	5	0	446.326	long	even	100.0
Colon	8	75747_CAR C20:5	9550.674	20	5	0	446.326	long	even	95.87692079117474
Colon	12	75747_CAR C20:5	4282.3975	20	5	0	446.326	long	even	42.98995923259706
Colon	16	75747_CAR C20:5	2587.124	20	5	0	446.326	long	even	25.971516023366213
Colon	20	75747_CAR C20:5	0.0	20	5	0	446.326	long	even	0.0
Colon	0	76018_CAR C18:3	3951.604	18	3	0	422.326	long	even	29.544530506663214
Colon	4	76018_CAR C18:3	6014.2773	18	3	0	422.326	long	even	44.96629701897813
Colon	8	76018_CAR C18:3	13375.078	18	3	0	422.326	long	even	100.0
Colon	12	76018_CAR C18:3	7446.7944	18	3	0	422.326	long	even	55.67664278294302
Colon	16	76018_CAR C18:3	3026.3992	18	3	0	422.326	long	even	22.627151781843814
Colon	20	76018_CAR C18:3	1564.4949	18	3	0	422.326	long	even	11.697089916036377
Colon	0	76061_CAR C16:0	494935.53	16	0	0	400.342	long	even	43.07757846362735
Colon	4	76061_CAR C16:0	1117077.8	16	0	0	400.342	long	even	97.22681776245932
Colon	8	76061_CAR C16:0	1036042.56	16	0	0	400.342	long	even	90.17377408741972
Colon	12	76061_CAR C16:0	1148940.0	16	0	0	400.342	long	even	100.0
Colon	16	76061_CAR C16:0	319565.94	16	0	0	400.342	long	even	27.813979842289417
Colon	20	76061_CAR C16:0	498804.62	16	0	0	400.342	long	even	43.414331470746944
Colon	0	76574_CAR C20:4	134219.45	20	4	0	448.342	long	even	71.9668389259514
Colon	4	76574_CAR C20:4	185140.75	20	4	0	448.342	long	even	99.27022152065021
Colon	8	76574_CAR C20:4	151005.81	20	4	0	448.342	long	even	80.96748127900106
Colon	12	76574_CAR C20:4	186501.8	20	4	0	448.342	long	even	100.0
Colon	16	76574_CAR C20:4	123284.03	20	4	0	448.342	long	even	66.10339953823502
Colon	20	76574_CAR C20:4	98185.52	20	4	0	448.342	long	even	52.64588331050961
Colon	0	76708_CAR C18:0;O	74554.36	18	0	1	444.368	long	even	44.51186474820504
Colon	4	76708_CAR C18:0;O	167493.23	18	0	1	444.368	long	even	100.0
Colon	8	76708_CAR C18:0;O	106885.01	18	0	1	444.368	long	even	63.81452551843439
Colon	12	76708_CAR C18:0;O	167032.97	18	0	1	444.368	long	even	99.72520680388097
Colon	16	76708_CAR C18:0;O	60520.176	18	0	1	444.368	long	even	36.132908774880036
Colon	20	76708_CAR C18:0;O	79717.484	18	0	1	444.368	long	even	47.594451429469714
Colon	0	76865_CAR C16:0;O	74610.414	16	0	1	416.337	long	even	30.80607544791707
Colon	4	76865_CAR C16:0;O	164411.06	16	0	1	416.337	long	even	67.8840827613156
Colon	8	76865_CAR C16:0;O	125467.83	16	0	1	416.337	long	even	51.80471773372592
Colon	12	76865_CAR C16:0;O	242193.83	16	0	1	416.337	long	even	100.0
Colon	16	76865_CAR C16:0;O	72844.94	16	0	1	416.337	long	even	30.077124590663608
Colon	20	76865_CAR C16:0;O	96615.81	16	0	1	416.337	long	even	39.8919369663546
Colon	0	7709_CAR C4:0	862887.75	4	0	0	232.154	short	even	92.13174738630245
Colon	4	7709_CAR C4:0	778287.94	4	0	0	232.154	short	even	83.0989058332161
Colon	8	7709_CAR C4:0	364418.03	4	0	0	232.154	short	even	38.909429277416436
Colon	12	7709_CAR C4:0	413101.5	4	0	0	232.154	short	even	44.1074323316128
Colon	16	7709_CAR C4:0	936580.25	4	0	0	232.154	short	even	100.0
Colon	20	7709_CAR C4:0	657395.9	4	0	0	232.154	short	even	70.19109147347491
Colon	0	78774_CAR C20:2	38682.453	20	2	0	452.373	long	even	40.58103254973616
Colon	4	78774_CAR C20:2	95321.51	20	2	0	452.373	long	even	100.0
Colon	8	78774_CAR C20:2	86073.82	20	2	0	452.373	long	even	90.298422675008
Colon	12	78774_CAR C20:2	87539.93	20	2	0	452.373	long	even	91.83649105013129
Colon	16	78774_CAR C20:2	19395.275	20	2	0	452.373	long	even	20.347217537783447
Colon	20	78774_CAR C20:2	21799.904	20	2	0	452.373	long	even	22.869868511315023
Colon	0	78989_CAR C20:3	26930.453	20	3	0	450.358	long	even	48.56718046380607
Colon	4	78989_CAR C20:3	55449.9	20	3	0	450.358	long	even	100.0
Colon	8	78989_CAR C20:3	38450.59	20	3	0	450.358	long	even	69.3429384002496
Colon	12	78989_CAR C20:3	45691.812	20	3	0	450.358	long	even	82.40197367353231
Colon	16	78989_CAR C20:3	29207.582	20	3	0	450.358	long	even	52.67382267596514
Colon	20	78989_CAR C20:3	28692.205	20	3	0	450.358	long	even	51.744376455142394
Colon	0	79405_CAR C22:4	25435.676	22	4	0	476.372	very long	even	100.0
Colon	4	79405_CAR C22:4	8627.634	22	4	0	476.372	very long	even	33.9194208952811
Colon	8	79405_CAR C22:4	12156.67	22	4	0	476.372	very long	even	47.79377595468664
Colon	12	79405_CAR C22:4	5809.1807	22	4	0	476.372	very long	even	22.838711658380927
Colon	16	79405_CAR C22:4	0.0	22	4	0	476.372	very long	even	0.0
Colon	20	79405_CAR C22:4	0.0	22	4	0	476.372	very long	even	0.0
Colon	0	79857_CAR C22:2	25375.307	22	2	0	480.405	very long	even	51.17966748281534
Colon	4	79857_CAR C22:2	47084.2	22	2	0	480.405	very long	even	94.96451411186369
Colon	8	79857_CAR C22:2	35205.492	22	2	0	480.405	very long	even	71.00624926937496
Colon	12	79857_CAR C22:2	49580.836	22	2	0	480.405	very long	even	100.0
Colon	16	79857_CAR C22:2	13840.6455	22	2	0	480.405	very long	even	27.91531288419582
Colon	20	79857_CAR C22:2	13931.006	22	2	0	480.405	very long	even	28.097561727277043
Colon	0	80167_CAR C19:0	0.0	19	0	0	442.389	long	odd	0.0
Colon	4	80167_CAR C19:0	53967.273	19	0	0	442.389	long	odd	100.0
Colon	8	80167_CAR C19:0	41751.523	19	0	0	442.389	long	odd	77.36452238377878
Colon	12	80167_CAR C19:0	44360.85	19	0	0	442.389	long	odd	82.19953970992752
Colon	16	80167_CAR C19:0	0.0	19	0	0	442.389	long	odd	0.0
Colon	20	80167_CAR C19:0	0.0	19	0	0	442.389	long	odd	0.0
Colon	0	81327_CAR C18:0	748974.94	18	0	0	428.373	long	even	53.0187988723678
Colon	4	81327_CAR C18:0	1260751.1	18	0	0	428.373	long	even	89.246656235276
Colon	8	81327_CAR C18:0	1363708.6	18	0	0	428.373	long	even	96.53486134518504
Colon	12	81327_CAR C18:0	1412659.2	18	0	0	428.373	long	even	100.0
Colon	16	81327_CAR C18:0	538628.5	18	0	0	428.373	long	even	38.12869374297778
Colon	20	81327_CAR C18:0	545163.1	18	0	0	428.373	long	even	38.5912681558298
Colon	0	81448_CAR C20:0	54294.03	20	0	0	456.405	long	even	61.391980466383856
Colon	4	81448_CAR C20:0	85876.12	20	0	0	456.405	long	even	97.10285056329096
Colon	8	81448_CAR C20:0	88438.31	20	0	0	456.405	long	even	100.0
Colon	12	81448_CAR C20:0	86998.46	20	0	0	456.405	long	even	98.37191597170956
Colon	16	81448_CAR C20:0	0.0	20	0	0	456.405	long	even	0.0
Colon	20	81448_CAR C20:0	0.0	20	0	0	456.405	long	even	0.0
Colon	0	82355_CAR C22:1	0.0	22	1	0	482.42	very long	even	0.0
Colon	4	82355_CAR C22:1	24201.096	22	1	0	482.42	very long	even	79.06232409837914
Colon	8	82355_CAR C22:1	0.0	22	1	0	482.42	very long	even	0.0
Colon	12	82355_CAR C22:1	30610.15	22	1	0	482.42	very long	even	100.0
Colon	16	82355_CAR C22:1	0.0	22	1	0	482.42	very long	even	0.0
Colon	20	82355_CAR C22:1	0.0	22	1	0	482.42	very long	even	0.0
Colon	0	84509_CAR C20:1	100274.086	20	1	0	454.389	long	even	56.915425432705916
Colon	4	84509_CAR C20:1	176180.86	20	1	0	454.389	long	even	100.0
Colon	8	84509_CAR C20:1	161430.27	20	1	0	454.389	long	even	91.62758656076488
Colon	12	84509_CAR C20:1	174041.5	20	1	0	454.389	long	even	98.78570237425338
Colon	16	84509_CAR C20:1	44432.44	20	1	0	454.389	long	even	25.219788347042922
Colon	20	84509_CAR C20:1	62606.367	20	1	0	454.389	long	even	35.53528289054781
ColonConts	0	17059_CAR C5:0	0.0	5	0	0	246.17	short	odd	0.0
ColonConts	4	17059_CAR C5:0	13202.136	5	0	0	246.17	short	odd	75.20474597326654
ColonConts	8	17059_CAR C5:0	5192.125	5	0	0	246.17	short	odd	29.57645957339377
ColonConts	12	17059_CAR C5:0	8681.982	5	0	0	246.17	short	odd	49.4561070159005
ColonConts	16	17059_CAR C5:0	0.0	5	0	0	246.17	short	odd	0.0
ColonConts	20	17059_CAR C5:0	17554.924	5	0	0	246.17	short	odd	100.0
ColonConts	0	25943_CAR C6:0	0.0	6	0	0	260.186	short	even	0.0
ColonConts	4	25943_CAR C6:0	1462.5942	6	0	0	260.186	short	even	100.0
ColonConts	8	25943_CAR C6:0	0.0	6	0	0	260.186	short	even	0.0
ColonConts	12	25943_CAR C6:0	0.0	6	0	0	260.186	short	even	0.0
ColonConts	16	25943_CAR C6:0	0.0	6	0	0	260.186	short	even	0.0
ColonConts	20	25943_CAR C6:0	0.0	6	0	0	260.186	short	even	0.0
ColonConts	0	30866_CAR C12:3;O2	9075.401	12	3	2	370.222	medium	even	66.10425538904332
ColonConts	4	30866_CAR C12:3;O2	7614.696	12	3	2	370.222	medium	even	55.46463556750017
ColonConts	8	30866_CAR C12:3;O2	13728.921	12	3	2	370.222	medium	even	100.0
ColonConts	12	30866_CAR C12:3;O2	10583.407	12	3	2	370.222	medium	even	77.08841066242569
ColonConts	16	30866_CAR C12:3;O2	8621.112	12	3	2	370.222	medium	even	62.79526264300013
ColonConts	20	30866_CAR C12:3;O2	10276.7705	12	3	2	370.222	medium	even	74.85490301823428
ColonConts	0	35895_CAR C14:4;O2	148.5343	14	4	2	396.238	long	even	56.40102967155829
ColonConts	4	35895_CAR C14:4;O2	87.6993	14	4	2	396.238	long	even	33.3009333297083
ColonConts	8	35895_CAR C14:4;O2	263.35388	14	4	2	396.238	long	even	100.0
ColonConts	12	35895_CAR C14:4;O2	0.0	14	4	2	396.238	long	even	0.0
ColonConts	16	35895_CAR C14:4;O2	0.0	14	4	2	396.238	long	even	0.0
ColonConts	20	35895_CAR C14:4;O2	243.56311	14	4	2	396.238	long	even	92.48510407365177
ColonConts	0	37793_CAR C14:3;O2	0.0	14	3	2	398.254	long	even	0.0
ColonConts	4	37793_CAR C14:3;O2	0.0	14	3	2	398.254	long	even	0.0
ColonConts	8	37793_CAR C14:3;O2	2391.52	14	3	2	398.254	long	even	100.0
ColonConts	12	37793_CAR C14:3;O2	2175.706	14	3	2	398.254	long	even	90.9758647220178
ColonConts	16	37793_CAR C14:3;O2	0.0	14	3	2	398.254	long	even	0.0
ColonConts	20	37793_CAR C14:3;O2	0.0	14	3	2	398.254	long	even	0.0
ColonConts	0	5016_CAR C4:1;O2	3592.5417	4	1	2	262.129	short	even	52.191706622701304
ColonConts	4	5016_CAR C4:1;O2	0.0	4	1	2	262.129	short	even	0.0
ColonConts	8	5016_CAR C4:1;O2	0.0	4	1	2	262.129	short	even	0.0
ColonConts	12	5016_CAR C4:1;O2	6883.3574	4	1	2	262.129	short	even	100.0
ColonConts	16	5016_CAR C4:1;O2	0.0	4	1	2	262.129	short	even	0.0
ColonConts	20	5016_CAR C4:1;O2	0.0	4	1	2	262.129	short	even	0.0
ColonConts	0	61171_CAR C16:1;O2	6892.7314	16	1	2	430.316	long	even	78.91328519660512
ColonConts	4	61171_CAR C16:1;O2	4626.587	16	1	2	430.316	long	even	52.968722880729935
ColonConts	8	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
ColonConts	12	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
ColonConts	16	61171_CAR C16:1;O2	6593.8384	16	1	2	430.316	long	even	75.49132847386542
ColonConts	20	61171_CAR C16:1;O2	8734.564	16	1	2	430.316	long	even	100.0
ColonConts	0	61490_CAR C19:0;O3	1203.8276	19	0	3	490.374	long	odd	67.77934932528214
ColonConts	4	61490_CAR C19:0;O3	650.2232	19	0	3	490.374	long	odd	36.60964860101462
ColonConts	8	61490_CAR C19:0;O3	192.37186	19	0	3	490.374	long	odd	10.831151818827104
ColonConts	12	61490_CAR C19:0;O3	1776.0979	19	0	3	490.374	long	odd	100.0
ColonConts	16	61490_CAR C19:0;O3	1727.9756	19	0	3	490.374	long	odd	97.29056039084331
ColonConts	20	61490_CAR C19:0;O3	1025.4979	19	0	3	490.374	long	odd	57.7388160866583
ColonConts	0	61609_CAR C18:0;O2	1320.349	18	0	2	460.363	long	even	100.0
ColonConts	4	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
ColonConts	8	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
ColonConts	12	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
ColonConts	16	61609_CAR C18:0;O2	872.9143	18	0	2	460.363	long	even	66.1123914964907
ColonConts	20	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
ColonConts	0	62373_CAR C16:0;O	3541.2366	16	0	1	416.337	long	even	90.7396031431267
ColonConts	4	62373_CAR C16:0;O	2842.2507	16	0	1	416.337	long	even	72.82899441152112
ColonConts	8	62373_CAR C16:0;O	2981.8826	16	0	1	416.337	long	even	76.40688107182524
ColonConts	12	62373_CAR C16:0;O	3823.343	16	0	1	416.337	long	even	97.96821440850674
ColonConts	16	62373_CAR C16:0;O	3902.6362	16	0	1	416.337	long	even	100.0
ColonConts	20	62373_CAR C16:0;O	3228.9526	16	0	1	416.337	long	even	82.73772994777224
ColonConts	0	64258_CAR C18:2;O2	45308.723	18	2	2	456.332	long	even	97.6697277608643
ColonConts	4	64258_CAR C18:2;O2	40720.457	18	2	2	456.332	long	even	87.77903428194128
ColonConts	8	64258_CAR C18:2;O2	20946.432	18	2	2	456.332	long	even	45.15316644438327
ColonConts	12	64258_CAR C18:2;O2	0.0	18	2	2	456.332	long	even	0.0
ColonConts	16	64258_CAR C18:2;O2	27752.34	18	2	2	456.332	long	even	59.82431887402664
ColonConts	20	64258_CAR C18:2;O2	46389.73	18	2	2	456.332	long	even	100.0
ColonConts	0	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
ColonConts	4	64621_CAR C14:2	7837.845	14	2	0	368.28	long	even	100.0
ColonConts	8	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
ColonConts	12	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
ColonConts	16	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
ColonConts	20	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
ColonConts	0	64789_CAR C21:4;O2	28060.963	21	4	2	494.348	long	odd	65.17620430157477
ColonConts	4	64789_CAR C21:4;O2	38661.566	21	4	2	494.348	long	odd	89.79784921261671
ColonConts	8	64789_CAR C21:4;O2	43054.0	21	4	2	494.348	long	odd	100.0
ColonConts	12	64789_CAR C21:4;O2	32858.37	21	4	2	494.348	long	odd	76.3189715241325
ColonConts	16	64789_CAR C21:4;O2	30626.184	21	4	2	494.348	long	odd	71.134352208854
ColonConts	20	64789_CAR C21:4;O2	33713.863	21	4	2	494.348	long	odd	78.30599479723138
ColonConts	0	65458_CAR C18:1;O	32595.023	18	1	1	442.353	long	even	32.08167765943584
ColonConts	4	65458_CAR C18:1;O	72768.82	18	1	1	442.353	long	even	71.62276973688616
ColonConts	8	65458_CAR C18:1;O	57510.14	18	1	1	442.353	long	even	56.60440164834451
ColonConts	12	65458_CAR C18:1;O	101600.12	18	1	1	442.353	long	even	100.0
ColonConts	16	65458_CAR C18:1;O	35194.867	18	1	1	442.353	long	even	34.64057621191786
ColonConts	20	65458_CAR C18:1;O	34211.73	18	1	1	442.353	long	even	33.67292282725651
ColonConts	0	65459_CAR C15:2	10109.132	15	2	0	382.295	long	odd	100.0
ColonConts	4	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
ColonConts	8	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
ColonConts	12	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
ColonConts	16	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
ColonConts	20	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
ColonConts	0	67188_CAR C19:2;O2	26528.043	19	2	2	470.348	long	odd	82.69963428041429
ColonConts	4	67188_CAR C19:2;O2	0.0	19	2	2	470.348	long	odd	0.0
ColonConts	8	67188_CAR C19:2;O2	0.0	19	2	2	470.348	long	odd	0.0
ColonConts	12	67188_CAR C19:2;O2	0.0	19	2	2	470.348	long	odd	0.0
ColonConts	16	67188_CAR C19:2;O2	0.0	19	2	2	470.348	long	odd	0.0
ColonConts	20	67188_CAR C19:2;O2	32077.582	19	2	2	470.348	long	odd	100.0
ColonConts	0	67785_CAR C16:3	1059.996	16	3	0	394.295	long	even	25.903130722841812
ColonConts	4	67785_CAR C16:3	3110.8481	16	3	0	394.295	long	even	76.0198198797015
ColonConts	8	67785_CAR C16:3	1983.4875	16	3	0	394.295	long	even	48.47049988832287
ColonConts	12	67785_CAR C16:3	4092.154	16	3	0	394.295	long	even	100.0
ColonConts	16	67785_CAR C16:3	279.42435	16	3	0	394.295	long	even	6.8282950739390555
ColonConts	20	67785_CAR C16:3	440.48254	16	3	0	394.295	long	even	10.764075350047921
ColonConts	0	68071_CAR C14:1	0.0	14	1	0	370.295	long	even	0.0
ColonConts	4	68071_CAR C14:1	39759.273	14	1	0	370.295	long	even	100.0
ColonConts	8	68071_CAR C14:1	0.0	14	1	0	370.295	long	even	0.0
ColonConts	12	68071_CAR C14:1	0.0	14	1	0	370.295	long	even	0.0
ColonConts	16	68071_CAR C14:1	0.0	14	1	0	370.295	long	even	0.0
ColonConts	20	68071_CAR C14:1	0.0	14	1	0	370.295	long	even	0.0
ColonConts	0	70150_CAR C16:2	15607.775	16	2	0	396.313	long	even	37.375184468998086
ColonConts	4	70150_CAR C16:2	41759.727	16	2	0	396.313	long	even	100.0
ColonConts	8	70150_CAR C16:2	25743.81	16	2	0	396.313	long	even	61.64745760909788
ColonConts	12	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
ColonConts	16	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
ColonConts	20	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
ColonConts	0	7061_CAR C2:0	0.0	2	0	0	204.123	short	even	0.0
ColonConts	4	7061_CAR C2:0	0.0	2	0	0	204.123	short	even	0.0
ColonConts	8	7061_CAR C2:0	40473.51	2	0	0	204.123	short	even	100.0
ColonConts	12	7061_CAR C2:0	19748.941	2	0	0	204.123	short	even	48.794732653530666
ColonConts	16	7061_CAR C2:0	0.0	2	0	0	204.123	short	even	0.0
ColonConts	20	7061_CAR C2:0	33587.156	2	0	0	204.123	short	even	82.98552806514681
ColonConts	0	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
ColonConts	4	71894_CAR C18:2;O	37554.484	18	2	1	440.337	long	even	100.0
ColonConts	8	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
ColonConts	12	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
ColonConts	16	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
ColonConts	20	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
ColonConts	0	74910_CAR C18:2	15781.381	18	2	0	424.342	long	even	32.85891269878137
ColonConts	4	74910_CAR C18:2	48027.703	18	2	0	424.342	long	even	100.0
ColonConts	8	74910_CAR C18:2	38332.22	18	2	0	424.342	long	even	79.81272808320648
ColonConts	12	74910_CAR C18:2	40516.293	18	2	0	424.342	long	even	84.36025557999307
ColonConts	16	74910_CAR C18:2	0.0	18	2	0	424.342	long	even	0.0
ColonConts	20	74910_CAR C18:2	14539.992	18	2	0	424.342	long	even	30.274177384664846
ColonConts	0	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
ColonConts	4	75339_CAR C22:5	608.3015	22	5	0	474.358	very long	even	8.945601085410647
ColonConts	8	75339_CAR C22:5	2568.2876	22	5	0	474.358	very long	even	37.76889641437135
